CAB,MONTH,SOURCE,KAT,NOM
SBYSOE,01-Dec-24,WEB,EDC,125094500
SBYSOE,01-Dec-24,WEB,GO RESTO,283709944
SBYSOE,01-Dec-24,WEB,GRAB FOOD,306909969
SBYSOE,01-Dec-24,WEB,QRIS SHOPEE,56312500
SBYSOE,01-Dec-24,WEB,SHOPEEPAY,468293500
SDATAM,01-Dec-24,INVOICE,GO RESTO,222140079
SDATAM,01-Dec-24,INVOICE,GRAB FOOD,131359681
SDATAM,01-Dec-24,INVOICE,QRIS SHOPEE,227302503
SDATAM,01-Dec-24,INVOICE,SHOPEEPAY,386196809
SDATAM,01-Dec-24,WEB,CASH,847111500
SDATAM,01-Dec-24,WEB,CLOUD VOUCHER,579500
SDATAM,01-Dec-24,WEB,EDC,51567000
SDATAM,01-Dec-24,WEB,GO RESTO,222224105
SDATAM,01-Dec-24,WEB,GRAB FOOD,131433186
SDATAM,01-Dec-24,WEB,QRIS SHOPEE,227353000
SDATAM,01-Dec-24,WEB,SHOPEEPAY,386322561
SKTADI,01-Dec-24,INVOICE,GO RESTO,321849529
SKTADI,01-Dec-24,INVOICE,GRAB FOOD,225512238
SKTADI,01-Dec-24,INVOICE,QRIS SHOPEE,284523801
SKTADI,01-Dec-24,INVOICE,SHOPEEPAY,665251532
SKTADI,01-Dec-24,WEB,CASH,1188023500
SKTADI,01-Dec-24,WEB,CLOUD VOUCHER,297000
SKTADI,01-Dec-24,WEB,EDC,25662000
SKTADI,01-Dec-24,WEB,GO RESTO,322004748
SKTADI,01-Dec-24,WEB,GRAB FOOD,225152216
SKTADI,01-Dec-24,WEB,QRIS SHOPEE,284768500
SKTADI,01-Dec-24,WEB,SHOPEEPAY,665474806
SMGSUD,01-Dec-24,INVOICE,GO RESTO,314234439
SMGSUD,01-Dec-24,INVOICE,GRAB FOOD,265257447
SMGSUD,01-Dec-24,INVOICE,QRIS SHOPEE,374817802
SMGSUD,01-Dec-24,INVOICE,SHOPEEPAY,1075925708
SMGSUD,01-Dec-24,WEB,CASH,1371359000
SMGSUD,01-Dec-24,WEB,CLOUD VOUCHER,48000
SMGSUD,01-Dec-24,WEB,EDC,47730000
SMGSUD,01-Dec-24,WEB,GO RESTO,314421638
SMGSUD,01-Dec-24,WEB,GRAB FOOD,265237550
SMGSUD,01-Dec-24,WEB,QRIS SHOPEE,374799500
SMGSUD,01-Dec-24,WEB,SHOPEEPAY,1077367755
SMNMAG,01-Dec-24,INVOICE,GO RESTO,222246948
SMNMAG,01-Dec-24,INVOICE,GRAB FOOD,160846963
SMNMAG,01-Dec-24,INVOICE,QRIS SHOPEE,269443999
SMNMAG,01-Dec-24,INVOICE,SHOPEEPAY,556300873
SMNMAG,01-Dec-24,WEB,CASH,607375500
SMNMAG,01-Dec-24,WEB,EDC,23736000
SMNMAG,01-Dec-24,WEB,GO RESTO,222246951
SMNMAG,01-Dec-24,WEB,GRAB FOOD,160954440
SMNMAG,01-Dec-24,WEB,QRIS SHOPEE,269443000
SMNMAG,01-Dec-24,WEB,RESERVASI,3700000
SMNMAG,01-Dec-24,WEB,SHOPEEPAY,556846000
SMRYAM,01-Dec-24,INVOICE,GO RESTO,752023832
SMRYAM,01-Dec-24,INVOICE,GRAB FOOD,870724234.5
SMRYAM,01-Dec-24,INVOICE,QRIS ESB,691196500
SMRYAM,01-Dec-24,INVOICE,QRIS SHOPEE,193056000
SMRYAM,01-Dec-24,INVOICE,SHOPEEPAY,72335678
SMRYAM,01-Dec-24,WEB,CASH,1285144000
SMRYAM,01-Dec-24,WEB,EDC,49167000
SMRYAM,01-Dec-24,WEB,GO RESTO,704585630
SMRYAM,01-Dec-24,WEB,GRAB FOOD,871491439
SMRYAM,01-Dec-24,WEB,QRIS ESB,691145500
SMRYAM,01-Dec-24,WEB,QRIS SHOPEE,193207500
SMRYAM,01-Dec-24,WEB,RESERVASI,55500
SMRYAM,01-Dec-24,WEB,SHOPEEPAY,63538851
SORBOJ,01-Dec-24,INVOICE,GO RESTO,355913009
SORBOJ,01-Dec-24,INVOICE,GRAB FOOD,164693029.3
SORBOJ,01-Dec-24,INVOICE,QRIS ESB,394486500
SORBOJ,01-Dec-24,INVOICE,QRIS SHOPEE,159919000
SORBOJ,01-Dec-24,INVOICE,SHOPEEPAY,678646398
SORBOJ,01-Dec-24,WEB,CASH,910417500
SORBOJ,01-Dec-24,WEB,EDC,56130000
SORBOJ,01-Dec-24,WEB,GO RESTO,335933308
SORBOJ,01-Dec-24,WEB,GRAB FOOD,165687826
SORBOJ,01-Dec-24,WEB,QRIS ESB,394486500
SORBOJ,01-Dec-24,WEB,QRIS SHOPEE,160289500
SORBOJ,01-Dec-24,WEB,SHOPEEPAY,598392254
SORBOJ,01-Dec-24,WEB,VOUCHER,79443500
SORTAM,01-Dec-24,INVOICE,GO RESTO,115152611
SORTAM,01-Dec-24,INVOICE,GRAB FOOD,75671361
SORTAM,01-Dec-24,INVOICE,QRIS SHOPEE,127599500
SORTAM,01-Dec-24,INVOICE,SHOPEEPAY,358226699
SORTAM,01-Dec-24,WEB,CASH,1165410500
SORTAM,01-Dec-24,WEB,CLOUD VOUCHER,3741500
SORTAM,01-Dec-24,WEB,EDC,69761500
SORTAM,01-Dec-24,WEB,GO RESTO,115168608
SORTAM,01-Dec-24,WEB,GRAB FOOD,75671361
SORTAM,01-Dec-24,WEB,QRIS SHOPEE,127538500
SORTAM,01-Dec-24,WEB,SHOPEEPAY,358120289
TJPDAN,01-Dec-24,INVOICE,GO RESTO,473036790
TJPDAN,01-Dec-24,INVOICE,GRAB FOOD,314004817.2
TJPDAN,01-Dec-24,INVOICE,QRIS SHOPEE,267601500
TJPDAN,01-Dec-24,INVOICE,SHOPEEPAY,676093330
TJPDAN,01-Dec-24,WEB,CASH,1496283000
TJPDAN,01-Dec-24,WEB,CLOUD VOUCHER,10687500
TJPDAN,01-Dec-24,WEB,EDC,183393000
TJPDAN,01-Dec-24,WEB,GO RESTO,473036771
TJPDAN,01-Dec-24,WEB,GRAB FOOD,314916620
TJPDAN,01-Dec-24,WEB,QRIS SHOPEE,267578000
TJPDAN,01-Dec-24,WEB,SHOPEEPAY,676931126
TNGMER,01-Dec-24,INVOICE,GO RESTO,451125276
TNGMER,01-Dec-24,INVOICE,GRAB FOOD,397427533
TNGMER,01-Dec-24,INVOICE,QRIS ESB,476919500
TNGMER,01-Dec-24,INVOICE,QRIS SHOPEE,130493500
TNGMER,01-Dec-24,INVOICE,SHOPEEPAY,713326192
TNGMER,01-Dec-24,WEB,CASH,1400871500
TNGMER,01-Dec-24,WEB,EDC,111045500
TNGMER,01-Dec-24,WEB,GO RESTO,415460570
TNGMER,01-Dec-24,WEB,GRAB FOOD,397841225
TNGMER,01-Dec-24,WEB,QRIS ESB,477969000
TNGMER,01-Dec-24,WEB,QRIS SHOPEE,130979000
TNGMER,01-Dec-24,WEB,SHOPEEPAY,630828846
TNGMER,01-Dec-24,WEB,VOUCHER,93681500
YYKSON,01-Dec-24,INVOICE,GO RESTO,224477790
YYKSON,01-Dec-24,INVOICE,GRAB FOOD,164609977
YYKSON,01-Dec-24,INVOICE,QRIS SHOPEE,340749700
YYKSON,01-Dec-24,INVOICE,SHOPEEPAY,610963611
YYKSON,01-Dec-24,WEB,CASH,813582500
YYKSON,01-Dec-24,WEB,EDC,18800500
YYKSON,01-Dec-24,WEB,GO RESTO,224520322
YYKSON,01-Dec-24,WEB,GRAB FOOD,164877003
YYKSON,01-Dec-24,WEB,QRIS SHOPEE,340810000
YYKSON,01-Dec-24,WEB,SHOPEEPAY,612058811
YYKTAM,01-Dec-24,INVOICE,GO RESTO,474416028
YYKTAM,01-Dec-24,INVOICE,GRAB FOOD,355922989
YYKTAM,01-Dec-24,INVOICE,QRIS SHOPEE,420355500
YYKTAM,01-Dec-24,INVOICE,SHOPEEPAY,1244147157
YYKTAM,01-Dec-24,WEB,CASH,826348500
YYKTAM,01-Dec-24,WEB,EDC,21883500
YYKTAM,01-Dec-24,WEB,GO RESTO,474708070
YYKTAM,01-Dec-24,WEB,GRAB FOOD,356179288
YYKTAM,01-Dec-24,WEB,QRIS SHOPEE,420531500
YYKTAM,01-Dec-24,WEB,SHOPEEPAY,1244381482
BDGBUA,01-Jan-25,INVOICE,GO RESTO,260963175
BDGBUA,01-Jan-25,INVOICE,GRAB FOOD,186970337
BDGBUA,01-Jan-25,INVOICE,QRIS SHOPEE,7984002
BDGBUA,01-Jan-25,INVOICE,SHOPEEPAY,660675903
BDGBUA,01-Jan-25,WEB,CASH,803691500
BDGBUA,01-Jan-25,WEB,CLOUD VOUCHER,150000
BDGBUA,01-Jan-25,WEB,EDC,319417000
BDGBUA,01-Jan-25,WEB,GO RESTO,261189686
BDGBUA,01-Jan-25,WEB,GRAB FOOD,186993946
BDGBUA,01-Jan-25,WEB,QRIS SHOPEE,7644500
BDGBUA,01-Jan-25,WEB,SHOPEEPAY,661810501
BDGSUM,01-Jan-25,INVOICE,GO RESTO,99366589
BDGSUM,01-Jan-25,INVOICE,GRAB FOOD,116566168
BDGSUM,01-Jan-25,INVOICE,QRIS SHOPEE,54888800
BDGSUM,01-Jan-25,INVOICE,SHOPEEPAY,238607284
BDGSUM,01-Jan-25,WEB,CASH,425859500
BDGSUM,01-Jan-25,WEB,CLOUD VOUCHER,1075000
BDGSUM,01-Jan-25,WEB,EDC,102901500
BDGSUM,01-Jan-25,WEB,GO RESTO,99366581
BDGSUM,01-Jan-25,WEB,GRAB FOOD,116796899
BDGSUM,01-Jan-25,WEB,QRIS SHOPEE,54880500
BDGSUM,01-Jan-25,WEB,SHOPEEPAY,238910734
BDGTER,01-Jan-25,INVOICE,GO RESTO,128217081
BDGTER,01-Jan-25,INVOICE,GRAB FOOD,83675406
BDGTER,01-Jan-25,INVOICE,QRIS ESB,15258500
BDGTER,01-Jan-25,INVOICE,QRIS SHOPEE,81601500
BDGTER,01-Jan-25,INVOICE,SHOPEEPAY,296718536
BDGTER,01-Jan-25,WEB,CASH,396936500
BDGTER,01-Jan-25,WEB,EDC,30672000
BDGTER,01-Jan-25,WEB,GO RESTO,122529253
BDGTER,01-Jan-25,WEB,GRAB FOOD,83842996
BDGTER,01-Jan-25,WEB,QRIS ESB,15258500
BDGTER,01-Jan-25,WEB,QRIS SHOPEE,81601500
BDGTER,01-Jan-25,WEB,SHOPEEPAY,275296886
BGRBAT,01-Jan-25,INVOICE,GO RESTO,156911624
BGRBAT,01-Jan-25,INVOICE,GRAB FOOD,194390032.3
BGRBAT,01-Jan-25,INVOICE,QRIS ESB,63688000
BGRBAT,01-Jan-25,INVOICE,QRIS SHOPEE,64229500
BGRBAT,01-Jan-25,INVOICE,SHOPEEPAY,205360930
BGRBAT,01-Jan-25,WEB,CASH,662921000
BGRBAT,01-Jan-25,WEB,EDC,74799500
BGRBAT,01-Jan-25,WEB,GO RESTO,149334087
BGRBAT,01-Jan-25,WEB,GRAB FOOD,194421138
BGRBAT,01-Jan-25,WEB,QRIS ESB,63688000
BGRBAT,01-Jan-25,WEB,QRIS SHOPEE,64229500
BGRBAT,01-Jan-25,WEB,SHOPEEPAY,191940042
BGRSHO,01-Jan-25,INVOICE,GO RESTO,215977687
BGRSHO,01-Jan-25,INVOICE,GRAB FOOD,212514799.2
BGRSHO,01-Jan-25,INVOICE,QRIS SHOPEE,285195002
BGRSHO,01-Jan-25,INVOICE,SHOPEEPAY,323991129
BGRSHO,01-Jan-25,WEB,CASH,940188000
BGRSHO,01-Jan-25,WEB,EDC,104131000
BGRSHO,01-Jan-25,WEB,GO RESTO,215977685
BGRSHO,01-Jan-25,WEB,GRAB FOOD,212485577
BGRSHO,01-Jan-25,WEB,QRIS SHOPEE,285191000
BGRSHO,01-Jan-25,WEB,SHOPEEPAY,324447621
BKSBAN,01-Jan-25,INVOICE,GO RESTO,395991928
BKSBAN,01-Jan-25,INVOICE,GRAB FOOD,345631656.6
BKSBAN,01-Jan-25,INVOICE,QRIS SHOPEE,251869000
BKSBAN,01-Jan-25,INVOICE,SHOPEEPAY,827118128
BKSBAN,01-Jan-25,WEB,CASH,1800370500
BKSBAN,01-Jan-25,WEB,EDC,137351000
BKSBAN,01-Jan-25,WEB,GO RESTO,396065923
BKSBAN,01-Jan-25,WEB,GRAB FOOD,346522870
BKSBAN,01-Jan-25,WEB,QRIS SHOPEE,251621000
BKSBAN,01-Jan-25,WEB,RESERVASI,27500
BKSBAN,01-Jan-25,WEB,SHOPEEPAY,829211947
BKSJUA,01-Jan-25,INVOICE,GO RESTO,585707454
BKSJUA,01-Jan-25,INVOICE,GRAB FOOD,461227715.2
BKSJUA,01-Jan-25,INVOICE,QRIS SHOPEE,541539900
BKSJUA,01-Jan-25,INVOICE,SHOPEEPAY,923207697
BKSJUA,01-Jan-25,WEB,CASH,1903040000
BKSJUA,01-Jan-25,WEB,EDC,192471000
BKSJUA,01-Jan-25,WEB,GO RESTO,587075042
BKSJUA,01-Jan-25,WEB,GRAB FOOD,462849512
BKSJUA,01-Jan-25,WEB,QRIS SHOPEE,541380000
BKSJUA,01-Jan-25,WEB,SHOPEEPAY,926944846
BKSWIB,01-Jan-25,INVOICE,GO RESTO,427892813
BKSWIB,01-Jan-25,INVOICE,GRAB FOOD,277198070.2
BKSWIB,01-Jan-25,INVOICE,QRIS SHOPEE,235345000
BKSWIB,01-Jan-25,INVOICE,SHOPEEPAY,590370370
BKSWIB,01-Jan-25,WEB,CASH,987753000
BKSWIB,01-Jan-25,WEB,EDC,149626000
BKSWIB,01-Jan-25,WEB,GO RESTO,427892811
BKSWIB,01-Jan-25,WEB,GRAB FOOD,277875991
BKSWIB,01-Jan-25,WEB,QRIS SHOPEE,235343500
BKSWIB,01-Jan-25,WEB,SHOPEEPAY,591803975
BONIMA,01-Jan-25,INVOICE,GO RESTO,54009066
BONIMA,01-Jan-25,INVOICE,GRAB FOOD,692247878.3
BONIMA,01-Jan-25,INVOICE,QRIS ESB,672028000
BONIMA,01-Jan-25,WEB,CASH,828767000
BONIMA,01-Jan-25,WEB,EDC,24318000
BONIMA,01-Jan-25,WEB,GO RESTO,51688238
BONIMA,01-Jan-25,WEB,GOFOOD,1301801
BONIMA,01-Jan-25,WEB,GRAB,27142861
BONIMA,01-Jan-25,WEB,GRAB FOOD,695098208
BONIMA,01-Jan-25,WEB,QRIS ESB,672028000
BPPHAR,01-Jan-25,INVOICE,GO RESTO,884715726
BPPHAR,01-Jan-25,INVOICE,GRAB FOOD,672332407.5
BPPHAR,01-Jan-25,INVOICE,QRIS ESB,974394000
BPPHAR,01-Jan-25,INVOICE,QRIS SHOPEE,143110500
BPPHAR,01-Jan-25,INVOICE,SHOPEEPAY,133963419
BPPHAR,01-Jan-25,WEB,CASH,993340000
BPPHAR,01-Jan-25,WEB,EDC,54747500
BPPHAR,01-Jan-25,WEB,GO RESTO,839671128
BPPHAR,01-Jan-25,WEB,GRAB FOOD,676031265
BPPHAR,01-Jan-25,WEB,QRIS ESB,972546000
BPPHAR,01-Jan-25,WEB,QRIS SHOPEE,143170500
BPPHAR,01-Jan-25,WEB,SHOPEEPAY,125221615
BPPMUL,01-Jan-25,INVOICE,GO RESTO,291594847
BPPMUL,01-Jan-25,INVOICE,GRAB FOOD,238893960.2
BPPMUL,01-Jan-25,INVOICE,QRIS ESB,420354500
BPPMUL,01-Jan-25,INVOICE,QRIS SHOPEE,108628001
BPPMUL,01-Jan-25,INVOICE,SHOPEEPAY,65514247
BPPMUL,01-Jan-25,WEB,CASH,929927000
BPPMUL,01-Jan-25,WEB,EDC,80590500
BPPMUL,01-Jan-25,WEB,EDC CIMB,31000
BPPMUL,01-Jan-25,WEB,GO RESTO,279599979
BPPMUL,01-Jan-25,WEB,GRAB FOOD,239527781
BPPMUL,01-Jan-25,WEB,QRIS ESB,419872500
BPPMUL,01-Jan-25,WEB,QRIS SHOPEE,108474500
BPPMUL,01-Jan-25,WEB,SHOPEEPAY,60715898
CKGINT,01-Jan-25,INVOICE,GO RESTO,408814427
CKGINT,01-Jan-25,INVOICE,GRAB FOOD,373843303.9
CKGINT,01-Jan-25,INVOICE,QRIS ESB,591573500
CKGINT,01-Jan-25,INVOICE,QRIS SHOPEE,117173000
CKGINT,01-Jan-25,INVOICE,SHOPEEPAY,645354413
CKGINT,01-Jan-25,WEB,CASH,1026746000
CKGINT,01-Jan-25,WEB,EDC,80278000
CKGINT,01-Jan-25,WEB,GO RESTO,390086379
CKGINT,01-Jan-25,WEB,GRAB FOOD,374792353
CKGINT,01-Jan-25,WEB,QRIS ESB,591653500
CKGINT,01-Jan-25,WEB,QRIS SHOPEE,117173000
CKGINT,01-Jan-25,WEB,SHOPEEPAY,600835920
CKGPAH,01-Jan-25,INVOICE,GO RESTO,340675084
CKGPAH,01-Jan-25,INVOICE,GRAB FOOD,315625704.2
CKGPAH,01-Jan-25,INVOICE,QRIS SHOPEE,379827550
CKGPAH,01-Jan-25,INVOICE,SHOPEEPAY,560262338
CKGPAH,01-Jan-25,WEB,CASH,925300500
CKGPAH,01-Jan-25,WEB,EDC,73022000
CKGPAH,01-Jan-25,WEB,GO RESTO,340966861
CKGPAH,01-Jan-25,WEB,GRAB FOOD,317098139
CKGPAH,01-Jan-25,WEB,QRIS ESB,44000
CKGPAH,01-Jan-25,WEB,QRIS SHOPEE,379896000
CKGPAH,01-Jan-25,WEB,SHOPEEPAY,561570263
CKGPUL,01-Jan-25,INVOICE,GO RESTO,94066095
CKGPUL,01-Jan-25,INVOICE,GRAB FOOD,184978097
CKGPUL,01-Jan-25,INVOICE,QRIS ESB,259992000
CKGPUL,01-Jan-25,INVOICE,QRIS SHOPEE,128701500
CKGPUL,01-Jan-25,INVOICE,SHOPEEPAY,270895592
CKGPUL,01-Jan-25,WEB,CASH,856692000
CKGPUL,01-Jan-25,WEB,EDC,53475000
CKGPUL,01-Jan-25,WEB,GO RESTO,92871250
CKGPUL,01-Jan-25,WEB,GRAB FOOD,185250845
CKGPUL,01-Jan-25,WEB,QRIS ESB,260338500
CKGPUL,01-Jan-25,WEB,QRIS SHOPEE,128570000
CKGPUL,01-Jan-25,WEB,RESERVASI,517500
CKGPUL,01-Jan-25,WEB,SHOPEEPAY,251921875
CKRTHA,01-Jan-25,INVOICE,GO RESTO,454197845
CKRTHA,01-Jan-25,INVOICE,GRAB FOOD,602953391.4
CKRTHA,01-Jan-25,INVOICE,QRIS SHOPEE,428774500
CKRTHA,01-Jan-25,INVOICE,SHOPEEPAY,1273249705
CKRTHA,01-Jan-25,WEB,CASH,1972855500
CKRTHA,01-Jan-25,WEB,EDC,196013000
CKRTHA,01-Jan-25,WEB,GO RESTO,454266838
CKRTHA,01-Jan-25,WEB,GRAB FOOD,604150881
CKRTHA,01-Jan-25,WEB,QRIS SHOPEE,428617000
CKRTHA,01-Jan-25,WEB,SHOPEEPAY,1278629757
CMHAMI,01-Jan-25,INVOICE,GO RESTO,207575414
CMHAMI,01-Jan-25,INVOICE,GRAB FOOD,145446649
CMHAMI,01-Jan-25,INVOICE,QRIS SHOPEE,194949500
CMHAMI,01-Jan-25,INVOICE,SHOPEEPAY,585939901
CMHAMI,01-Jan-25,WEB,CASH,1031367500
CMHAMI,01-Jan-25,WEB,CLOUD VOUCHER,50000
CMHAMI,01-Jan-25,WEB,EDC,67981000
CMHAMI,01-Jan-25,WEB,GO RESTO,207869431
CMHAMI,01-Jan-25,WEB,GRAB FOOD,145494701
CMHAMI,01-Jan-25,WEB,QRIS SHOPEE,194950500
CMHAMI,01-Jan-25,WEB,SHOPEEPAY,587613925
CPTPON,01-Jan-25,INVOICE,GO RESTO,209475642
CPTPON,01-Jan-25,INVOICE,GRAB FOOD,168351663.2
CPTPON,01-Jan-25,INVOICE,QRIS ESB,216287500
CPTPON,01-Jan-25,INVOICE,QRIS SHOPEE,130425000
CPTPON,01-Jan-25,INVOICE,SHOPEEPAY,263762023
CPTPON,01-Jan-25,WEB,CASH,533150500
CPTPON,01-Jan-25,WEB,EDC,62283000
CPTPON,01-Jan-25,WEB,GO RESTO,201001200
CPTPON,01-Jan-25,WEB,GRAB FOOD,168584256
CPTPON,01-Jan-25,WEB,QRIS ESB,216287500
CPTPON,01-Jan-25,WEB,QRIS SHOPEE,130424500
CPTPON,01-Jan-25,WEB,SHOPEEPAY,246362225
CPTPUS,01-Jan-25,INVOICE,GO RESTO,364800722
CPTPUS,01-Jan-25,INVOICE,GRAB FOOD,272516079.3
CPTPUS,01-Jan-25,INVOICE,QRIS SHOPEE,431687893
CPTPUS,01-Jan-25,INVOICE,SHOPEEPAY,591559142
CPTPUS,01-Jan-25,WEB,CASH,1049773500
CPTPUS,01-Jan-25,WEB,EDC,87932500
CPTPUS,01-Jan-25,WEB,GO RESTO,364912733
CPTPUS,01-Jan-25,WEB,GRAB FOOD,273362861
CPTPUS,01-Jan-25,WEB,QRIS SHOPEE,431859000
CPTPUS,01-Jan-25,WEB,SHOPEEPAY,592162310
CPTSET,01-Jan-25,INVOICE,GO RESTO,94516542
CPTSET,01-Jan-25,INVOICE,GRAB FOOD,178639210
CPTSET,01-Jan-25,INVOICE,QRIS ESB,128140500
CPTSET,01-Jan-25,INVOICE,QRIS SHOPEE,190892300
CPTSET,01-Jan-25,INVOICE,SHOPEEPAY,233263519
CPTSET,01-Jan-25,WEB,CASH,552090000
CPTSET,01-Jan-25,WEB,EDC,66758500
CPTSET,01-Jan-25,WEB,GO RESTO,92719427
CPTSET,01-Jan-25,WEB,GRAB FOOD,179334880
CPTSET,01-Jan-25,WEB,QRIS ESB,128140500
CPTSET,01-Jan-25,WEB,QRIS SHOPEE,190829000
CPTSET,01-Jan-25,WEB,SHOPEEPAY,216773461
DPKJAS,01-Jan-25,INVOICE,GO RESTO,539184741
DPKJAS,01-Jan-25,INVOICE,GRAB FOOD,476961406.2
DPKJAS,01-Jan-25,INVOICE,QRIS SHOPEE,637272000
DPKJAS,01-Jan-25,INVOICE,SHOPEEPAY,843171159
DPKJAS,01-Jan-25,WEB,CASH,1240132500
DPKJAS,01-Jan-25,WEB,EDC,118771000
DPKJAS,01-Jan-25,WEB,GO RESTO,539184666
DPKJAS,01-Jan-25,WEB,GRAB FOOD,476827011
DPKJAS,01-Jan-25,WEB,QRIS SHOPEE,637255000
DPKJAS,01-Jan-25,WEB,SHOPEEPAY,844881330
DPKMAR,01-Jan-25,INVOICE,GO RESTO,589116613
DPKMAR,01-Jan-25,INVOICE,GRAB FOOD,492618150
DPKMAR,01-Jan-25,INVOICE,QRIS SHOPEE,525967502
DPKMAR,01-Jan-25,INVOICE,SHOPEEPAY,861801964
DPKMAR,01-Jan-25,WEB,CASH,1110592500
DPKMAR,01-Jan-25,WEB,EDC,110017000
DPKMAR,01-Jan-25,WEB,GO RESTO,589116604
DPKMAR,01-Jan-25,WEB,GRAB FOOD,492238832
DPKMAR,01-Jan-25,WEB,QRIS SHOPEE,525838500
DPKMAR,01-Jan-25,WEB,SHOPEEPAY,863645176
GGPJAT,01-Jan-25,INVOICE,GO RESTO,292097782
GGPJAT,01-Jan-25,INVOICE,GRAB FOOD,476791894.7
GGPJAT,01-Jan-25,INVOICE,QRIS ESB,304461500
GGPJAT,01-Jan-25,INVOICE,QRIS SHOPEE,130378008
GGPJAT,01-Jan-25,INVOICE,SHOPEEPAY,493825113
GGPJAT,01-Jan-25,WEB,CASH,778021000
GGPJAT,01-Jan-25,WEB,EDC,77977000
GGPJAT,01-Jan-25,WEB,GO RESTO,270190396
GGPJAT,01-Jan-25,WEB,GRAB FOOD,477967411
GGPJAT,01-Jan-25,WEB,QRIS ESB,304483500
GGPJAT,01-Jan-25,WEB,QRIS SHOPEE,130378000
GGPJAT,01-Jan-25,WEB,SHOPEEPAY,458905341
GGPPAN,01-Jan-25,INVOICE,GO RESTO,596724414
GGPPAN,01-Jan-25,INVOICE,GRAB FOOD,566781518.2
GGPPAN,01-Jan-25,INVOICE,QRIS ESB,477627000
GGPPAN,01-Jan-25,INVOICE,QRIS SHOPEE,182928500
GGPPAN,01-Jan-25,INVOICE,SHOPEEPAY,1074870944
GGPPAN,01-Jan-25,WEB,CASH,1106006000
GGPPAN,01-Jan-25,WEB,EDC,137622500
GGPPAN,01-Jan-25,WEB,GO RESTO,562276497
GGPPAN,01-Jan-25,WEB,GRAB FOOD,567936054
GGPPAN,01-Jan-25,WEB,QRIS ESB,477974500
GGPPAN,01-Jan-25,WEB,QRIS SHOPEE,182259000
GGPPAN,01-Jan-25,WEB,SHOPEEPAY,1003019343
IDMPAN,01-Jan-25,INVOICE,GO RESTO,98876515
IDMPAN,01-Jan-25,INVOICE,GRAB FOOD,308530532.2
IDMPAN,01-Jan-25,INVOICE,QRIS ESB,329752000
IDMPAN,01-Jan-25,INVOICE,QRIS SHOPEE,47739500
IDMPAN,01-Jan-25,INVOICE,SHOPEEPAY,278901194
IDMPAN,01-Jan-25,WEB,CASH,1627450500
IDMPAN,01-Jan-25,WEB,EDC,68480500
IDMPAN,01-Jan-25,WEB,GO RESTO,94234115
IDMPAN,01-Jan-25,WEB,GRAB FOOD,307494199
IDMPAN,01-Jan-25,WEB,QRIS ESB,329927000
IDMPAN,01-Jan-25,WEB,QRIS SHOPEE,47465000
IDMPAN,01-Jan-25,WEB,SHOPEEPAY,260264308
JMRSUM,01-Jan-25,INVOICE,GO RESTO,493635591
JMRSUM,01-Jan-25,INVOICE,GRAB FOOD,868357590.3
JMRSUM,01-Jan-25,INVOICE,QRIS SHOPEE,266994500
JMRSUM,01-Jan-25,INVOICE,SHOPEEPAY,541597910
JMRSUM,01-Jan-25,WEB,CASH,1362294000
JMRSUM,01-Jan-25,WEB,EDC,20967500
JMRSUM,01-Jan-25,WEB,GO RESTO,493693591
JMRSUM,01-Jan-25,WEB,GRAB FOOD,869782951
JMRSUM,01-Jan-25,WEB,QRIS SHOPEE,267187500
JMRSUM,01-Jan-25,WEB,SHOPEEPAY,543271848
KDRURI,01-Jan-25,INVOICE,GO RESTO,174834938
KDRURI,01-Jan-25,INVOICE,GRAB FOOD,145275538
KDRURI,01-Jan-25,INVOICE,QRIS SHOPEE,153984000
KDRURI,01-Jan-25,INVOICE,SHOPEEPAY,284585815
KDRURI,01-Jan-25,WEB,CASH,958256000
KDRURI,01-Jan-25,WEB,EDC,14915000
KDRURI,01-Jan-25,WEB,GO RESTO,174834940
KDRURI,01-Jan-25,WEB,GRAB FOOD,145247925
KDRURI,01-Jan-25,WEB,QRIS SHOPEE,154038000
KDRURI,01-Jan-25,WEB,SHOPEEPAY,284983383
KWGGAL,01-Jan-25,INVOICE,GO RESTO,302362182
KWGGAL,01-Jan-25,INVOICE,GRAB FOOD,570449991
KWGGAL,01-Jan-25,INVOICE,QRIS SHOPEE,358194500
KWGGAL,01-Jan-25,INVOICE,SHOPEEPAY,702631605
KWGGAL,01-Jan-25,WEB,CASH,1622080500
KWGGAL,01-Jan-25,WEB,EDC,58169000
KWGGAL,01-Jan-25,WEB,GO RESTO,302362182
KWGGAL,01-Jan-25,WEB,GRAB FOOD,570133650
KWGGAL,01-Jan-25,WEB,QRIS SHOPEE,358193500
KWGGAL,01-Jan-25,WEB,SHOPEEPAY,703367451
KWGTEL,01-Jan-25,INVOICE,GO RESTO,93123055
KWGTEL,01-Jan-25,INVOICE,GRAB FOOD,158695368
KWGTEL,01-Jan-25,INVOICE,QRIS ESB,107293000
KWGTEL,01-Jan-25,INVOICE,QRIS SHOPEE,170426500
KWGTEL,01-Jan-25,INVOICE,SHOPEEPAY,323007121
KWGTEL,01-Jan-25,WEB,CASH,1137467500
KWGTEL,01-Jan-25,WEB,EDC,34309000
KWGTEL,01-Jan-25,WEB,EDC CIMB,130500
KWGTEL,01-Jan-25,WEB,GO RESTO,87586240
KWGTEL,01-Jan-25,WEB,GRAB FOOD,158869902
