CAB,MONTH,SOURCE,KAT,NOM
BDGPAS,01-Dec-24,WEB,QRIS SHOPEE,177191500
BDGPAS,01-Dec-24,WEB,SHOPEEPAY,472836897
BDGUKU,01-Dec-24,INVOICE,GO RESTO,133073196
BDGUKU,01-Dec-24,INVOICE,GRAB FOOD,144801663
BDGUKU,01-Dec-24,INVOICE,QRIS SHOPEE,140406000
BDGUKU,01-Dec-24,INVOICE,SHOPEEPAY,268664028
BDGUKU,01-Dec-24,WEB,CASH,452435000
BDGUKU,01-Dec-24,WEB,CLOUD VOUCHER,2458000
BDGUKU,01-Dec-24,WEB,EDC,92217500
BDGUKU,01-Dec-24,WEB,GO RESTO,133002689
BDGUKU,01-Dec-24,WEB,GRAB FOOD,145122185
BDGUKU,01-Dec-24,WEB,QRIS SHOPEE,140404000
BDGUKU,01-Dec-24,WEB,SHOPEEPAY,268832344
BGRPAD,01-Dec-24,INVOICE,GO RESTO,341660229
BGRPAD,01-Dec-24,INVOICE,GRAB FOOD,349540697.3
BGRPAD,01-Dec-24,INVOICE,QRIS SHOPEE,317170500
BGRPAD,01-Dec-24,INVOICE,SHOPEEPAY,495602982
BGRPAD,01-Dec-24,WEB,CASH,1272864000
BGRPAD,01-Dec-24,WEB,CLOUD VOUCHER,6631000
BGRPAD,01-Dec-24,WEB,EDC,209795500
BGRPAD,01-Dec-24,WEB,GO RESTO,341660215
BGRPAD,01-Dec-24,WEB,GRAB FOOD,350104669
BGRPAD,01-Dec-24,WEB,QRIS SHOPEE,317171000
BGRPAD,01-Dec-24,WEB,SHOPEEPAY,495519393
BGRSAP,01-Dec-24,INVOICE,GO RESTO,196050939
BGRSAP,01-Dec-24,INVOICE,GRAB FOOD,242403964
BGRSAP,01-Dec-24,INVOICE,QRIS SHOPEE,173787500
BGRSAP,01-Dec-24,INVOICE,SHOPEEPAY,287587452
BGRSAP,01-Dec-24,WEB,CASH,1001070500
BGRSAP,01-Dec-24,WEB,CLOUD VOUCHER,4309000
BGRSAP,01-Dec-24,WEB,EDC,107290500
BGRSAP,01-Dec-24,WEB,GO RESTO,196165493
BGRSAP,01-Dec-24,WEB,GRAB FOOD,242565968
BGRSAP,01-Dec-24,WEB,QRIS SHOPEE,173773500
BGRSAP,01-Dec-24,WEB,SHOPEEPAY,287346517
BKSGOL,01-Dec-24,INVOICE,GO RESTO,538351611
BKSGOL,01-Dec-24,INVOICE,GRAB FOOD,347126847.6
BKSGOL,01-Dec-24,INVOICE,QRIS SHOPEE,217316000
BKSGOL,01-Dec-24,INVOICE,SHOPEEPAY,748431355
BKSGOL,01-Dec-24,WEB,CASH,1760951500
BKSGOL,01-Dec-24,WEB,CLOUD VOUCHER,4677000
BKSGOL,01-Dec-24,WEB,EDC,218638000
BKSGOL,01-Dec-24,WEB,GO RESTO,538755610
BKSGOL,01-Dec-24,WEB,GRAB FOOD,347131490
BKSGOL,01-Dec-24,WEB,QRIS SHOPEE,217314500
BKSGOL,01-Dec-24,WEB,SHOPEEPAY,748438953
BKSJAT,01-Dec-24,INVOICE,GO RESTO,522764291
BKSJAT,01-Dec-24,INVOICE,GRAB FOOD,365099163
BKSJAT,01-Dec-24,INVOICE,QRIS SHOPEE,286520473
BKSJAT,01-Dec-24,INVOICE,SHOPEEPAY,712759721
BKSJAT,01-Dec-24,WEB,CASH,1281166500
BKSJAT,01-Dec-24,WEB,CLOUD VOUCHER,11231500
BKSJAT,01-Dec-24,WEB,EDC,142723000
BKSJAT,01-Dec-24,WEB,GO RESTO,523084288
BKSJAT,01-Dec-24,WEB,GRAB FOOD,365595687
BKSJAT,01-Dec-24,WEB,QRIS SHOPEE,287031000
BKSJAT,01-Dec-24,WEB,SHOPEEPAY,713868715
BKSJUA,01-Dec-24,INVOICE,GO RESTO,680024594
BKSJUA,01-Dec-24,INVOICE,GRAB FOOD,436035726.2
BKSJUA,01-Dec-24,INVOICE,QRIS SHOPEE,533400000
BKSJUA,01-Dec-24,INVOICE,SHOPEEPAY,882137261
BKSJUA,01-Dec-24,WEB,CASH,2061711500
BKSJUA,01-Dec-24,WEB,CLOUD VOUCHER,18355000
BKSJUA,01-Dec-24,WEB,EDC,214733500
BKSJUA,01-Dec-24,WEB,GO RESTO,679764569
BKSJUA,01-Dec-24,WEB,GRAB FOOD,438431612
BKSJUA,01-Dec-24,WEB,QRIS SHOPEE,533320500
BKSJUA,01-Dec-24,WEB,RESERVASI,55500
BKSJUA,01-Dec-24,WEB,SHOPEEPAY,880173123
BKSWIB,01-Dec-24,INVOICE,GO RESTO,560746301
BKSWIB,01-Dec-24,INVOICE,GRAB FOOD,311934107.2
BKSWIB,01-Dec-24,INVOICE,QRIS SHOPEE,232170000
BKSWIB,01-Dec-24,INVOICE,SHOPEEPAY,613946643
BKSWIB,01-Dec-24,WEB,CASH,1170570000
BKSWIB,01-Dec-24,WEB,CLOUD VOUCHER,12684000
BKSWIB,01-Dec-24,WEB,EDC,156785000
BKSWIB,01-Dec-24,WEB,GO RESTO,560818294
BKSWIB,01-Dec-24,WEB,GRAB FOOD,312251029
BKSWIB,01-Dec-24,WEB,QRIS SHOPEE,232170000
BKSWIB,01-Dec-24,WEB,SHOPEEPAY,613495320
BTUSUP,01-Dec-24,INVOICE,GO RESTO,234665745
BTUSUP,01-Dec-24,INVOICE,GRAB FOOD,227087978
BTUSUP,01-Dec-24,INVOICE,QRIS ESB,131635000
BTUSUP,01-Dec-24,INVOICE,QRIS SHOPEE,179000
BTUSUP,01-Dec-24,INVOICE,SHOPEEPAY,503828118
BTUSUP,01-Dec-24,WEB,CASH,747037500
BTUSUP,01-Dec-24,WEB,EDC,31418000
BTUSUP,01-Dec-24,WEB,GO RESTO,223737345
BTUSUP,01-Dec-24,WEB,GRAB FOOD,227450967
BTUSUP,01-Dec-24,WEB,QRIS ESB,131491000
BTUSUP,01-Dec-24,WEB,QRIS SHOPEE,55000
BTUSUP,01-Dec-24,WEB,SHOPEEPAY,439388813
BTUSUP,01-Dec-24,WEB,VOUCHER,125000
CBIMAY,01-Dec-24,INVOICE,GO RESTO,358767531
CBIMAY,01-Dec-24,INVOICE,GRAB FOOD,290493005.3
CBIMAY,01-Dec-24,INVOICE,QRIS SHOPEE,339822500
CBIMAY,01-Dec-24,INVOICE,SHOPEEPAY,606657758
CBIMAY,01-Dec-24,WEB,CASH,2230969000
CBIMAY,01-Dec-24,WEB,CLOUD VOUCHER,3748000
CBIMAY,01-Dec-24,WEB,EDC,207936500
CBIMAY,01-Dec-24,WEB,GO RESTO,358767529
CBIMAY,01-Dec-24,WEB,GRAB FOOD,290523303
CBIMAY,01-Dec-24,WEB,QRIS SHOPEE,339780000
CBIMAY,01-Dec-24,WEB,SHOPEEPAY,606632560
CBITEG,01-Dec-24,INVOICE,GO RESTO,444230879
CBITEG,01-Dec-24,INVOICE,GRAB FOOD,329968819
CBITEG,01-Dec-24,INVOICE,QRIS SHOPEE,502638000
CBITEG,01-Dec-24,INVOICE,SHOPEEPAY,612084737
CBITEG,01-Dec-24,WEB,CASH,1807811500
CBITEG,01-Dec-24,WEB,CLOUD VOUCHER,6342000
CBITEG,01-Dec-24,WEB,EDC,149825000
CBITEG,01-Dec-24,WEB,GO RESTO,444230878
CBITEG,01-Dec-24,WEB,GRAB FOOD,329719805
CBITEG,01-Dec-24,WEB,QRIS SHOPEE,502677500
CBITEG,01-Dec-24,WEB,SHOPEEPAY,612004031
CJRSUR,01-Dec-24,INVOICE,GO RESTO,124602553
CJRSUR,01-Dec-24,INVOICE,GRAB FOOD,496354858
CJRSUR,01-Dec-24,INVOICE,QRIS SHOPEE,141445530
CJRSUR,01-Dec-24,INVOICE,SHOPEEPAY,194413863
CJRSUR,01-Dec-24,WEB,CASH,1930771000
CJRSUR,01-Dec-24,WEB,CLOUD VOUCHER,613500
CJRSUR,01-Dec-24,WEB,EDC,95682500
CJRSUR,01-Dec-24,WEB,GO RESTO,124688562
CJRSUR,01-Dec-24,WEB,GRAB FOOD,496614371
CJRSUR,01-Dec-24,WEB,QRIS SHOPEE,141451000
CJRSUR,01-Dec-24,WEB,SHOPEEPAY,194527232
CKGINT,01-Dec-24,INVOICE,GO RESTO,491365930
CKGINT,01-Dec-24,INVOICE,GRAB FOOD,372052010.3
CKGINT,01-Dec-24,INVOICE,QRIS ESB,557839000
CKGINT,01-Dec-24,INVOICE,QRIS SHOPEE,174093000
CKGINT,01-Dec-24,INVOICE,SHOPEEPAY,608677109
CKGINT,01-Dec-24,WEB,CASH,1193224000
CKGINT,01-Dec-24,WEB,EDC,77986500
CKGINT,01-Dec-24,WEB,GO RESTO,458787530
CKGINT,01-Dec-24,WEB,GRAB FOOD,372604716
CKGINT,01-Dec-24,WEB,QRIS ESB,558214000
CKGINT,01-Dec-24,WEB,QRIS SHOPEE,174114500
CKGINT,01-Dec-24,WEB,SHOPEEPAY,537500562
CKGINT,01-Dec-24,WEB,VOUCHER,3641000
CKGPAH,01-Dec-24,INVOICE,GO RESTO,446813237
CKGPAH,01-Dec-24,INVOICE,GRAB FOOD,310171041.5
CKGPAH,01-Dec-24,INVOICE,QRIS SHOPEE,404080580
CKGPAH,01-Dec-24,INVOICE,SHOPEEPAY,529692158
CKGPAH,01-Dec-24,WEB,CASH,1009169000
CKGPAH,01-Dec-24,WEB,CLOUD VOUCHER,4956000
CKGPAH,01-Dec-24,WEB,EDC,88603500
CKGPAH,01-Dec-24,WEB,GO RESTO,446842221
CKGPAH,01-Dec-24,WEB,GRAB FOOD,310035533
CKGPAH,01-Dec-24,WEB,QRIS SHOPEE,404298000
CKGPAH,01-Dec-24,WEB,SHOPEEPAY,529693703
CKRTHA,01-Dec-24,INVOICE,GO RESTO,546818259
CKRTHA,01-Dec-24,INVOICE,GRAB FOOD,543314301.2
CKRTHA,01-Dec-24,INVOICE,QRIS SHOPEE,425716500
CKRTHA,01-Dec-24,INVOICE,SHOPEEPAY,1219577729
CKRTHA,01-Dec-24,WEB,CASH,2277024000
CKRTHA,01-Dec-24,WEB,CLOUD VOUCHER,8385000
CKRTHA,01-Dec-24,WEB,EDC,199677000
CKRTHA,01-Dec-24,WEB,GO RESTO,547939674
CKRTHA,01-Dec-24,WEB,GRAB FOOD,543167996
CKRTHA,01-Dec-24,WEB,QRIS SHOPEE,425715500
CKRTHA,01-Dec-24,WEB,SHOPEEPAY,1220601898
CMHAMI,01-Dec-24,INVOICE,GO RESTO,249424347
CMHAMI,01-Dec-24,INVOICE,GRAB FOOD,132504959
CMHAMI,01-Dec-24,INVOICE,QRIS SHOPEE,184546500
CMHAMI,01-Dec-24,INVOICE,SHOPEEPAY,540870084
CMHAMI,01-Dec-24,WEB,CASH,1171300500
CMHAMI,01-Dec-24,WEB,CLOUD VOUCHER,3932500
CMHAMI,01-Dec-24,WEB,EDC,76825000
CMHAMI,01-Dec-24,WEB,GO RESTO,249497347
CMHAMI,01-Dec-24,WEB,GRAB FOOD,132744467
CMHAMI,01-Dec-24,WEB,QRIS SHOPEE,184546000
CMHAMI,01-Dec-24,WEB,SHOPEEPAY,540234284
CMHBAR,01-Dec-24,INVOICE,GO RESTO,305754194
CMHBAR,01-Dec-24,INVOICE,GRAB FOOD,140884951
CMHBAR,01-Dec-24,INVOICE,QRIS SHOPEE,225907100
CMHBAR,01-Dec-24,INVOICE,SHOPEEPAY,635788874
CMHBAR,01-Dec-24,WEB,CASH,1179803500
CMHBAR,01-Dec-24,WEB,CLOUD VOUCHER,8095500
CMHBAR,01-Dec-24,WEB,EDC,70796500
CMHBAR,01-Dec-24,WEB,GO RESTO,305990686
CMHBAR,01-Dec-24,WEB,GRAB FOOD,140833447
CMHBAR,01-Dec-24,WEB,QRIS SHOPEE,225897500
CMHBAR,01-Dec-24,WEB,RESERVASI,23000
CMHBAR,01-Dec-24,WEB,SHOPEEPAY,636546365
CPTALA,01-Dec-24,INVOICE,GO RESTO,492855320
CPTALA,01-Dec-24,INVOICE,GRAB FOOD,385207574.4
CPTALA,01-Dec-24,INVOICE,QRIS ESB,531584000
CPTALA,01-Dec-24,INVOICE,QRIS SHOPEE,288542500
CPTALA,01-Dec-24,INVOICE,SHOPEEPAY,650291182
CPTALA,01-Dec-24,WEB,CASH,993930500
CPTALA,01-Dec-24,WEB,EDC,162277000
CPTALA,01-Dec-24,WEB,GO RESTO,456516220
CPTALA,01-Dec-24,WEB,GRAB FOOD,385921356
CPTALA,01-Dec-24,WEB,QRIS ESB,531779500
CPTALA,01-Dec-24,WEB,QRIS SHOPEE,288542000
CPTALA,01-Dec-24,WEB,SHOPEEPAY,573051608
CPTALA,01-Dec-24,WEB,VOUCHER,5173500
DPKJAS,01-Dec-24,INVOICE,GO RESTO,680964072
DPKJAS,01-Dec-24,INVOICE,GRAB FOOD,451737185.3
DPKJAS,01-Dec-24,INVOICE,QRIS SHOPEE,637928000
DPKJAS,01-Dec-24,INVOICE,SHOPEEPAY,786779565
DPKJAS,01-Dec-24,WEB,CASH,1416613000
DPKJAS,01-Dec-24,WEB,CLOUD VOUCHER,3229000
DPKJAS,01-Dec-24,WEB,EDC,167917500
DPKJAS,01-Dec-24,WEB,GO RESTO,680919793
DPKJAS,01-Dec-24,WEB,GRAB FOOD,455212450
DPKJAS,01-Dec-24,WEB,QRIS SHOPEE,639776500
DPKJAS,01-Dec-24,WEB,SHOPEEPAY,790599000
DPKMAR,01-Dec-24,INVOICE,GO RESTO,733399138
DPKMAR,01-Dec-24,INVOICE,GRAB FOOD,444565211.6
DPKMAR,01-Dec-24,INVOICE,QRIS SHOPEE,577402431
DPKMAR,01-Dec-24,INVOICE,SHOPEEPAY,738443261
DPKMAR,01-Dec-24,WEB,CASH,1187112500
DPKMAR,01-Dec-24,WEB,CLOUD VOUCHER,4924000
DPKMAR,01-Dec-24,WEB,EDC,98799500
DPKMAR,01-Dec-24,WEB,GO RESTO,733345110
DPKMAR,01-Dec-24,WEB,GRAB FOOD,444764870
DPKMAR,01-Dec-24,WEB,QRIS SHOPEE,576937000
DPKMAR,01-Dec-24,WEB,SHOPEEPAY,737500538
DPKSAW,01-Dec-24,INVOICE,GO RESTO,563445990
DPKSAW,01-Dec-24,INVOICE,GRAB FOOD,294583420.2
DPKSAW,01-Dec-24,INVOICE,QRIS SHOPEE,400689605
DPKSAW,01-Dec-24,INVOICE,SHOPEEPAY,564979072
DPKSAW,01-Dec-24,WEB,CASH,1143905500
DPKSAW,01-Dec-24,WEB,CLOUD VOUCHER,6991000
DPKSAW,01-Dec-24,WEB,EDC,122972500
DPKSAW,01-Dec-24,WEB,GO RESTO,563445986
DPKSAW,01-Dec-24,WEB,GRAB FOOD,294937538
DPKSAW,01-Dec-24,WEB,QRIS SHOPEE,400681000
DPKSAW,01-Dec-24,WEB,SHOPEEPAY,565079372
GGPDAA,01-Dec-24,INVOICE,GO RESTO,540817849
GGPDAA,01-Dec-24,INVOICE,GRAB FOOD,458599835.9
GGPDAA,01-Dec-24,INVOICE,QRIS SHOPEE,350094000
GGPDAA,01-Dec-24,INVOICE,SHOPEEPAY,762458082
GGPDAA,01-Dec-24,WEB,CASH,1664740500
GGPDAA,01-Dec-24,WEB,CLOUD VOUCHER,3668000
GGPDAA,01-Dec-24,WEB,EDC,139576500
GGPDAA,01-Dec-24,WEB,GO RESTO,540880847
GGPDAA,01-Dec-24,WEB,GRAB FOOD,459660071
GGPDAA,01-Dec-24,WEB,QRIS SHOPEE,350136000
GGPDAA,01-Dec-24,WEB,SHOPEEPAY,764298951
KDRURI,01-Dec-24,INVOICE,GO RESTO,213421541
KDRURI,01-Dec-24,INVOICE,GRAB FOOD,178229013
KDRURI,01-Dec-24,INVOICE,QRIS SHOPEE,170414000
KDRURI,01-Dec-24,INVOICE,SHOPEEPAY,281832093
KDRURI,01-Dec-24,WEB,CASH,1146903500
KDRURI,01-Dec-24,WEB,CLOUD VOUCHER,2273500
KDRURI,01-Dec-24,WEB,EDC,23100500
KDRURI,01-Dec-24,WEB,GO RESTO,213421541
KDRURI,01-Dec-24,WEB,GRAB FOOD,178459988
KDRURI,01-Dec-24,WEB,QRIS SHOPEE,170414000
KDRURI,01-Dec-24,WEB,SHOPEEPAY,281870353
KLNKUS,01-Dec-24,INVOICE,GO RESTO,135661690
KLNKUS,01-Dec-24,INVOICE,GRAB FOOD,136005842
KLNKUS,01-Dec-24,INVOICE,QRIS SHOPEE,179913645
KLNKUS,01-Dec-24,INVOICE,SHOPEEPAY,403929076
KLNKUS,01-Dec-24,WEB,CASH,1041866000
KLNKUS,01-Dec-24,WEB,CLOUD VOUCHER,2356000
KLNKUS,01-Dec-24,WEB,EDC,21865000
KLNKUS,01-Dec-24,WEB,GO RESTO,135747192
KLNKUS,01-Dec-24,WEB,GRAB FOOD,136018168
KLNKUS,01-Dec-24,WEB,QRIS SHOPEE,179908500
KLNKUS,01-Dec-24,WEB,SHOPEEPAY,404019835
KWGGAL,01-Dec-24,INVOICE,GO RESTO,374618366
KWGGAL,01-Dec-24,INVOICE,GRAB FOOD,561610211
KWGGAL,01-Dec-24,INVOICE,QRIS SHOPEE,313807500
KWGGAL,01-Dec-24,INVOICE,SHOPEEPAY,611837727
KWGGAL,01-Dec-24,WEB,CASH,1841022500
KWGGAL,01-Dec-24,WEB,CLOUD VOUCHER,8948500
KWGGAL,01-Dec-24,WEB,EDC,91847000
KWGGAL,01-Dec-24,WEB,GO RESTO,374783877
KWGGAL,01-Dec-24,WEB,GRAB FOOD,560809161
KWGGAL,01-Dec-24,WEB,QRIS SHOPEE,313796000
KWGGAL,01-Dec-24,WEB,SHOPEEPAY,611667613
KYBKEM,01-Dec-24,INVOICE,GO RESTO,655489664
KYBKEM,01-Dec-24,INVOICE,GRAB FOOD,515974852
KYBKEM,01-Dec-24,INVOICE,QRIS ESB,438102500
KYBKEM,01-Dec-24,INVOICE,QRIS SHOPEE,94118000
KYBKEM,01-Dec-24,INVOICE,SHOPEEPAY,769651571
KYBKEM,01-Dec-24,WEB,CASH,615342500
KYBKEM,01-Dec-24,WEB,EDC,60204000
KYBKEM,01-Dec-24,WEB,GO RESTO,608046264
KYBKEM,01-Dec-24,WEB,GRAB FOOD,516497808
KYBKEM,01-Dec-24,WEB,QRIS ESB,438666000
KYBKEM,01-Dec-24,WEB,QRIS SHOPEE,94074000
KYBKEM,01-Dec-24,WEB,SHOPEEPAY,677321936
KYBKEM,01-Dec-24,WEB,VOUCHER,7320000
KYBTEB,01-Dec-24,INVOICE,GO RESTO,1034624574
KYBTEB,01-Dec-24,INVOICE,GRAB FOOD,725101653.2
KYBTEB,01-Dec-24,INVOICE,QRIS SHOPEE,391305000
KYBTEB,01-Dec-24,INVOICE,SHOPEEPAY,935350683
KYBTEB,01-Dec-24,WEB,CASH,760931000
KYBTEB,01-Dec-24,WEB,CLOUD VOUCHER,12916000
KYBTEB,01-Dec-24,WEB,EDC,77790000
KYBTEB,01-Dec-24,WEB,GO RESTO,1037651057
KYBTEB,01-Dec-24,WEB,GRAB FOOD,727430543
KYBTEB,01-Dec-24,WEB,QRIS SHOPEE,391292500
KYBTEB,01-Dec-24,WEB,RESERVASI,1375000
KYBTEB,01-Dec-24,WEB,SHOPEEPAY,938498213
MJLABD,01-Dec-24,INVOICE,GO RESTO,76423081
MJLABD,01-Dec-24,INVOICE,GRAB FOOD,167484173
MJLABD,01-Dec-24,INVOICE,QRIS ESB,213384000
MJLABD,01-Dec-24,INVOICE,QRIS SHOPEE,90371500
MJLABD,01-Dec-24,INVOICE,SHOPEEPAY,48729058
MJLABD,01-Dec-24,WEB,CASH,1030996500
MJLABD,01-Dec-24,WEB,EDC,15738500
MJLABD,01-Dec-24,WEB,GO RESTO,71212381
MJLABD,01-Dec-24,WEB,GRAB FOOD,168006151
MJLABD,01-Dec-24,WEB,QRIS ESB,213326000
MJLABD,01-Dec-24,WEB,QRIS SHOPEE,90295000
MJLABD,01-Dec-24,WEB,SHOPEEPAY,43481195
MJLABD,01-Dec-24,WEB,VOUCHER,15225000
MKSPET,01-Dec-24,INVOICE,GO RESTO,298439544
MKSPET,01-Dec-24,INVOICE,GRAB FOOD,644503232
MKSPET,01-Dec-24,INVOICE,QRIS ESB,462190000
MKSPET,01-Dec-24,INVOICE,QRIS SHOPEE,286452500
MKSPET,01-Dec-24,INVOICE,SHOPEEPAY,416858788
MKSPET,01-Dec-24,WEB,CASH,1120225500
MKSPET,01-Dec-24,WEB,EDC,43787000
MKSPET,01-Dec-24,WEB,GO RESTO,281352847
MKSPET,01-Dec-24,WEB,GRAB FOOD,645129765
MKSPET,01-Dec-24,WEB,QRIS ESB,461813500
MKSPET,01-Dec-24,WEB,QRIS SHOPEE,286427000
MKSPET,01-Dec-24,WEB,SHOPEEPAY,371768758
MKSRAT,01-Dec-24,INVOICE,GO RESTO,274311792
MKSRAT,01-Dec-24,INVOICE,GRAB FOOD,407959327
MKSRAT,01-Dec-24,INVOICE,QRIS ESB,238078500
MKSRAT,01-Dec-24,INVOICE,QRIS SHOPEE,61496500
MKSRAT,01-Dec-24,INVOICE,SHOPEEPAY,218386476
MKSRAT,01-Dec-24,WEB,CASH,706475500
MKSRAT,01-Dec-24,WEB,EDC,34882000
MKSRAT,01-Dec-24,WEB,EDC CIMB,104000
MKSRAT,01-Dec-24,WEB,GO RESTO,257458492
MKSRAT,01-Dec-24,WEB,GRAB FOOD,408622501
MKSRAT,01-Dec-24,WEB,QRIS ESB,238394500
MKSRAT,01-Dec-24,WEB,QRIS SHOPEE,61506500
MKSRAT,01-Dec-24,WEB,SHOPEEPAY,194508830
MKSTUN,01-Dec-24,INVOICE,GO RESTO,310947280
MKSTUN,01-Dec-24,INVOICE,GRAB FOOD,480623519
MKSTUN,01-Dec-24,INVOICE,QRIS ESB,254526000
MKSTUN,01-Dec-24,INVOICE,QRIS SHOPEE,188438500
MKSTUN,01-Dec-24,INVOICE,SHOPEEPAY,304912555
MKSTUN,01-Dec-24,WEB,CASH,867993500
MKSTUN,01-Dec-24,WEB,EDC,36854000
MKSTUN,01-Dec-24,WEB,GO RESTO,292979680
MKSTUN,01-Dec-24,WEB,GRAB FOOD,480623067
MKSTUN,01-Dec-24,WEB,QRIS ESB,254482000
MKSTUN,01-Dec-24,WEB,QRIS SHOPEE,188438000
MKSTUN,01-Dec-24,WEB,SHOPEEPAY,271604384
MLGSUP,01-Dec-24,INVOICE,GO RESTO,262934258
MLGSUP,01-Dec-24,INVOICE,GRAB FOOD,443304276
MLGSUP,01-Dec-24,INVOICE,QRIS SHOPEE,232710000
MLGSUP,01-Dec-24,INVOICE,SHOPEEPAY,787496281
MLGSUP,01-Dec-24,WEB,CASH,1277380000
MLGSUP,01-Dec-24,WEB,EDC,46257500
MLGSUP,01-Dec-24,WEB,GO RESTO,244954853
MLGSUP,01-Dec-24,WEB,GRAB FOOD,443270256
MLGSUP,01-Dec-24,WEB,QRIS SHOPEE,232493500
MLGSUP,01-Dec-24,WEB,SHOPEEPAY,685207823
MLGSUP,01-Dec-24,WEB,VOUCHER,1600000
PWTSOE,01-Dec-24,INVOICE,GO RESTO,382887812
PWTSOE,01-Dec-24,INVOICE,GRAB FOOD,590908192
PWTSOE,01-Dec-24,INVOICE,QRIS SHOPEE,450905500
PWTSOE,01-Dec-24,INVOICE,SHOPEEPAY,954070499
PWTSOE,01-Dec-24,WEB,CASH,1662976500
PWTSOE,01-Dec-24,WEB,CLOUD VOUCHER,134500
PWTSOE,01-Dec-24,WEB,EDC,41684000
PWTSOE,01-Dec-24,WEB,GO RESTO,382947827
PWTSOE,01-Dec-24,WEB,GRAB FOOD,591267204
PWTSOE,01-Dec-24,WEB,QRIS SHOPEE,451102500
PWTSOE,01-Dec-24,WEB,RESERVASI,62000
PWTSOE,01-Dec-24,WEB,SHOPEEPAY,954338746
SBRTUP,01-Dec-24,INVOICE,GO RESTO,204746180
SBRTUP,01-Dec-24,INVOICE,GRAB FOOD,399123212
SBRTUP,01-Dec-24,INVOICE,QRIS SHOPEE,174202500
SBRTUP,01-Dec-24,INVOICE,SHOPEEPAY,232617105
SBRTUP,01-Dec-24,WEB,CASH,1544397000
SBRTUP,01-Dec-24,WEB,CLOUD VOUCHER,6126000
SBRTUP,01-Dec-24,WEB,EDC,50332000
SBRTUP,01-Dec-24,WEB,GO RESTO,204789169
SBRTUP,01-Dec-24,WEB,GRAB FOOD,399445214
SBRTUP,01-Dec-24,WEB,QRIS SHOPEE,174202500
SBRTUP,01-Dec-24,WEB,SHOPEEPAY,232659500
SBYAMB,01-Dec-24,INVOICE,GO RESTO,479744353
SBYAMB,01-Dec-24,INVOICE,GRAB FOOD,388121226.2
SBYAMB,01-Dec-24,INVOICE,QRIS SHOPEE,305768500
SBYAMB,01-Dec-24,INVOICE,SHOPEEPAY,899190881
SBYAMB,01-Dec-24,WEB,CASH,1059723500
SBYAMB,01-Dec-24,WEB,CLOUD VOUCHER,2410500
SBYAMB,01-Dec-24,WEB,EDC,44496500
SBYAMB,01-Dec-24,WEB,GO RESTO,479826955
SBYAMB,01-Dec-24,WEB,GRAB FOOD,388130024
SBYAMB,01-Dec-24,WEB,QRIS SHOPEE,305665500
SBYAMB,01-Dec-24,WEB,RESERVASI,79000
SBYAMB,01-Dec-24,WEB,SHOPEEPAY,900237766
SBYSOE,01-Dec-24,INVOICE,GO RESTO,283652961
SBYSOE,01-Dec-24,INVOICE,GRAB FOOD,306728869
SBYSOE,01-Dec-24,INVOICE,QRIS SHOPEE,56355500
SBYSOE,01-Dec-24,INVOICE,SHOPEEPAY,467852735
SBYSOE,01-Dec-24,WEB,CASH,517609000
SBYSOE,01-Dec-24,WEB,CLOUD VOUCHER,958000
SBYSOE,01-Dec-24,WEB,COMPLIMENT,0
