Nama Cabang,Nomor #,Tanggal,Kode Barang,Nama Barang,Nama Gudang,Akun Penyesuaian Persediaan,Tipe Penyesuaian,Kuantitas,Total Biaya
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200142,SARINGAN MIE,1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,437183.60085
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200329,SEAL PACK DIMSUM,1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,340386.36363
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200105,PANCI DANDANG DIMSUM UK 36,1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,464999.998839
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200719,TIMBANGAN DIGITAL KECIL,1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,94543.862196
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200182,TIMER DIGITAL,1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,20.0,329831.02922
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200636,BILL HOLDER,1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,599038.47697
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200187,TOPLES UK 9 LTR,1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,299999.99999
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200108,PANCI MIE,1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,24.0,1681037.564424
1129.CKRTAR,IA.2024.12.00542,31/12/2024,200642,PALLET BIRU (DRY),1129.1-G.Bekasi - Tarum Barat (CKRTAR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,1487400.0
1130.CPTALA,IA.2024.12.00667,31/12/2024,200142,SARINGAN MIE,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,30.0,2185918.00425
1130.CPTALA,IA.2024.12.00667,31/12/2024,200167,STIK DRUM,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,22000.0
1130.CPTALA,IA.2024.12.00667,31/12/2024,200182,TIMER DIGITAL,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,20.0,329831.02922
1130.CPTALA,IA.2024.12.00667,31/12/2024,200044,CAPIT SNACK ( BESAR ),1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,32000.002384
1130.CPTALA,IA.2024.12.00667,31/12/2024,200042,BOTOL KECAP KECIL,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,50000.0
1130.CPTALA,IA.2024.12.00667,31/12/2024,200043,BOTOL SPRAY,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,158413.39852
1130.CPTALA,IA.2024.12.00667,31/12/2024,200083,GELAS TEA,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,200.0,1030287.985
1130.CPTALA,IA.2024.12.00667,31/12/2024,200132,PISAU BUAH BESAR,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,59999.980382
1130.CPTALA,IA.2024.12.00667,31/12/2024,200133,PISAU BUAH KECIL,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,25206.612877
1130.CPTALA,IA.2024.12.00667,31/12/2024,200143,SARINGAN MINYAK,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,119999.99964
1130.CPTALA,IA.2024.12.00667,31/12/2024,200412,LOGGER,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,1151436.98024
1130.CPTALA,IA.2024.12.00667,31/12/2024,200739,NAMPAN KARET KOTAK (DIMSUM),1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,375808.18716
1130.CPTALA,IA.2024.12.00667,31/12/2024,200184,TOPLES UK 18 LTR,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,480000.0
1130.CPTALA,IA.2024.12.00667,31/12/2024,200108,PANCI MIE,1130.1-G.Tangsel - Alam Sutera (CPTALA),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,30.0,2101296.95553
1131.SBYBUN,IA.2024.12.00613,31/12/2024,200142,SARINGAN MIE,1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,12.0,874367.2017
1131.SBYBUN,IA.2024.12.00613,31/12/2024,200168,SUTIL,1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,52827.765006
1131.SBYBUN,IA.2024.12.00613,31/12/2024,200043,BOTOL SPRAY,1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,63365.359408
1131.SBYBUN,IA.2024.12.00613,31/12/2024,200191,WAJAN BESI UK 50',1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,125000.017457
1131.SBYBUN,IA.2024.12.00613,31/12/2024,200165,SPATULA MIE IBLIS ( SODET COKLAT ),1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,39678.086145
1131.SBYBUN,IA.2024.12.00613,31/12/2024,100120,KESET BIHUN GULUNG (POTONGAN),1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,1307358.302763
1131.SBYBUN,IA.2024.12.00613,31/12/2024,200083,GELAS TEA,1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,257571.99625
1131.SBYBUN,IA.2024.12.00613,31/12/2024,200157,SEROK BESAR KAWAT,1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,40000.0
1131.SBYBUN,IA.2024.12.00613,31/12/2024,200712,KLAKAT PREMIUM,1131.1-G.Surabaya - Bung Tomo (SBYBUN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,100.0,1586788.8503
1133.SORKOP,IA.2024.12.00730,31/12/2024,200167,STIK DRUM,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,22000.0
1133.SORKOP,IA.2024.12.00730,31/12/2024,200165,SPATULA MIE IBLIS ( SODET COKLAT ),1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,79356.17229
1133.SORKOP,IA.2024.12.00730,31/12/2024,200102,NAMPAN KAYU KOTAK,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,330000.0
1133.SORKOP,IA.2024.12.00730,31/12/2024,200132,PISAU BUAH BESAR,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,59999.980382
1133.SORKOP,IA.2024.12.00730,31/12/2024,200153,SENDOK TAKAR PLASTIK,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,35020.404184
1133.SORKOP,IA.2024.12.00730,31/12/2024,200133,PISAU BUAH KECIL,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,25206.612877
1133.SORKOP,IA.2024.12.00730,31/12/2024,200161,SHAKER 750,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,201914.968778
1133.SORKOP,IA.2024.12.00730,31/12/2024,200187,TOPLES UK 9 LTR,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,59999.999998
1133.SORKOP,IA.2024.12.00730,31/12/2024,200184,TOPLES UK 18 LTR,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,96000.0
1133.SORKOP,IA.2024.12.00730,31/12/2024,200182,TIMER DIGITAL,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,82457.757305
1133.SORKOP,IA.2024.12.00730,31/12/2024,200185,TOPLES UK 4 LTR,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,21999.998731
1133.SORKOP,IA.2024.12.00730,31/12/2024,200145,SARINGAN TEH GACOAN,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,28952.901363
1133.SORKOP,IA.2024.12.00730,31/12/2024,200433,REGULATOR,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,190000.008016
1133.SORKOP,IA.2024.12.00730,31/12/2024,200152,SENDOK TAKAR 12 GRM,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,4373.244052
1133.SORKOP,IA.2024.12.00730,31/12/2024,200044,CAPIT SNACK ( BESAR ),1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,32000.002384
1133.SORKOP,IA.2024.12.00730,31/12/2024,200043,BOTOL SPRAY,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,47524.019556
1133.SORKOP,IA.2024.12.00730,31/12/2024,200083,GELAS TEA,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,257571.99625
1133.SORKOP,IA.2024.12.00730,31/12/2024,200412,LOGGER,1133.1-G.Bandung - Raya Kopo (SORKOP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,230287.396048
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200242,GAS VALVE HP DOUBLE TURBO,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,186000.0
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200182,TIMER DIGITAL,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,164915.51461
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200712,KLAKAT PREMIUM,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,793394.42515
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200636,BILL HOLDER,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,359423.086182
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200451,THERMOCOUPLE,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,139266.169445
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200192,WAJAN BESI UK 70',1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,299993.106884
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200187,TOPLES UK 9 LTR,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,89999.999997
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200635,AKRILIC PRINTER,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,167786.645052
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200184,TOPLES UK 18 LTR,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,192000.0
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200108,PANCI MIE,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,700432.31851
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200142,SARINGAN MIE,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,15.0,1092959.002125
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200168,SUTIL,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,52827.765006
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200167,STIK DRUM,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,44000.0
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200145,SARINGAN TEH GACOAN,1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,57905.802726
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200191,WAJAN BESI UK 50',1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,125000.017457
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200263,PILOT SW 9000 (SP),1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,351387.425393
1134.KWGTUP,IA.2024.12.00744,31/12/2024,200047,CETING TRADISI ( BESAR ),1134.1-G.Karawang - Tuparev (KWGTUP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,180051.417004
1135.NPHLEM,IA.2024.12.00873,31/12/2024,200166,SPATULA STAINLESS,1135.1-G.Bandung Barat - Raya Lembang (NPHLEM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,149997.741894
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200348,BASKOM STAINLESS UK 14 CM,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,14783.046498
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200083,GELAS TEA,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,150.0,772715.98875
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200376,HARD COVER MENU DIMSUM,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,4268.91744
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200173,TEKO BESAR ( BIANG TEH ),1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,32499.999997
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200042,BOTOL KECAP KECIL,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,40000.0
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200347,BASKOM STAINLESS 18 CM,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,20000.002846
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200154,SENDOK TAKAR STAINLESS,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,79631.321114
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200063,EROS STAINLESS UK 60 CC,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,28128.701619
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200056,EROS MELAMINE UK BESAR,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,13814.310988
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200044,CAPIT SNACK ( BESAR ),1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,32000.002384
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200064,EROS STAINLESS UK 90 CC,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,34958.331756
1137.CKGPAH,IA.2024.12.00915,31/12/2024,200078,GELAS KARYAWAN,1137.1-G.Jaktim - Pahlawan Revolusi (CKGPAH),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,30.0,76903.14249
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200068,GARPU ADUKAN MIE,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,129937.602978
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200133,PISAU BUAH KECIL,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,100826.451508
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200143,SARINGAN MINYAK,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,119999.99964
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200161,SHAKER 750,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,201914.968778
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200187,TOPLES UK 9 LTR,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,299999.99999
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200720,PEMATIK KOMPOR,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,35000.0
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200326,SEAL PACK POWDER,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,64021.672636
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200004,DITEKTOR UANG PALSU,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,136726.560108
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200154,SENDOK TAKAR STAINLESS,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,159262.642228
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200043,BOTOL SPRAY,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,79206.69926
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200083,GELAS TEA,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,257571.99625
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200132,PISAU BUAH BESAR,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,239999.921528
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200067,FOOD PAN KECIL,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,27494.226071
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200040,BALON WHISK,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,130003.944986
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200142,SARINGAN MIE,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,22.0,1603006.53645
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200173,TEKO BESAR ( BIANG TEH ),1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,64999.999994
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200329,SEAL PACK DIMSUM,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,340386.36363
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200347,BASKOM STAINLESS 18 CM,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,80000.011384
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200167,STIK DRUM,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,22000.0
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200176,TERMOS AIR,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,679999.999044
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200085,GELAS UKUR 130 ML,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,60106.60541
1138.CPTCIP,IA.2024.12.00760,31/12/2024,200105,PANCI DANDANG DIMSUM UK 36,1138.1-G.Tangsel - Ciputat Jombang (CPTCIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,929999.997678
1140.BKSALT,IA.2024.12.00547,31/12/2024,200083,GELAS TEA,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,100.0,515143.9925
1140.BKSALT,IA.2024.12.00547,31/12/2024,200091,JIGGER UK 30/40,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,46201.249332
1140.BKSALT,IA.2024.12.00547,31/12/2024,200065,EROS STAINLESS UK BESAR,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,89997.832258
1140.BKSALT,IA.2024.12.00547,31/12/2024,200143,SARINGAN MINYAK,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,59999.99982
1140.BKSALT,IA.2024.12.00547,31/12/2024,200157,SEROK BESAR KAWAT,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,40000.0
1140.BKSALT,IA.2024.12.00547,31/12/2024,200149,SENDOK ES STAINLESS,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,6875.86116
1140.BKSALT,IA.2024.12.00547,31/12/2024,200040,BALON WHISK,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,65001.972493
1140.BKSALT,IA.2024.12.00547,31/12/2024,200142,SARINGAN MIE,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,437183.60085
1140.BKSALT,IA.2024.12.00547,31/12/2024,200086,GOLOK,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,34999.706518
1140.BKSALT,IA.2024.12.00547,31/12/2024,200329,SEAL PACK DIMSUM,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,102115.909089
1140.BKSALT,IA.2024.12.00547,31/12/2024,200062,EROS STAINLESS UK 30 CC,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,29443.226166
1140.BKSALT,IA.2024.12.00547,31/12/2024,200105,PANCI DANDANG DIMSUM UK 36,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,929999.997678
1140.BKSALT,IA.2024.12.00547,31/12/2024,200085,GELAS UKUR 130 ML,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,12021.321082
1140.BKSALT,IA.2024.12.00547,31/12/2024,200064,EROS STAINLESS UK 90 CC,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,34958.331756
1140.BKSALT,IA.2024.12.00547,31/12/2024,200719,TIMBANGAN DIGITAL KECIL,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,189087.724392
1140.BKSALT,IA.2024.12.00547,31/12/2024,200133,PISAU BUAH KECIL,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,50413.225754
1140.BKSALT,IA.2024.12.00547,31/12/2024,200721,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,71560.638542
1140.BKSALT,IA.2024.12.00547,31/12/2024,200063,EROS STAINLESS UK 60 CC,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,28128.701619
1140.BKSALT,IA.2024.12.00547,31/12/2024,200167,STIK DRUM,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,33000.0
1140.BKSALT,IA.2024.12.00547,31/12/2024,200433,REGULATOR,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,95000.004008
1140.BKSALT,IA.2024.12.00547,31/12/2024,200412,LOGGER,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,690862.188144
1140.BKSALT,IA.2024.12.00547,31/12/2024,200184,TOPLES UK 18 LTR,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,144000.0
1140.BKSALT,IA.2024.12.00547,31/12/2024,200182,TIMER DIGITAL,1140.1-G.Bekasi - Alternatif Cibubur (BKSALT),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,12.0,197898.617532
