Month,PIC,Pemasok,Kategori Pemasok,Kategori Barang,Nama Cabang,Kode #,#Prime.Qty,#Purch.Total,min,max
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200706,3.0,354000.0,118000.0,118000.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200442,20000.0,1200000.0,60.0,60.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200314,10.0,335500.0,33550.0,33550.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200301,175.0,1989625.0,10735.0,15175.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORTAM,200197,1000.0,297500.0,297.5,297.5
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200299,55.0,1411425.0,15175.0,29595.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200293,19.0,465500.0,24500.0,24500.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200210,9000.0,1012500.0,112.5,112.5
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200209,20000.0,1700000.0,84.0,86.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200208,20.0,530000.0,26500.0,26500.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200201,1.0,26500.0,26500.0,26500.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200198,12000.0,3650000.0,297.5,307.5
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200298,155.0,3018375.0,15175.0,20300.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORKOP,200196,1000.0,297500.0,297.5,297.5
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORTAM,200198,12000.0,3620000.0,297.5,307.5
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORTAM,200207,5.0,695000.0,139000.0,139000.0
January,LAINNYA,PERDANA PLASTIK - NEW,Umum,01. COST - PACKAGING,PBLSUR,200198,14000.0,4760000.0,340.0,340.0
January,LAINNYA,PERDANA PLASTIK - NEW,Umum,01. COST - PACKAGING,PBLSUR,200197,1000.0,340000.0,340.0,340.0
January,LAINNYA,PERDANA PLASTIK - NEW,Umum,00.COST,PBLSUR,200317,30.0,1050000.0,35000.0,35000.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORTAM,200707,87000.0,9550000.0,106.6667,110.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORTAM,200706,5.0,590000.0,118000.0,118000.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORTAM,200314,5.0,167750.0,33550.0,33550.0
January,LAINNYA,PD. GUMILANG ABADI - NEW,Umum,01. COST - PACKAGING,SORTAM,200201,5.0,132500.0,26500.0,26500.0
