Nama Cabang,Nomor #,Tanggal,Kode Barang,Nama Barang,Nama Gudang,Akun Penyesuaian Persediaan,Tipe Penyesuaian,Kuantitas,Total Biaya
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200184,TOPLES UK 18 LTR,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,8.0,384000.0
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200182,TIMER DIGITAL,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,82200.96009
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200326,SEAL PACK POWDER,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,64195.543348
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200044,CAPIT SNACK ( BESAR ),1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,16000.007118
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200433,REGULATOR,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,380000.07328
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200635,AKRILIC PRINTER,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,42361.418151
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200047,CETING TRADISI ( BESAR ),1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,225142.74315
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200325,SEAL PACK 3.5 LTR/3500 ML,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,119999.968824
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200170,TALENAN PLASTIK,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,70001.587053
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200142,SARINGAN MIE,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,12.0,874339.544472
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200329,SEAL PACK DIMSUM,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,8.0,271999.999992
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200132,PISAU BUAH BESAR,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,119999.815476
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200185,TOPLES UK 4 LTR,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,43999.989692
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200083,GELAS TEA,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,258414.40785
1001.TLGTEU,IA.2024.08.02040,31/08/2024,200187,TOPLES UK 9 LTR,1001.1-G.Tulungagung - Teuku Umar (TLGTEU),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,8.0,239999.999968
1002.MADSAP,IA.2024.08.01148,31/08/2024,200325,SEAL PACK 3.5 LTR/3500 ML,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,119999.968824
1002.MADSAP,IA.2024.08.01148,31/08/2024,200412,LOGGER,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,646822.790775
1002.MADSAP,IA.2024.08.01148,31/08/2024,200246,KNOP F/GAS COOK DIAL,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,132750.321216
1002.MADSAP,IA.2024.08.01148,31/08/2024,200712,KLAKAT PREMIUM,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,793394.42515
1002.MADSAP,IA.2024.08.01148,31/08/2024,200142,SARINGAN MIE,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,8.0,582893.029648
1002.MADSAP,IA.2024.08.01148,31/08/2024,200122,PEMUKUL DAGING,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,133266.128804
1002.MADSAP,IA.2024.08.01148,31/08/2024,200083,GELAS TEA,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,100.0,516828.8157
1002.MADSAP,IA.2024.08.01148,31/08/2024,200166,SPATULA STAINLESS,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,74980.897487
1002.MADSAP,IA.2024.08.01148,31/08/2024,200256,PIEZO IGNITER UK 18.MM,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,147805.570724
1002.MADSAP,IA.2024.08.01148,31/08/2024,200152,SENDOK TAKAR 12 GRM,1002.1-G.Madiun - Kapten Saputra (MADSAP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,4373.244052
1003.MJKSUD,IA.2024.08.02064,31/08/2024,200734,TANGGA 3 METER,1003.1-G.Mojokerto - Jendral Sudirman (MJKSUD),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,1427799.983694
1003.MJKSUD,IA.2024.08.02064,31/08/2024,200184,TOPLES UK 18 LTR,1003.1-G.Mojokerto - Jendral Sudirman (MJKSUD),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,96000.0
1003.MJKSUD,IA.2024.08.02064,31/08/2024,200350,BASKOM STAINLESS UK 26 CM,1003.1-G.Mojokerto - Jendral Sudirman (MJKSUD),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,37555.223368
1003.MJKSUD,IA.2024.08.02064,31/08/2024,200187,TOPLES UK 9 LTR,1003.1-G.Mojokerto - Jendral Sudirman (MJKSUD),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,89999.999988
1003.MJKSUD,IA.2024.08.02064,31/08/2024,200083,GELAS TEA,1003.1-G.Mojokerto - Jendral Sudirman (MJKSUD),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,258414.40785
1004.KDRJOY,IA.2024.08.01156,31/08/2024,200412,LOGGER,1004.1-G.Kediri - Joyoboyo (KDRJOY),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,646822.790775
1004.KDRJOY,IA.2024.08.01156,31/08/2024,200712,KLAKAT PREMIUM,1004.1-G.Kediri - Joyoboyo (KDRJOY),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,60.0,952073.31018
1004.KDRJOY,IA.2024.08.01156,31/08/2024,200063,EROS STAINLESS UK 60 CC,1004.1-G.Kediri - Joyoboyo (KDRJOY),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,28128.701642
1004.KDRJOY,IA.2024.08.01156,31/08/2024,200158,SEROK ICE,1004.1-G.Kediri - Joyoboyo (KDRJOY),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,53883.621744
1005.SKTMAW,IA.2024.08.01494,31/08/2024,200142,SARINGAN MIE,1005.1-G.Surakarta - Mawar (SKTMAW),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,15.0,1092924.43059
1005.SKTMAW,IA.2024.08.01494,31/08/2024,200102,NAMPAN KAYU KOTAK,1005.1-G.Surakarta - Mawar (SKTMAW),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,990000.0
1005.SKTMAW,IA.2024.08.01494,31/08/2024,200449,TEMPAT TIMER,1005.1-G.Surakarta - Mawar (SKTMAW),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,60000.0
1005.SKTMAW,IA.2024.08.01494,31/08/2024,200157,SEROK BESAR KAWAT,1005.1-G.Surakarta - Mawar (SKTMAW),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,80000.000002
1005.SKTMAW,IA.2024.08.01494,31/08/2024,200192,WAJAN BESI UK 70',1005.1-G.Surakarta - Mawar (SKTMAW),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,599946.000414
1005.SKTMAW,IA.2024.08.01494,31/08/2024,200158,SEROK ICE,1005.1-G.Surakarta - Mawar (SKTMAW),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,53883.621744
1005.SKTMAW,IA.2024.08.01494,31/08/2024,200642,PALLET BIRU (DRY),1005.1-G.Surakarta - Mawar (SKTMAW),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,743700.0
1006.SMNBAB,IA.2024.08.01693,31/08/2024,200043,BOTOL SPRAY,1006.1-G.Sleman - Babarsari (SMNBAB),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,47523.61722
1006.SMNBAB,IA.2024.08.01693,31/08/2024,200246,KNOP F/GAS COOK DIAL,1006.1-G.Sleman - Babarsari (SMNBAB),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,132750.321216
1006.SMNBAB,IA.2024.08.01693,31/08/2024,200083,GELAS TEA,1006.1-G.Sleman - Babarsari (SMNBAB),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,258414.40785
1006.SMNBAB,IA.2024.08.01693,31/08/2024,200272,SAFETY GAS VALVE WITH INLET BRACKET&SREW,1006.1-G.Sleman - Babarsari (SMNBAB),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,803222.203846
1006.SMNBAB,IA.2024.08.01693,31/08/2024,200676,REGULATOR LOW PRESSURE,1006.1-G.Sleman - Babarsari (SMNBAB),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,320000.0
1006.SMNBAB,IA.2024.08.01693,31/08/2024,200261,PILOT BURNER F/BUNSEN,1006.1-G.Sleman - Babarsari (SMNBAB),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,622211.608143
1006.SMNBAB,IA.2024.08.01693,31/08/2024,200593,TIMBANGAN DIGITAL FORTUNO 30 KG,1006.1-G.Sleman - Babarsari (SMNBAB),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,701988.241953
1007.PNGDIP,IA.2024.08.01273,31/08/2024,200723,TIMER,1007.1-G.Ponorogo - Diponegoro (PNGDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,49500.0
1007.PNGDIP,IA.2024.08.01273,31/08/2024,200182,TIMER DIGITAL,1007.1-G.Ponorogo - Diponegoro (PNGDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,49320.576054
1007.PNGDIP,IA.2024.08.01273,31/08/2024,200347,BASKOM STAINLESS 18 CM,1007.1-G.Ponorogo - Diponegoro (PNGDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,20000.006617
1007.PNGDIP,IA.2024.08.01273,31/08/2024,200064,EROS STAINLESS UK 90 CC,1007.1-G.Ponorogo - Diponegoro (PNGDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,34958.331785
1007.PNGDIP,IA.2024.08.01273,31/08/2024,200142,SARINGAN MIE,1007.1-G.Ponorogo - Diponegoro (PNGDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,437169.772236
1007.PNGDIP,IA.2024.08.01273,31/08/2024,200167,STIK DRUM,1007.1-G.Ponorogo - Diponegoro (PNGDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,22000.0
1008.BLTKAL,IA.2024.08.01481,31/08/2024,200142,SARINGAN MIE,1008.1-G.Blitar - Kalimantan (BLTKAL),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,12.0,874339.544472
1008.BLTKAL,IA.2024.08.01481,31/08/2024,200132,PISAU BUAH BESAR,1008.1-G.Blitar - Kalimantan (BLTKAL),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,59999.907738
1008.BLTKAL,IA.2024.08.01481,31/08/2024,200361,COOL BOX 55LTR,1008.1-G.Blitar - Kalimantan (BLTKAL),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,789997.909729
1008.BLTKAL,IA.2024.08.01481,31/08/2024,200192,WAJAN BESI UK 70',1008.1-G.Blitar - Kalimantan (BLTKAL),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,299973.000207
1008.BLTKAL,IA.2024.08.01481,31/08/2024,200078,GELAS KARYAWAN,1008.1-G.Blitar - Kalimantan (BLTKAL),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,12.0,29516.760588
1008.BLTKAL,IA.2024.08.01481,31/08/2024,200044,CAPIT SNACK ( BESAR ),1008.1-G.Blitar - Kalimantan (BLTKAL),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,32000.014236
1010.MLGKEN,IA.2024.08.01474,31/08/2024,200182,TIMER DIGITAL,1010.1-G.Malang - Kendalsari (MLGKEN),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,82200.96009
1011.JBGURI,IA.2024.08.01193,31/08/2024,200184,TOPLES UK 18 LTR,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,7.0,336000.0
1011.JBGURI,IA.2024.08.01193,31/08/2024,200182,TIMER DIGITAL,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,164401.92018
1011.JBGURI,IA.2024.08.01193,31/08/2024,200187,TOPLES UK 9 LTR,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,8.0,239999.999968
1011.JBGURI,IA.2024.08.01193,31/08/2024,200108,PANCI MIE,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,12.0,840518.782212
1011.JBGURI,IA.2024.08.01193,31/08/2024,200271,SAFETY GAS COOK (GASVALVE GS3878)8325183,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,1509246.255994
1011.JBGURI,IA.2024.08.01193,31/08/2024,200246,KNOP F/GAS COOK DIAL,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,132750.321216
1011.JBGURI,IA.2024.08.01193,31/08/2024,200004,DITEKTOR UANG PALSU,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,127204.31478
1011.JBGURI,IA.2024.08.01193,31/08/2024,200662,LS 40 A-1 ( LONG SHUN ),1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,375000.0
1011.JBGURI,IA.2024.08.01193,31/08/2024,200132,PISAU BUAH BESAR,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,179999.723214
1011.JBGURI,IA.2024.08.01193,31/08/2024,200067,FOOD PAN KECIL,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,109956.17364
1011.JBGURI,IA.2024.08.01193,31/08/2024,200047,CETING TRADISI ( BESAR ),1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,135085.64589
1011.JBGURI,IA.2024.08.01193,31/08/2024,200719,TIMBANGAN DIGITAL KECIL,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,137978.59211
1011.JBGURI,IA.2024.08.01193,31/08/2024,200329,SEAL PACK DIMSUM,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,20.0,679999.99998
1011.JBGURI,IA.2024.08.01193,31/08/2024,200043,BOTOL SPRAY,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,79206.0287
1011.JBGURI,IA.2024.08.01193,31/08/2024,200185,TOPLES UK 4 LTR,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,131999.969076
1011.JBGURI,IA.2024.08.01193,31/08/2024,200083,GELAS TEA,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,258414.40785
1011.JBGURI,IA.2024.08.01193,31/08/2024,200718,DIGITAL CALIPER,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,405136.165936
1011.JBGURI,IA.2024.08.01193,31/08/2024,200325,SEAL PACK 3.5 LTR/3500 ML,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,15.0,299999.92206
1011.JBGURI,IA.2024.08.01193,31/08/2024,200350,BASKOM STAINLESS UK 26 CM,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,75110.446736
1011.JBGURI,IA.2024.08.01193,31/08/2024,200593,TIMBANGAN DIGITAL FORTUNO 30 KG,1011.1-G.Jombang - Urip Sumoharjo (JBGURI),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,701988.241953
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200102,NAMPAN KAYU KOTAK,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,330000.0
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200184,TOPLES UK 18 LTR,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,144000.0
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200157,SEROK BESAR KAWAT,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,40000.000001
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200187,TOPLES UK 9 LTR,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,59999.999992
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200329,SEAL PACK DIMSUM,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,101999.999997
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200167,STIK DRUM,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,22000.0
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200266,PISAU GILING DAGING,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,103477.713729
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200325,SEAL PACK 3.5 LTR/3500 ML,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,79999.979216
1013.NGWDIP,IA.2024.08.01446,31/08/2024,200133,PISAU BUAH KECIL,1013.1-G.Ngawi - Diponegoro (NGWDIP),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,26054.099192
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200636,BILL HOLDER,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,359423.086182
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200083,GELAS TEA,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,258414.40785
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200139,PRAXIS KEEPER UK 900ML,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,30000.0
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200067,FOOD PAN KECIL,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,54978.08682
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200152,SENDOK TAKAR 12 GRM,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,6559.866078
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200326,SEAL PACK POWDER,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,48146.657511
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200142,SARINGAN MIE,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,437169.772236
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200168,SUTIL,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,46525.269729
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200154,SENDOK TAKAR STAINLESS,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,7.0,292818.376095
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200167,STIK DRUM,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,11000.0
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200182,TIMER DIGITAL,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,10.0,164401.92018
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200450,TERMOMETER,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,214547.507384
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200449,TEMPAT TIMER,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,60000.0
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200719,TIMBANGAN DIGITAL KECIL,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,68989.296055
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200184,TOPLES UK 18 LTR,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,144000.0
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200185,TOPLES UK 4 LTR,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,43999.989692
1014.JMRSUM,IA.2024.08.01480,31/08/2024,200729,BABY CHAIR,1014.1-G.Jember - Sumatra (JMRSUM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,296867.541538
1015.SKHSOE,IA.2024.08.01203,31/08/2024,200412,LOGGER,1015.1-G.Sukoharjo - Ir Soekarno (SKHSOE),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,1293645.58155
1015.SKHSOE,IA.2024.08.01203,31/08/2024,200102,NAMPAN KAYU KOTAK,1015.1-G.Sukoharjo - Ir Soekarno (SKHSOE),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,495000.0
1016.MLGJAK,IA.2024.08.01763,31/08/2024,200182,TIMER DIGITAL,1016.1-G.Malang - Jakarta (MLGJAK),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,65760.768072
1016.MLGJAK,IA.2024.08.01763,31/08/2024,200720,PEMATIK KOMPOR,1016.1-G.Malang - Jakarta (MLGJAK),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,35000.0
1016.MLGJAK,IA.2024.08.01763,31/08/2024,200449,TEMPAT TIMER,1016.1-G.Malang - Jakarta (MLGJAK),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,180000.0
1016.MLGJAK,IA.2024.08.01763,31/08/2024,200114,PANCI ORCHID UK 36,1016.1-G.Malang - Jakarta (MLGJAK),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,199999.99993
1016.MLGJAK,IA.2024.08.01763,31/08/2024,200083,GELAS TEA,1016.1-G.Malang - Jakarta (MLGJAK),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,20.0,103365.76314
1016.MLGJAK,IA.2024.08.01763,31/08/2024,200133,PISAU BUAH KECIL,1016.1-G.Malang - Jakarta (MLGJAK),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,52108.198384
1016.MLGJAK,IA.2024.08.01763,31/08/2024,200142,SARINGAN MIE,1016.1-G.Malang - Jakarta (MLGJAK),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,437169.772236
1016.MLGJAK,IA.2024.08.01763,31/08/2024,200102,NAMPAN KAYU KOTAK,1016.1-G.Malang - Jakarta (MLGJAK),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,825000.0
1017.MLGCIL,IA.2024.08.01540,31/08/2024,200723,TIMER,1017.1-G.Malang - Ciliwung (MLGCIL),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,4.0,66000.0
1018.YYKTAM,IA.2024.08.01287,31/08/2024,200242,GAS VALVE HP DOUBLE TURBO,1018.1-G.Yogyakarta - Taman Siswa (YYKTAM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,2.0,372000.0
1018.YYKTAM,IA.2024.08.01287,31/08/2024,200246,KNOP F/GAS COOK DIAL,1018.1-G.Yogyakarta - Taman Siswa (YYKTAM),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,331875.80304
1019.PBLSUR,IA.2024.08.01338,31/08/2024,200636,BILL HOLDER,1019.1-G.Probolinggo - Suroyo (PBLSUR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,6.0,718846.172364
1019.PBLSUR,IA.2024.08.01338,31/08/2024,200113,PANCI ORCHID UK 32 CM,1019.1-G.Probolinggo - Suroyo (PBLSUR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,1.0,149999.980365
1019.PBLSUR,IA.2024.08.01338,31/08/2024,200182,TIMER DIGITAL,1019.1-G.Probolinggo - Suroyo (PBLSUR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,8.0,131521.536144
1019.PBLSUR,IA.2024.08.01338,31/08/2024,200102,NAMPAN KAYU KOTAK,1019.1-G.Probolinggo - Suroyo (PBLSUR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,5.0,825000.0
1019.PBLSUR,IA.2024.08.01338,31/08/2024,200083,GELAS TEA,1019.1-G.Probolinggo - Suroyo (PBLSUR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,50.0,258414.40785
1019.PBLSUR,IA.2024.08.01338,31/08/2024,200166,SPATULA STAINLESS,1019.1-G.Probolinggo - Suroyo (PBLSUR),Sparepart Inventaris - Resto (Non Jasa),Pengurangan,3.0,224942.692461
