Quarter,Nama Barang,AVG PICK UP,AVG PEMBELIAN,AVG SALDO AKHIR,HARGA PEMBELIAN TERAKHIR,TOTAL [PEMBELIAN],OVERSTOCK,BUFFER STOCK,TOTAL [SALDO AKHIR],ANGKA STANDART BARU,OVERSTOCK [ANGKA STANDART BARU],ANGKA STANDART LAMA,Kategori,OVERSTOCK [ANGKA STANDART LAMA]
Q1,AKRILIC PRINTER,53.0,144.0,281.0,41500.0,5976000.0,OVER,7.0,11661500.0,60.0,OVER,192,,OVER
Q1,ALAT PEL,60.0,58.0,81.0,35000.0,2030000.0,OK,27.0,2835000.0,87.0,OK,102,,LOW
Q1,ALAT PEMADAM KEBAKARAN ( APAR ),10.0,22.0,16.0,750000.0,16500000.0,OVER,4.0,12000000.0,14.0,OVER,19,,LOW
Q1,AMBRO FLATWARE BASKET,7.0,25.0,40.0,85000.0,2125000.0,OVER,1.0,3400000.0,8.0,OVER,32,,OVER
Q1,APAR POWDER 3KG,13.0,23.0,16.0,450000.0,10350000.0,OVER,3.0,7200000.0,16.0,OK,27,,LOW
Q1,APAR TIPE K 6KG,6.0,10.0,6.0,1550000.0,15500000.0,OK,2.0,9300000.0,8.0,OK,16,,LOW
Q1,ASBAK,269.0,354.0,361.0,11000.0,3894000.0,OVER,71.0,3971000.0,340.0,OVER,400,,LOW
Q1,BABY CHAIR,14.0,27.0,18.0,286247.0,7728669.0,OVER,2.0,5152446.0,16.0,OVER,52,,LOW
Q1,BAK THAWING BULAT 80 L,8.0,27.0,32.0,389193.75,10508231.25,OVER,1.0,12454200.0,9.0,OVER,46,,LOW
Q1,BALON WHISK,21.0,45.0,79.0,65000.0,2925000.0,OVER,7.0,5135000.0,28.0,OVER,48,,OVER
Q1,BASKOM KOTAK BESAR,221.0,304.0,414.0,38000.0,11552000.0,OVER,44.0,15732000.0,265.0,OVER,360,,OVER
Q1,BASKOM STAINLESS 12 CM,45.0,110.0,138.0,7200.0,792000.0,OVER,11.0,993600.0,56.0,OVER,92,,OVER
Q1,BASKOM STAINLESS 18 CM,93.0,155.0,128.0,20000.0,3100000.0,OVER,38.0,2560000.0,131.0,OK,168,,LOW
Q1,BASKOM STAINLESS UK 14 CM,15.0,70.0,80.0,8400.0,588000.0,OVER,8.0,672000.0,23.0,OVER,49,,OVER
Q1,BASKOM STAINLESS UK 26 CM,30.0,43.0,41.0,37500.0,1612500.0,OVER,15.0,1537500.0,45.0,OK,35,,OK
Q1,BILL HOLDER,39.0,125.0,185.0,120000.0,15000000.0,OVER,18.0,22200000.0,57.0,OVER,166,,OVER
Q1,BOTOL DIPPING BESAR,69.0,324.0,286.0,12500.0,4050000.0,OVER,24.0,3575000.0,93.0,OVER,131,,OVER
Q1,BOTOL KECAP KECIL,187.0,438.0,356.0,10000.0,4380000.0,OVER,40.0,3560000.0,227.0,OVER,355,,OK
Q1,BOTOL SPRAY,230.0,254.0,367.0,15900.0,4038600.0,OVER,56.0,5835300.0,286.0,OVER,433,,LOW
Q1,BURNER GS UK 9 NP,,,66.0,1838833.03,,OK,0.0,121362979.98,0.0,OVER,0,MAINTENANCE,OVER
Q1,CADDY BAG,44.0,50.0,58.0,49800.0,2490000.0,OVER,4.0,2888400.0,48.0,OVER,166,,LOW
Q1,CAPIT SNACK ( BESAR ),77.0,206.0,69.0,16000.0,3296000.0,OK,37.0,1104000.0,114.0,LOW,82,,LOW
Q1,CASH BOX,6.0,18.0,32.0,519920.0,9358560.0,OVER,2.0,16637440.0,8.0,OVER,16,,OVER
Q1,CETING TRADISI ( BESAR ),145.0,304.0,235.0,45000.0,13680000.0,OVER,64.0,10575000.0,209.0,OVER,240,,LOW
Q1,CETING TRADISI ( KECIL ),38.0,300.0,618.0,1167.0,350100.0,OVER,19.0,721206.0,57.0,OVER,73,,OVER
Q1,COOL BOX 55LTR,12.0,16.0,15.0,790000.0,12640000.0,OVER,4.0,11850000.0,16.0,OK,22,,LOW
Q1,DIGITAL CALIPER,7.0,29.0,15.0,398659.0,11561111.0,OVER,1.0,5979885.0,8.0,OVER,27,,LOW
Q1,DISPENSER,27.0,35.0,74.0,193000.0,6755000.0,OVER,9.0,14282000.0,36.0,OVER,55,,OVER
Q1,DISPENSER SABUN KRISBOW,25.0,34.0,17.0,144415.0,4910110.0,OK,13.0,2455055.0,38.0,LOW,104,,LOW
Q1,DITEKTOR UANG PALSU,27.0,90.0,104.0,65000.0,5850000.0,OVER,7.0,6760000.0,34.0,OVER,51,,OVER
Q1,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),32.0,51.0,45.0,565000.0,28815000.0,OVER,6.0,25425000.0,38.0,OVER,102,,LOW
Q1,DUSTBIN STAINLESS BULAT,7.0,25.0,16.0,215590.0,5389750.0,OVER,1.0,3449440.0,8.0,OVER,27,,LOW
Q1,EMBER,16.0,35.0,107.0,249900.0,8746500.0,OVER,6.0,26739300.0,22.0,OVER,27,,OVER
Q1,EMBER 6 GL,27.0,58.0,52.0,80000.0,4640000.0,OVER,18.0,4160000.0,45.0,OVER,55,,LOW
Q1,EROS MELAMINE UK BESAR,29.0,55.0,83.0,11799.0,648945.0,OVER,7.0,979317.0,36.0,OVER,52,,OVER
Q1,EROS STAINLESS UK 30 CC,43.0,120.0,377.0,23000.0,2760000.0,OVER,17.0,8671000.0,60.0,OVER,81,,OVER
Q1,EROS STAINLESS UK 60 CC,36.0,,324.0,28000.0,,OK,17.0,9072000.0,53.0,OVER,67,,OVER
Q1,EROS STAINLESS UK 90 CC,40.0,,324.0,35000.0,,OK,22.0,11340000.0,62.0,OVER,72,,OVER
Q1,EROS STAINLESS UK BESAR,12.0,41.0,74.0,45000.0,1845000.0,OVER,3.0,3330000.0,15.0,OVER,26,,OVER
Q1,FILLING KABINET,7.0,2.0,14.0,1600000.0,3200000.0,OK,2.0,22400000.0,9.0,OVER,36,,LOW
Q1,FOOD PAN KECIL,33.0,80.0,60.0,27500.0,2200000.0,OVER,7.0,1650000.0,40.0,OVER,69,,LOW
Q1,GARPU ADUKAN MIE,135.0,231.0,125.0,46199.0,10671969.0,OK,17.0,5774875.0,152.0,LOW,257,,LOW
Q1,GARPU MAKAN,16.0,15.0,508.0,27500.0,412500.0,OK,8.0,13970000.0,24.0,OVER,23,,OVER
Q1,GAS BURNER ( LONG SHUN ),13.0,12.0,17.0,450000.0,5400000.0,OK,4.0,7650000.0,17.0,OK,0,MAINTENANCE,OVER
Q1,GAS KNOP DIA 8 MM W,,45.0,102.0,78426.0,3529170.0,OVER,0.0,7999452.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,GAS KNOP F/JP SERIES,,28.0,72.0,61129.0,1711612.0,OVER,0.0,4401288.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,GAS VALVE HIGH PREASURE (CONTROL SE),,25.0,28.0,135000.0,3375000.0,OVER,0.0,3780000.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,GAS VALVE HP DOUBLE TURBO,10.0,40.0,41.0,186000.0,7440000.0,OVER,9.0,7626000.0,19.0,OVER,0,MAINTENANCE,OVER
Q1,GELAS KARYAWAN,1357.0,2460.0,1352.0,2462.1,6056766.0,OK,657.0,3328759.1999999997,2014.0,LOW,1200,,OK
Q1,GELAS MINUMAN HANGAT,480.0,780.0,1030.0,21667.0,16900260.0,OVER,262.0,22317010.0,742.0,OVER,816,,OK
Q1,GELAS TEA,9818.0,14963.0,26367.0,7900.0,118207700.0,OVER,6020.0,208299300.0,15838.0,OVER,19611,,OVER
Q1,GELAS UKUR 130 ML,67.0,103.0,153.0,12699.0,1307997.0,OVER,15.0,1942947.0,82.0,OVER,125,,OVER
Q1,GOLOK,62.0,118.0,164.0,35000.0,4130000.0,OVER,7.0,5740000.0,69.0,OVER,90,,OVER
Q1,HAND DRAYER,8.0,20.0,43.0,1499000.0,29980000.0,OVER,2.0,64457000.0,10.0,OVER,36,,OVER
Q1,HARD COVER HIMBAUAN,37.0,90.0,275.0,25000.0,2250000.0,OVER,9.0,6875000.0,46.0,OVER,72,,OVER
Q1,HARD COVER MENU DIMSUM,147.0,300.0,666.0,15000.0,4500000.0,OVER,50.0,9990000.0,197.0,OVER,240,,OVER
Q1,JIGGER UK 20/30,33.0,47.0,95.0,46299.0,2176053.0,OVER,6.0,4398405.0,39.0,OVER,62,,OVER
Q1,JIGGER UK 20/40,29.0,47.0,102.0,49699.0,2335853.0,OVER,6.0,5069298.0,35.0,OVER,49,,OVER
Q1,JIGGER UK 30/40,36.0,42.0,85.0,52500.0,2205000.0,OVER,9.0,4462500.0,45.0,OVER,70,,OVER
Q1,KESET KOTAK KARET LUBANG,55.0,65.0,4.0,231920.0,15074800.0,OK,24.0,927680.0,79.0,LOW,161,,LOW
Q1,KLAKAT DIMSUM,7356.0,16150.0,4333.0,8000.0,129200000.0,OK,1810.0,34664000.0,9166.0,LOW,15001,,LOW
Q1,KLAKAT PREMIUM,313.0,,400.0,15000.0,,OK,188.0,6000000.0,501.0,OK,1860,,LOW
Q1,KNOP BOILER/WATER TAP HEAD,,,71.0,29522.26306,,OK,0.0,2096080.67726,0.0,OVER,0,MAINTENANCE,OVER
Q1,KNOP F/GAS COOK DIAL,,,41.0,52029.33179,,OK,0.0,2133202.60339,0.0,OVER,0,MAINTENANCE,OVER
Q1,KONTAINER PERFORATED,32.0,75.0,62.0,105000.0,7875000.0,OVER,8.0,6510000.0,40.0,OVER,64,,LOW
Q1,KONTAINER SOLID,19.0,1093.0,70.0,190000.0,207670000.0,OVER,5.0,13300000.0,24.0,OVER,40,,OVER
Q1,LADIES STICKER,20.0,100.0,130.0,22500.0,2250000.0,OVER,9.0,2925000.0,29.0,OVER,47,,OVER
Q1,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,,,71.0,744775.8906,,OK,0.0,52879088.2326,0.0,OVER,0,MAINTENANCE,OVER
Q1,LOCKER SET,66.0,222.0,186.0,1173166.0,260442852.0,OVER,14.0,218208876.0,80.0,OVER,240,,LOW
Q1,LOGGER,259.0,405.0,229.0,215000.0,87075000.0,OK,216.0,49235000.0,475.0,LOW,400,,LOW
Q1,MAGNET D 22 W/TREADED BOLT (SP),,30.0,16.0,97251.0,2917530.0,OVER,0.0,1556016.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,MESIN CUP SEALER,13.0,62.0,127.0,775000.0,48050000.0,OVER,8.0,98425000.0,21.0,OVER,36,,OVER
Q1,MOB BUCKET (ALAT PEL SET),12.0,33.0,55.0,523365.0,17271045.0,OVER,3.0,28785075.0,15.0,OVER,46,,OVER
Q1,MUKENA,23.0,68.0,56.0,77266.0,5254088.0,OVER,7.0,4326896.0,30.0,OVER,138,,LOW
Q1,NAMPAN KARET BULAT,51.0,132.0,153.0,70000.0,9240000.0,OVER,22.0,10710000.0,73.0,OVER,97,,OVER
Q1,NAMPAN KARET KOTAK (DIMSUM),293.0,180.0,572.0,65000.0,11700000.0,OK,27.0,37180000.0,320.0,OVER,1021,,LOW
Q1,NAMPAN KAYU KOTAK,135.0,168.0,104.0,165000.0,27720000.0,OK,63.0,17160000.0,198.0,LOW,244,,LOW
Q1,PALLET BIRU (DRY),92.0,110.0,39.0,743700.0,81807000.0,OK,11.0,29004300.0,103.0,LOW,150,,LOW
Q1,PALLET HIJAU (FROZEN),71.0,67.0,68.0,743700.0,49827900.0,LOW,22.0,50571600.0,93.0,LOW,100,,LOW
Q1,PANCI DANDANG DIMSUM UK 36,58.0,73.0,55.0,465000.0,33945000.0,OK,6.0,25575000.0,64.0,LOW,56,,LOW
Q1,PANCI ENDAPAN MINYAK UK 40,31.0,38.0,27.0,525000.0,19950000.0,OK,3.0,14175000.0,34.0,LOW,28,,LOW
Q1,PANCI KUKUS TAHU UK 36,2.0,,36.0,230000.0,,OK,1.0,8280000.0,3.0,OVER,9,,OVER
Q1,PANCI MIE,1720.0,2433.0,1773.0,79200.0,192693600.0,OVER,291.0,140421600.0,2011.0,OK,4171,,LOW
Q1,PANCI ORCHID UK 28,7.0,20.0,15.0,110000.0,2200000.0,OVER,1.0,1650000.0,8.0,OVER,18,,LOW
Q1,PANCI ORCHID UK 32 CM,25.0,87.0,99.0,150000.0,13050000.0,OVER,7.0,14850000.0,32.0,OVER,51,,OVER
Q1,PANCI ORCHID UK 36,49.0,76.0,89.0,200000.0,15200000.0,OVER,10.0,17800000.0,59.0,OVER,90,,LOW
Q1,PAPAN AWAS LANTAI LICIN,14.0,20.0,52.0,42900.0,858000.0,OVER,5.0,2230800.0,19.0,OVER,32,,OVER
Q1,PAPAN TULIS,15.0,20.0,44.0,65000.0,1300000.0,OVER,3.0,2860000.0,18.0,OVER,33,,OVER
Q1,PEMATIK KOMPOR,22.0,150.0,119.0,17500.0,2625000.0,OVER,2.0,2082500.0,24.0,OVER,165,MAINTENANCE,LOW
Q1,PEMBATAS ANTRIAN,38.0,64.0,44.0,599900.0,38393600.0,OVER,8.0,26395600.0,46.0,OK,76,,LOW
Q1,PEMUKUL DAGING,31.0,78.0,161.0,74300.0,5795400.0,OVER,7.0,11962300.0,38.0,OVER,62,,OVER
Q1,PIEZO IGNITER UK 18.MM,,35.0,148.0,77165.0,2700775.0,OVER,0.0,11420420.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,PILOT 250 MM (KOMPOR HIGH PREASURE),11.0,20.0,27.0,50000.0,1000000.0,OVER,1.0,1350000.0,12.0,OVER,0,MAINTENANCE,OVER
Q1,PILOT BURNER F/BUNSEN,,50.0,128.0,216084.0,10804200.0,OVER,0.0,27658752.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,PILOT SW 9000 (SP),,20.0,9.0,359147.0,7182940.0,OVER,0.0,3232323.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,PIRING HAWAI BLACK,4454.0,8867.0,17700.0,28800.0,255369600.0,OVER,3706.0,509760000.0,8160.0,OVER,17068,,OK
Q1,PISAU BUAH BESAR,122.0,130.0,129.0,60000.0,7800000.0,OVER,71.0,7740000.0,193.0,OK,140,,LOW
Q1,PISAU BUAH KECIL,110.0,150.0,237.0,24000.0,3600000.0,OVER,48.0,5688000.0,158.0,OVER,224,,OK
Q1,PISAU GILING DAGING,62.0,30.0,228.0,209940.0,6298200.0,OK,16.0,47866320.0,78.0,OVER,184,,OVER
Q1,PRAXIS KEEPER UK 900ML,71.0,136.0,208.0,15000.0,2040000.0,OVER,26.0,3120000.0,97.0,OVER,119,,OVER
Q1,PUMP DISPENSER,7.0,54.0,40.0,46699.0,2521746.0,OVER,1.0,1867960.0,8.0,OVER,48,,LOW
Q1,RAK GALON OJOL,8.0,,38.0,85000.0,,OK,3.0,3230000.0,11.0,OVER,17,,OVER
Q1,RAK KONTAINER KECIL,22.0,63.0,58.0,105000.0,6615000.0,OVER,4.0,6090000.0,26.0,OVER,35,,OVER
Q1,RAK MUKENA,7.0,25.0,29.0,311600.0,7790000.0,OVER,3.0,9036400.0,10.0,OVER,46,,LOW
Q1,RAK PENITIPAN BARANG CUSTOMER,7.0,27.0,23.0,160000.0,4320000.0,OVER,1.0,3680000.0,8.0,OVER,34,,LOW
Q1,RAK SEPATU KARYAWAN,16.0,60.0,77.0,55000.0,3300000.0,OVER,16.0,4235000.0,32.0,OVER,36,,OVER
Q1,REGULATOR,58.0,35.0,77.0,95000.0,3325000.0,OK,27.0,7315000.0,85.0,OK,75,MAINTENANCE,OK
Q1,SAFETY GAS COOK (GASVALVE GS3878)8325183,,35.0,125.0,1661395.0,58148825.0,OVER,0.0,207674375.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,SAFETY GAS VALVE WITH INLET BRACKET&SREW,,,,734100.0,,OK,0.0,0.0,0.0,OK,0,MAINTENANCE,OK
Q1,SAJADAH,23.0,75.0,43.0,31488.0,2361600.0,OVER,3.0,1353984.0,26.0,OVER,84,,LOW
Q1,SARINGAN MIE,1368.0,1900.0,1732.0,82799.0,157318100.0,OVER,506.0,143407868.0,1874.0,OK,2200,,LOW
Q1,SARINGAN MINYAK,100.0,140.0,160.0,60000.0,8400000.0,OVER,20.0,9600000.0,120.0,OVER,156,,OK
Q1,SARINGAN TEH GACOAN,72.0,155.0,351.0,32899.0,5099345.0,OVER,15.0,11547549.0,87.0,OVER,130,,OVER
Q1,SARUNG,23.0,38.0,42.0,55701.2,2116645.6,OVER,3.0,2339450.4,26.0,OVER,84,,LOW
Q1,SCALE OFF (PEMBERSIH TANGKI BOILER),139.0,172.0,212.0,159200.0,27382400.0,OVER,42.0,33750400.0,181.0,OVER,180,,OK
Q1,SEAL PACK 3.5 LTR/3500 ML,505.0,672.0,461.0,20000.0,13440000.0,OK,230.0,9220000.0,735.0,LOW,430,,OK
Q1,SEAL PACK DIMSUM,1061.0,1456.0,775.0,34000.0,49504000.0,OK,1214.0,26350000.0,2275.0,LOW,980,,LOW
Q1,SEAL PACK POWDER,195.0,240.0,304.0,16000.0,3840000.0,OVER,156.0,4864000.0,351.0,OK,320,,LOW
Q1,SENDOK ES STAINLESS,113.0,270.0,229.0,2292.0,618840.0,OVER,28.0,524868.0,141.0,OVER,206,,OK
Q1,SENDOK MAKAN STAINLESS,18.0,10.0,572.0,27500.0,275000.0,OK,6.0,15730000.0,24.0,OVER,23,,OVER
Q1,SENDOK TAKAR 12 GRM,82.0,,89.0,0.0,,OK,96.0,0.0,178.0,OK,266,,LOW
Q1,SENDOK TAKAR PLASTIK,120.0,245.0,226.0,35000.0,8575000.0,OVER,36.0,7910000.0,156.0,OVER,222,,OK
Q1,SENDOK TAKAR STAINLESS,199.0,475.0,536.0,30050.0,14273750.0,OVER,102.0,16106800.0,301.0,OVER,368,,OVER
Q1,SEROK BESAR KAWAT,82.0,82.0,33.0,40000.0,3280000.0,OK,33.0,1320000.0,115.0,LOW,40,,LOW
Q1,SEROK ICE,74.0,161.0,346.0,55000.0,8855000.0,OVER,12.0,19030000.0,86.0,OVER,135,,OVER
Q1,SHAKER 750,114.0,233.0,336.0,108100.0,25187300.0,OVER,70.0,36321600.0,184.0,OVER,223,,OVER
Q1,SPATULA MIE IBLIS ( SODET COKLAT ),92.0,155.0,337.0,45099.0,6990345.0,OVER,40.0,15198363.0,132.0,OVER,328,,OK
Q1,SPATULA STAINLESS,210.0,200.0,283.0,75000.0,15000000.0,OK,30.0,21225000.0,240.0,OVER,501,,LOW
Q1,STEMPEL,75.0,350.0,200.0,68500.0,23975000.0,OVER,31.0,13700000.0,106.0,OVER,135,,OVER
Q1,STICK PENGGANTI LAMPU,7.0,25.0,15.0,46344.0,1158600.0,OVER,1.0,695160.0,8.0,OVER,32,,LOW
Q1,STIK DRUM,180.0,237.0,205.0,11000.0,2607000.0,OVER,48.0,2255000.0,228.0,OK,230,,LOW
Q1,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,147.0,500.0,460.0,41285.0,20642500.0,OVER,13.0,18991100.0,160.0,OVER,498,,LOW
Q1,SUTIL,54.0,73.0,63.0,45000.0,3285000.0,OVER,18.0,2835000.0,72.0,OK,82,,LOW
Q1,TALENAN PLASTIK,54.0,68.0,59.0,70000.0,4760000.0,OVER,17.0,4130000.0,71.0,OK,81,,LOW
Q1,TANGGA 3 METER,7.0,18.0,22.0,1430000.0,25740000.0,OVER,3.0,31460000.0,10.0,OVER,36,,LOW
Q1,TANGKI BOILER,,14.0,14.0,2461875.0,34466250.0,OVER,0.0,34466250.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,TEKO BESAR ( BIANG TEH ),38.0,73.0,70.0,32500.0,2372500.0,OVER,10.0,2275000.0,48.0,OVER,73,,LOW
Q1,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),24.0,81.0,116.0,389193.75,31524693.75,OVER,5.0,45146475.0,29.0,OVER,90,,OVER
Q1,TEMPAT SAMPAH ABU-ABU 20 LTR,152.0,167.0,93.0,106400.0,17768800.0,OK,25.0,9895200.0,177.0,LOW,239,,LOW
Q1,TEMPAT SAMPAH BESAR UK 80 LTR,18.0,31.0,36.0,165000.0,5115000.0,OVER,6.0,5940000.0,24.0,OVER,32,,OK
Q1,TEMPAT SAMPAH KECIL UK 10 LTR,94.0,97.0,62.0,47500.0,4607500.0,OK,40.0,2945000.0,134.0,LOW,172,,LOW
Q1,TEMPAT SENDOK,7.0,,34.0,22500.0,,OK,5.0,765000.0,12.0,OVER,19,,OVER
Q1,TEMPAT SENDOK FELICIA JUMBO,22.0,81.0,69.0,42461.7,3439397.6999999997,OVER,2.0,2929857.3,24.0,OVER,77,,LOW
Q1,TEMPAT TIMER,27.0,55.0,23.0,30000.0,1650000.0,OK,5.0,690000.0,32.0,LOW,45,,LOW
Q1,TERMOGUN,43.0,97.0,141.0,253080.0,24548760.0,OVER,18.0,35684280.0,61.0,OVER,106,,OVER
Q1,TERMOMETER,79.0,142.0,136.0,110750.0,15726500.0,OVER,46.0,15062000.0,125.0,OVER,151,,LOW
Q1,TERMOS AIR,27.0,60.0,64.0,340000.0,20400000.0,OVER,12.0,21760000.0,39.0,OVER,53,,OK
Q1,THERMOCOUPLE,,25.0,119.0,145904.0,3647600.0,OVER,0.0,17362576.0,0.0,OVER,0,MAINTENANCE,OVER
Q1,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",,,,133300.0,,OK,0.0,0.0,0.0,OK,0,MAINTENANCE,OK
Q1,TIMBANGAN 100 KG,18.0,29.0,21.0,1250000.0,36250000.0,OVER,4.0,26250000.0,22.0,OK,35,,LOW
Q1,TIMBANGAN DIGITAL FORTUNO 30 KG,42.0,200.0,276.0,700000.0,140000000.0,OVER,7.0,193200000.0,49.0,OVER,76,,OVER
Q1,TIMBANGAN DIGITAL KECIL,7.0,25.0,15.0,71608.0,1790200.0,OVER,1.0,1074120.0,8.0,OVER,27,,LOW
Q1,TIMER DIGITAL,887.0,1240.0,706.0,16500.0,20460000.0,OK,730.0,11649000.0,1617.0,LOW,1500,,LOW
Q1,TOOL BOX,12.0,25.0,23.0,808000.0,20200000.0,OVER,2.0,18584000.0,14.0,OVER,22,,OK
Q1,TOPLES UK 18 LTR,622.0,712.0,384.0,48000.0,34176000.0,OK,290.0,18432000.0,912.0,LOW,390,,LOW
Q1,TOPLES UK 4 LTR,202.0,432.0,347.0,22000.0,9504000.0,OVER,84.0,7634000.0,286.0,OVER,368,,LOW
Q1,TOPLES UK 9 LTR,348.0,396.0,287.0,30000.0,11880000.0,OK,190.0,8610000.0,538.0,LOW,250,,OK
Q1,TOWEL,3755.0,9827.0,14661.0,6500.0,63875500.0,OVER,1977.0,95296500.0,5732.0,OVER,8649,,OVER
Q1,TROLLI CLEAR UP,40.0,57.0,100.0,1206292.4,68758666.8,OVER,6.0,120629239.99999999,46.0,OVER,150,,LOW
Q1,TROLLI LOADING,13.0,13.0,11.0,1550000.0,20150000.0,OK,2.0,17050000.0,15.0,LOW,50,,LOW
Q1,WAJAN BESI UK 50',42.0,50.0,42.0,125000.0,6250000.0,OK,14.0,5250000.0,56.0,OK,161,,LOW
Q1,WAJAN BESI UK 70',31.0,40.0,58.0,300000.0,12000000.0,OVER,9.0,17400000.0,40.0,OVER,120,,LOW
Q2,AKRILIC PRINTER,47.0,,332.0,41500.0,,OK,7.0,13778000.0,54.0,OVER,192,,OVER
Q2,ALAT PEL,47.0,93.0,156.0,72100.0,6705300.0,OVER,5.0,11247600.0,52.0,OVER,102,,OVER
Q2,ALAT PEMADAM KEBAKARAN ( APAR ),6.0,8.0,7.0,750000.0,6000000.0,OVER,1.0,5250000.0,7.0,OK,19,,LOW
Q2,AMBRO FLATWARE BASKET,10.0,38.0,79.0,85000.0,3230000.0,OVER,1.0,6715000.0,11.0,OVER,32,,OVER
Q2,APAR POWDER 3KG,12.0,16.0,14.0,450000.0,7200000.0,OVER,2.0,6300000.0,14.0,OK,27,,LOW
Q2,APAR TIPE K 6KG,6.0,8.0,7.0,1550000.0,12400000.0,OVER,1.0,10850000.0,7.0,OK,16,,LOW
Q2,ASBAK,262.0,306.0,345.0,11000.0,3366000.0,OVER,11.0,3795000.0,273.0,OVER,400,,LOW
Q2,BABY CHAIR,32.0,69.0,51.0,275000.0,18975000.0,OVER,24.0,14025000.0,56.0,OK,52,,LOW
Q2,BAK THAWING BULAT 80 L,9.0,,8.0,389193.75,,LOW,10.0,3113550.0,19.0,LOW,46,,LOW
Q2,BALON WHISK,27.0,,55.0,65000.0,,OK,6.0,3575000.0,33.0,OVER,48,,OVER
Q2,BASKOM KOTAK BESAR,218.0,112.0,322.0,38000.0,4256000.0,OK,52.0,12236000.0,270.0,OVER,360,,LOW
Q2,BASKOM STAINLESS 12 CM,32.0,50.0,182.0,7200.0,360000.0,OVER,14.0,1310400.0,46.0,OVER,92,,OVER
Q2,BASKOM STAINLESS 18 CM,83.0,95.0,208.0,20000.0,1900000.0,OVER,10.0,4160000.0,93.0,OVER,168,,OVER
Q2,BASKOM STAINLESS UK 14 CM,18.0,,111.0,8400.0,,OK,3.0,932400.0,21.0,OVER,49,,OVER
Q2,BASKOM STAINLESS UK 26 CM,35.0,25.0,29.0,37500.0,937500.0,LOW,31.0,1087500.0,66.0,LOW,35,,LOW
Q2,BILL HOLDER,51.0,223.0,535.0,120000.0,26760000.0,OVER,13.0,64200000.0,64.0,OVER,166,,OVER
Q2,BOTOL DIPPING BESAR,42.0,,342.0,12500.0,,OK,0.0,4275000.0,42.0,OVER,131,,OVER
Q2,BOTOL KECAP KECIL,156.0,300.0,375.0,10000.0,3000000.0,OVER,46.0,3750000.0,202.0,OVER,355,,OK
Q2,BOTOL SPRAY,213.0,651.0,1320.0,15900.0,10350900.0,OVER,10.0,20988000.0,223.0,OVER,433,,OVER
Q2,BURNER GS UK 9 NP,,,66.0,1838833.03,,OK,0.0,121362979.98,0.0,OVER,0,MAINTENANCE,OVER
Q2,CADDY BAG,68.0,91.0,266.0,50025.0,4552275.0,OVER,24.0,13306650.0,92.0,OVER,166,,OVER
Q2,CAPIT SNACK ( BESAR ),92.0,96.0,91.0,16000.0,1536000.0,OK,15.0,1456000.0,107.0,LOW,82,,OK
Q2,CASH BOX,7.0,12.0,42.0,649900.0,7798800.0,OVER,1.0,27295800.0,8.0,OVER,16,,OVER
Q2,CETING TRADISI ( BESAR ),150.0,143.0,256.0,48000.0,6864000.0,OK,49.0,12288000.0,199.0,OVER,240,,OK
Q2,CETING TRADISI ( KECIL ),29.0,,510.0,1167.0,,OK,23.0,595170.0,52.0,OVER,73,,OVER
Q2,COOL BOX 55LTR,6.0,17.0,29.0,790000.0,13430000.0,OVER,3.0,22910000.0,9.0,OVER,22,,OVER
Q2,DIGITAL CALIPER,13.0,48.0,90.0,399396.0,19171008.0,OVER,6.0,35945640.0,19.0,OVER,27,,OVER
Q2,DISPENSER,24.0,24.0,73.0,1053600.0,25286400.0,OK,5.0,76912800.0,29.0,OVER,55,,OVER
Q2,DISPENSER SABUN KRISBOW,49.0,192.0,295.0,170940.0,32820480.0,OVER,24.0,50427300.0,73.0,OVER,104,,OVER
Q2,DITEKTOR UANG PALSU,22.0,,105.0,65000.0,,OK,6.0,6825000.0,28.0,OVER,51,,OVER
Q2,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),25.0,18.0,48.0,565000.0,10170000.0,OK,1.0,27120000.0,26.0,OVER,102,,LOW
Q2,DUSTBIN STAINLESS BULAT,15.0,30.0,36.0,200000.0,6000000.0,OVER,5.0,7200000.0,20.0,OVER,27,,OVER
Q2,EMBER,13.0,3.0,107.0,249900.0,749700.0,OK,4.0,26739300.0,17.0,OVER,27,,OVER
Q2,EMBER 6 GL,14.0,45.0,77.0,80000.0,3600000.0,OVER,7.0,6160000.0,21.0,OVER,55,,OVER
Q2,EROS MELAMINE UK BESAR,30.0,25.0,78.0,11000.0,275000.0,OK,3.0,858000.0,33.0,OVER,52,,OVER
