CAB,MONTH,SOURCE,KAT,NOM
CBNPEM,01-Mar-24,WEB,GRAB FOOD,255616089
CBNPEM,01-Mar-24,WEB,QRIS SHOPEE,42876000
CBNPEM,01-Mar-24,WEB,SHOPEEPAY,251603500
CKGBOU,01-Apr-24,INVOICE,GO RESTO,318454143
CKGBOU,01-Apr-24,INVOICE,GRAB FOOD,331077633.6
CKGBOU,01-Apr-24,INVOICE,QRIS SHOPEE,215063488
CKGBOU,01-Apr-24,INVOICE,SHOPEEPAY,800389184
CKGBOU,01-Apr-24,WEB,GO RESTO,318905992
CKGBOU,01-Apr-24,WEB,GRAB FOOD,332131328
CKGBOU,01-Apr-24,WEB,QRIS SHOPEE,214414000
CKGBOU,01-Apr-24,WEB,SHOPEEPAY,803600344
CKGBOU,01-Aug-24,INVOICE,GO RESTO,298530769
CKGBOU,01-Aug-24,INVOICE,GRAB FOOD,273686296
CKGBOU,01-Aug-24,INVOICE,QRIS SHOPEE,264333000
CKGBOU,01-Aug-24,INVOICE,SHOPEEPAY,1022401273
CKGBOU,01-Aug-24,WEB,CASH,1816663500
CKGBOU,01-Aug-24,WEB,EDC,201029000
CKGBOU,01-Aug-24,WEB,GO RESTO,299646994
CKGBOU,01-Aug-24,WEB,GRAB FOOD,274257136
CKGBOU,01-Aug-24,WEB,QRIS SHOPEE,264180500
CKGBOU,01-Aug-24,WEB,SHOPEEPAY,1025976351
CKGBOU,01-Feb-24,INVOICE,GO RESTO,292775564
CKGBOU,01-Feb-24,INVOICE,GRAB FOOD,257028830
CKGBOU,01-Feb-24,INVOICE,QRIS SHOPEE,185652500
CKGBOU,01-Feb-24,INVOICE,SHOPEEPAY,694650391
CKGBOU,01-Feb-24,WEB,GO RESTO,293391848
CKGBOU,01-Feb-24,WEB,GRAB FOOD,257128709
CKGBOU,01-Feb-24,WEB,QRIS SHOPEE,185624000
CKGBOU,01-Feb-24,WEB,SHOPEEPAY,696264639
CKGBOU,01-Jan-24,INVOICE,GO RESTO,455032500
CKGBOU,01-Jan-24,INVOICE,GRAB FOOD,270227128
CKGBOU,01-Jan-24,INVOICE,QRIS SHOPEE,220661022
CKGBOU,01-Jan-24,INVOICE,SHOPEEPAY,713220010
CKGBOU,01-Jan-24,WEB,CASH,1940170000
CKGBOU,01-Jan-24,WEB,EDC,234649000
CKGBOU,01-Jan-24,WEB,GO RESTO,456539500
CKGBOU,01-Jan-24,WEB,GRAB FOOD,273139308
CKGBOU,01-Jan-24,WEB,QRIS SHOPEE,220910000
CKGBOU,01-Jan-24,WEB,SHOPEEPAY,716847500
CKGBOU,01-Jul-24,INVOICE,GO RESTO,447692782
CKGBOU,01-Jul-24,INVOICE,GRAB FOOD,277961991
CKGBOU,01-Jul-24,INVOICE,QRIS SHOPEE,250696100
CKGBOU,01-Jul-24,INVOICE,SHOPEEPAY,886943543
CKGBOU,01-Jul-24,WEB,CASH,1840175500
CKGBOU,01-Jul-24,WEB,EDC,216659500
CKGBOU,01-Jul-24,WEB,GO RESTO,449799951
CKGBOU,01-Jul-24,WEB,GRAB FOOD,278158894
CKGBOU,01-Jul-24,WEB,QRIS SHOPEE,250890000
CKGBOU,01-Jul-24,WEB,SHOPEEPAY,888439684
CKGBOU,01-Mar-24,INVOICE,GO RESTO,226181034
CKGBOU,01-Mar-24,INVOICE,GRAB FOOD,282607432.4
CKGBOU,01-Mar-24,INVOICE,QRIS SHOPEE,199946314
CKGBOU,01-Mar-24,INVOICE,SHOPEEPAY,707871085
CKGBOU,01-Mar-24,WEB,GO RESTO,226399994
CKGBOU,01-Mar-24,WEB,GRAB FOOD,284576333
CKGBOU,01-Mar-24,WEB,QRIS SHOPEE,199584500
CKGBOU,01-Mar-24,WEB,SHOPEEPAY,710724061
CKGINT,01-Aug-24,INVOICE,GO RESTO,266202501
CKGINT,01-Aug-24,INVOICE,GRAB FOOD,298605660.2
CKGINT,01-Aug-24,INVOICE,QRIS ESB,561743000
CKGINT,01-Aug-24,INVOICE,QRIS SHOPEE,100726000
CKGINT,01-Aug-24,INVOICE,SHOPEEPAY,856045434
CKGINT,01-Aug-24,WEB,CASH,1222133000
CKGINT,01-Aug-24,WEB,GO RESTO,266715000
CKGINT,01-Aug-24,WEB,GRAB FOOD,299851340
CKGINT,01-Aug-24,WEB,QRIS ESB,561549000
CKGINT,01-Aug-24,WEB,QRIS SHOPEE,100743500
CKGINT,01-Aug-24,WEB,RESERVASI,1175000
CKGINT,01-Aug-24,WEB,SHOPEEPAY,858293500
CKGINT,01-Jul-24,INVOICE,GO RESTO,402790883
CKGINT,01-Jul-24,INVOICE,GRAB FOOD,305749272.8
CKGINT,01-Jul-24,INVOICE,QRIS ESB,47508000
CKGINT,01-Jul-24,INVOICE,QRIS SHOPEE,232036500
CKGINT,01-Jul-24,INVOICE,SHOPEEPAY,798815709
CKGINT,01-Jul-24,WEB,CASH,1441885500
CKGINT,01-Jul-24,WEB,EDC,204828500
CKGINT,01-Jul-24,WEB,GO RESTO,404296500
CKGINT,01-Jul-24,WEB,GRAB FOOD,306219521
CKGINT,01-Jul-24,WEB,QRIS ESB,47508000
CKGINT,01-Jul-24,WEB,QRIS SHOPEE,231635000
CKGINT,01-Jul-24,WEB,SHOPEEPAY,803352000
CKGPAH,01-Aug-24,INVOICE,GO RESTO,257100020
CKGPAH,01-Aug-24,INVOICE,GRAB FOOD,247134348.1
CKGPAH,01-Aug-24,INVOICE,QRIS SHOPEE,398616637
CKGPAH,01-Aug-24,INVOICE,SHOPEEPAY,787054671
CKGPAH,01-Aug-24,WEB,CASH,970946000
CKGPAH,01-Aug-24,WEB,EDC,44000
CKGPAH,01-Aug-24,WEB,GO RESTO,256452011
CKGPAH,01-Aug-24,WEB,GRAB FOOD,247599613
CKGPAH,01-Aug-24,WEB,QRIS SHOPEE,398145000
CKGPAH,01-Aug-24,WEB,SHOPEEPAY,789409176
CKGPAH,01-Jul-24,INVOICE,GO RESTO,395333656
CKGPAH,01-Jul-24,INVOICE,GRAB FOOD,219795394.6
CKGPAH,01-Jul-24,INVOICE,QRIS SHOPEE,361026700
CKGPAH,01-Jul-24,INVOICE,SHOPEEPAY,749250165
CKGPAH,01-Jul-24,WEB,CASH,1001316000
CKGPAH,01-Jul-24,WEB,EDC,78681500
CKGPAH,01-Jul-24,WEB,GO RESTO,396117708
CKGPAH,01-Jul-24,WEB,GRAB FOOD,220651326
CKGPAH,01-Jul-24,WEB,QRIS SHOPEE,361445000
CKGPAH,01-Jul-24,WEB,SHOPEEPAY,749214996
CPTALA,01-Aug-24,INVOICE,GO RESTO,247268333
CPTALA,01-Aug-24,INVOICE,GRAB FOOD,326024861.2
CPTALA,01-Aug-24,INVOICE,QRIS ESB,621865000
CPTALA,01-Aug-24,INVOICE,QRIS SHOPEE,214903500
CPTALA,01-Aug-24,INVOICE,SHOPEEPAY,886213451
CPTALA,01-Aug-24,WEB,CASH,901920000
CPTALA,01-Aug-24,WEB,GO RESTO,247519000
CPTALA,01-Aug-24,WEB,GRAB FOOD,326797405
CPTALA,01-Aug-24,WEB,QRIS ESB,621336500
CPTALA,01-Aug-24,WEB,QRIS SHOPEE,214770500
CPTALA,01-Aug-24,WEB,SHOPEEPAY,886604000
CPTALA,01-Jul-24,INVOICE,GO RESTO,385618047
CPTALA,01-Jul-24,INVOICE,GRAB FOOD,338132711.3
CPTALA,01-Jul-24,INVOICE,QRIS ESB,512559500
CPTALA,01-Jul-24,INVOICE,QRIS SHOPEE,197797500
CPTALA,01-Jul-24,INVOICE,SHOPEEPAY,802976719
CPTALA,01-Jul-24,WEB,CASH,951176000
CPTALA,01-Jul-24,WEB,EDC,120755000
CPTALA,01-Jul-24,WEB,GO RESTO,387045000
CPTALA,01-Jul-24,WEB,GRAB FOOD,339681165
CPTALA,01-Jul-24,WEB,QRIS ESB,512559500
CPTALA,01-Jul-24,WEB,QRIS SHOPEE,197251000
CPTALA,01-Jul-24,WEB,SHOPEEPAY,804850000
CPTCIA,01-Aug-24,INVOICE,GO RESTO,315856020
CPTCIA,01-Aug-24,INVOICE,GRAB FOOD,262008396
CPTCIA,01-Aug-24,INVOICE,QRIS SHOPEE,413169001
CPTCIA,01-Aug-24,INVOICE,SHOPEEPAY,665929735
CPTCIA,01-Aug-24,WEB,CASH,820794500
CPTCIA,01-Aug-24,WEB,EDC,48899000
CPTCIA,01-Aug-24,WEB,GO RESTO,315922165
CPTCIA,01-Aug-24,WEB,GRAB FOOD,262743283
CPTCIA,01-Aug-24,WEB,QRIS SHOPEE,412769500
CPTCIA,01-Aug-24,WEB,SHOPEEPAY,667187546
CPTCIA,01-Jul-24,INVOICE,GO RESTO,470836590
CPTCIA,01-Jul-24,INVOICE,GRAB FOOD,229672091
CPTCIA,01-Jul-24,INVOICE,QRIS SHOPEE,410538000
CPTCIA,01-Jul-24,INVOICE,SHOPEEPAY,610832425
CPTCIA,01-Jul-24,WEB,CASH,933879500
CPTCIA,01-Jul-24,WEB,EDC,88246000
CPTCIA,01-Jul-24,WEB,GO RESTO,471367428
CPTCIA,01-Jul-24,WEB,GRAB FOOD,229437307
CPTCIA,01-Jul-24,WEB,QRIS SHOPEE,409361500
CPTCIA,01-Jul-24,WEB,SHOPEEPAY,611336276
CPTPUS,01-Apr-24,INVOICE,GO RESTO,340819006
CPTPUS,01-Apr-24,INVOICE,GRAB FOOD,277113263.5
CPTPUS,01-Apr-24,INVOICE,QRIS SHOPEE,284062393
CPTPUS,01-Apr-24,INVOICE,SHOPEEPAY,865395318
CPTPUS,01-Apr-24,WEB,GO RESTO,341178000
CPTPUS,01-Apr-24,WEB,GRAB FOOD,278816969
CPTPUS,01-Apr-24,WEB,QRIS SHOPEE,283568000
CPTPUS,01-Apr-24,WEB,SHOPEEPAY,864759000
CPTPUS,01-Jun-24,INVOICE,GO RESTO,496490675
CPTPUS,01-Jun-24,INVOICE,GRAB FOOD,238091641
CPTPUS,01-Jun-24,INVOICE,QRIS SHOPEE,311587200
CPTPUS,01-Jun-24,INVOICE,SHOPEEPAY,907362296
CPTPUS,01-Jun-24,WEB,CASH,1463991000
CPTPUS,01-Jun-24,WEB,EDC,173863000
CPTPUS,01-Jun-24,WEB,GO RESTO,496943500
CPTPUS,01-Jun-24,WEB,GRAB FOOD,238760442
CPTPUS,01-Jun-24,WEB,QRIS SHOPEE,311312000
CPTPUS,01-Jun-24,WEB,SHOPEEPAY,906795500
CPTPUS,01-Mar-24,INVOICE,GO RESTO,253384863
CPTPUS,01-Mar-24,INVOICE,GRAB FOOD,233532203
CPTPUS,01-Mar-24,INVOICE,QRIS SHOPEE,308595902
CPTPUS,01-Mar-24,INVOICE,SHOPEEPAY,775519391
CPTPUS,01-Mar-24,WEB,GO RESTO,254052500
CPTPUS,01-Mar-24,WEB,GRAB FOOD,235766399
CPTPUS,01-Mar-24,WEB,QRIS SHOPEE,308027500
CPTPUS,01-Mar-24,WEB,SHOPEEPAY,775977000
CPTPUS,01-May-24,INVOICE,GO RESTO,417718037
CPTPUS,01-May-24,INVOICE,GRAB FOOD,223404933.4
CPTPUS,01-May-24,INVOICE,QRIS SHOPEE,297753275
CPTPUS,01-May-24,INVOICE,SHOPEEPAY,888507916
CPTPUS,01-May-24,WEB,GO RESTO,417831500
CPTPUS,01-May-24,WEB,GRAB FOOD,223718691
CPTPUS,01-May-24,WEB,QRIS SHOPEE,297500500
CPTPUS,01-May-24,WEB,SHOPEEPAY,889458500
DPKBOJ,01-Apr-24,INVOICE,GO RESTO,237766508
DPKBOJ,01-Apr-24,INVOICE,GRAB FOOD,193195370.1
DPKBOJ,01-Apr-24,INVOICE,QRIS SHOPEE,171155500
DPKBOJ,01-Apr-24,INVOICE,SHOPEEPAY,384552639
DPKBOJ,01-Apr-24,WEB,GO RESTO,237822715
DPKBOJ,01-Apr-24,WEB,GRAB FOOD,193730522
DPKBOJ,01-Apr-24,WEB,QRIS SHOPEE,171040500
DPKBOJ,01-Apr-24,WEB,SHOPEEPAY,385745262
DPKBOJ,01-Jun-24,INVOICE,GO RESTO,253902245
DPKBOJ,01-Jun-24,INVOICE,GRAB FOOD,138205066
DPKBOJ,01-Jun-24,INVOICE,QRIS SHOPEE,250413500
DPKBOJ,01-Jun-24,INVOICE,SHOPEEPAY,327834381
DPKBOJ,01-Jun-24,WEB,CASH,985976000
DPKBOJ,01-Jun-24,WEB,EDC,84776500
DPKBOJ,01-Jun-24,WEB,GO RESTO,254043291
DPKBOJ,01-Jun-24,WEB,GRAB FOOD,138798190
DPKBOJ,01-Jun-24,WEB,QRIS SHOPEE,250417500
DPKBOJ,01-Jun-24,WEB,SHOPEEPAY,328876422
DPKBOJ,01-Mar-24,INVOICE,GO RESTO,204495194
DPKBOJ,01-Mar-24,INVOICE,GRAB FOOD,198583415
DPKBOJ,01-Mar-24,INVOICE,QRIS SHOPEE,177074000
DPKBOJ,01-Mar-24,INVOICE,SHOPEEPAY,420292652
DPKBOJ,01-Mar-24,WEB,GO RESTO,204717533
DPKBOJ,01-Mar-24,WEB,GRAB FOOD,198874154
DPKBOJ,01-Mar-24,WEB,QRIS SHOPEE,177138000
DPKBOJ,01-Mar-24,WEB,SHOPEEPAY,420365376
DPKBOJ,01-May-24,INVOICE,GO RESTO,230396203
DPKBOJ,01-May-24,INVOICE,GRAB FOOD,145796347.5
DPKBOJ,01-May-24,INVOICE,QRIS SHOPEE,205150000
DPKBOJ,01-May-24,INVOICE,SHOPEEPAY,330459919
DPKBOJ,01-May-24,WEB,CASH,988279500
DPKBOJ,01-May-24,WEB,EDC,83037500
DPKBOJ,01-May-24,WEB,GO RESTO,230482408
DPKBOJ,01-May-24,WEB,GRAB FOOD,145983826
DPKBOJ,01-May-24,WEB,QRIS SHOPEE,205093500
DPKBOJ,01-May-24,WEB,SHOPEEPAY,330810023
DPKJAS,01-Feb-24,INVOICE,GO RESTO,601556274
DPKJAS,01-Feb-24,INVOICE,GRAB FOOD,568670919.4
DPKJAS,01-Feb-24,INVOICE,QRIS SHOPEE,120436098
DPKJAS,01-Feb-24,INVOICE,QRIS TELKOM,609840500
DPKJAS,01-Feb-24,INVOICE,SHOPEEPAY,1234325606
DPKJAS,01-Feb-24,WEB,GO RESTO,601870500
DPKJAS,01-Feb-24,WEB,GRAB FOOD,568839436
DPKJAS,01-Feb-24,WEB,QRIS SHOPEE,120191500
DPKJAS,01-Feb-24,WEB,QRIS TELKOM,609743000
DPKJAS,01-Feb-24,WEB,SHOPEEPAY,1235916000
DPKJAS,01-Jan-24,INVOICE,GO RESTO,762031000
DPKJAS,01-Jan-24,INVOICE,GRAB FOOD,551199282.2
DPKJAS,01-Jan-24,INVOICE,QRIS SHOPEE,146166700
DPKJAS,01-Jan-24,INVOICE,QRIS TELKOM,653740500
DPKJAS,01-Jan-24,INVOICE,SHOPEEPAY,1264015509
DPKJAS,01-Jan-24,WEB,CASH,1701268500
DPKJAS,01-Jan-24,WEB,EDC,148100500
DPKJAS,01-Jan-24,WEB,GO RESTO,764559000
DPKJAS,01-Jan-24,WEB,GRAB FOOD,555635193
DPKJAS,01-Jan-24,WEB,QRIS SHOPEE,146227000
DPKJAS,01-Jan-24,WEB,QRIS TELKOM,653705500
DPKJAS,01-Jan-24,WEB,SHOPEEPAY,1266959000
GGPDAA,01-Aug-24,INVOICE,GO RESTO,371384608
GGPDAA,01-Aug-24,INVOICE,GRAB FOOD,595570736.4
GGPDAA,01-Aug-24,INVOICE,QRIS SHOPEE,436266000
GGPDAA,01-Aug-24,INVOICE,SHOPEEPAY,1537876627
GGPDAA,01-Aug-24,WEB,CASH,1532291500
GGPDAA,01-Aug-24,WEB,EDC,117000
GGPDAA,01-Aug-24,WEB,GO RESTO,373019038
GGPDAA,01-Aug-24,WEB,GRAB FOOD,601218046
GGPDAA,01-Aug-24,WEB,QRIS SHOPEE,440571000
GGPDAA,01-Aug-24,WEB,SHOPEEPAY,1547285557
GGPDAA,01-Jul-24,INVOICE,GO RESTO,546230229
GGPDAA,01-Jul-24,INVOICE,GRAB FOOD,559980469.3
GGPDAA,01-Jul-24,INVOICE,QRIS SHOPEE,388668501
GGPDAA,01-Jul-24,INVOICE,SHOPEEPAY,1368084728
GGPDAA,01-Jul-24,WEB,CASH,1454673500
GGPDAA,01-Jul-24,WEB,EDC,162241000
GGPDAA,01-Jul-24,WEB,GO RESTO,549039207
GGPDAA,01-Jul-24,WEB,GRAB FOOD,568083325
GGPDAA,01-Jul-24,WEB,QRIS SHOPEE,396597500
GGPDAA,01-Jul-24,WEB,SHOPEEPAY,1377027210
GGPPAN,01-Jul-24,INVOICE,GO RESTO,503514339
GGPPAN,01-Jul-24,INVOICE,GRAB FOOD,465470943.3
GGPPAN,01-Jul-24,INVOICE,QRIS ESB,46177500
GGPPAN,01-Jul-24,INVOICE,QRIS SHOPEE,323239501
GGPPAN,01-Jul-24,INVOICE,SHOPEEPAY,1315824432
GGPPAN,01-Jul-24,WEB,CASH,1301282000
GGPPAN,01-Jul-24,WEB,EDC,197920500
GGPPAN,01-Jul-24,WEB,GO RESTO,503983500
GGPPAN,01-Jul-24,WEB,GRAB FOOD,474946177
GGPPAN,01-Jul-24,WEB,QRIS ESB,46177500
GGPPAN,01-Jul-24,WEB,QRIS SHOPEE,322245500
GGPPAN,01-Jul-24,WEB,SHOPEEPAY,1318271000
JMRSUM,01-Feb-24,INVOICE,GO RESTO,383324549
JMRSUM,01-Feb-24,INVOICE,GRAB FOOD,581446391.9
JMRSUM,01-Feb-24,INVOICE,QRIS SHOPEE,111984386
JMRSUM,01-Feb-24,INVOICE,SHOPEEPAY,359287121
JMRSUM,01-Feb-24,WEB,GO RESTO,383406835
JMRSUM,01-Feb-24,WEB,GRAB FOOD,581791751
JMRSUM,01-Feb-24,WEB,QRIS SHOPEE,111824000
JMRSUM,01-Feb-24,WEB,SHOPEEPAY,359404152
JMRSUM,01-Jan-24,INVOICE,GO RESTO,441929000
JMRSUM,01-Jan-24,INVOICE,GRAB FOOD,533701833.8
JMRSUM,01-Jan-24,INVOICE,QRIS SHOPEE,115542501
JMRSUM,01-Jan-24,INVOICE,SHOPEEPAY,360113000
JMRSUM,01-Jan-24,WEB,CASH,1427942500
JMRSUM,01-Jan-24,WEB,EDC,42598000
JMRSUM,01-Jan-24,WEB,GO RESTO,442291000
JMRSUM,01-Jan-24,WEB,GRAB FOOD,540310845
JMRSUM,01-Jan-24,WEB,QRIS SHOPEE,115580500
JMRSUM,01-Jan-24,WEB,SHOPEEPAY,360695500
KDRKED,01-Apr-24,INVOICE,GO RESTO,161090463
KDRKED,01-Apr-24,INVOICE,GRAB FOOD,135300311
KDRKED,01-Apr-24,INVOICE,QRIS SHOPEE,17601500
KDRKED,01-Apr-24,INVOICE,QRIS TELKOM,231299501
KDRKED,01-Apr-24,INVOICE,SHOPEEPAY,196392406
KDRKED,01-Apr-24,WEB,GO RESTO,161074000
KDRKED,01-Apr-24,WEB,GRAB FOOD,135314218
KDRKED,01-Apr-24,WEB,QRIS SHOPEE,17560500
KDRKED,01-Apr-24,WEB,QRIS TELKOM,230839500
KDRKED,01-Apr-24,WEB,SHOPEEPAY,196541000
KDRKED,01-Mar-24,INVOICE,GO RESTO,107583894
KDRKED,01-Mar-24,INVOICE,GRAB FOOD,107468924
KDRKED,01-Mar-24,INVOICE,QRIS SHOPEE,19725500
KDRKED,01-Mar-24,INVOICE,QRIS TELKOM,158355500
KDRKED,01-Mar-24,INVOICE,SHOPEEPAY,136659195
KDRKED,01-Mar-24,WEB,GO RESTO,107595500
KDRKED,01-Mar-24,WEB,GRAB FOOD,107593493
KDRKED,01-Mar-24,WEB,QRIS SHOPEE,19848000
KDRKED,01-Mar-24,WEB,QRIS TELKOM,158335000
KDRKED,01-Mar-24,WEB,SHOPEEPAY,136652000
KYBFAT,01-Aug-24,INVOICE,GO RESTO,424206115
KYBFAT,01-Aug-24,INVOICE,GRAB FOOD,302553748.6
KYBFAT,01-Aug-24,INVOICE,QRIS SHOPEE,406024578
KYBFAT,01-Aug-24,INVOICE,SHOPEEPAY,691457993
KYBFAT,01-Aug-24,WEB,CASH,947153000
KYBFAT,01-Aug-24,WEB,EDC,5898000
KYBFAT,01-Aug-24,WEB,GO RESTO,426270775
KYBFAT,01-Aug-24,WEB,GRAB FOOD,303877055
KYBFAT,01-Aug-24,WEB,QRIS SHOPEE,405937000
KYBFAT,01-Aug-24,WEB,SHOPEEPAY,696849905
KYBFAT,01-Jul-24,INVOICE,GO RESTO,566884218
KYBFAT,01-Jul-24,INVOICE,GRAB FOOD,290565451
KYBFAT,01-Jul-24,INVOICE,QRIS SHOPEE,300140500
KYBFAT,01-Jul-24,INVOICE,SHOPEEPAY,680288070
KYBFAT,01-Jul-24,WEB,CASH,981930000
KYBFAT,01-Jul-24,WEB,EDC,183644500
KYBFAT,01-Jul-24,WEB,GO RESTO,568797744
KYBFAT,01-Jul-24,WEB,GRAB FOOD,290824218
KYBFAT,01-Jul-24,WEB,QRIS SHOPEE,300293000
KYBFAT,01-Jul-24,WEB,SHOPEEPAY,683437058
KYBKEM,01-Aug-24,INVOICE,GO RESTO,464872365
KYBKEM,01-Aug-24,INVOICE,GRAB FOOD,400759306
KYBKEM,01-Aug-24,INVOICE,QRIS ESB,488120500
KYBKEM,01-Aug-24,INVOICE,QRIS SHOPEE,40534000
KYBKEM,01-Aug-24,INVOICE,SHOPEEPAY,1161119809
KYBKEM,01-Aug-24,WEB,CASH,676202500
KYBKEM,01-Aug-24,WEB,EDC,57818000
KYBKEM,01-Aug-24,WEB,GO RESTO,467504500
KYBKEM,01-Aug-24,WEB,GRAB FOOD,404334603
KYBKEM,01-Aug-24,WEB,QRIS ESB,488026000
KYBKEM,01-Aug-24,WEB,QRIS SHOPEE,40590000
KYBKEM,01-Aug-24,WEB,SHOPEEPAY,1163541000
KYBKEM,01-Jul-24,INVOICE,GO RESTO,585656196
KYBKEM,01-Jul-24,INVOICE,GRAB FOOD,414421818.5
KYBKEM,01-Jul-24,INVOICE,QRIS ESB,114727000
KYBKEM,01-Jul-24,INVOICE,QRIS SHOPEE,190217003
KYBKEM,01-Jul-24,INVOICE,SHOPEEPAY,1035873729
KYBKEM,01-Jul-24,WEB,CASH,848557500
KYBKEM,01-Jul-24,WEB,EDC,127266000
KYBKEM,01-Jul-24,WEB,GO RESTO,587175000
KYBKEM,01-Jul-24,WEB,GRAB FOOD,418279214
KYBKEM,01-Jul-24,WEB,QRIS ESB,114717500
KYBKEM,01-Jul-24,WEB,QRIS SHOPEE,190097000
KYBKEM,01-Jul-24,WEB,RESERVASI,7250000
KYBKEM,01-Jul-24,WEB,SHOPEEPAY,1037926500
KYBKES,01-Apr-24,INVOICE,GO RESTO,461338155
KYBKES,01-Apr-24,INVOICE,GRAB FOOD,354033044
KYBKES,01-Apr-24,INVOICE,QRIS SHOPEE,209708013
KYBKES,01-Apr-24,INVOICE,SHOPEEPAY,837315438
KYBKES,01-Apr-24,WEB,GO RESTO,465911218
KYBKES,01-Apr-24,WEB,GRAB FOOD,357337111
KYBKES,01-Apr-24,WEB,QRIS SHOPEE,209614500
KYBKES,01-Apr-24,WEB,SHOPEEPAY,839217309
KYBKES,01-Aug-24,INVOICE,GO RESTO,242705992
KYBKES,01-Aug-24,INVOICE,GRAB FOOD,210181412.6
KYBKES,01-Aug-24,INVOICE,QRIS SHOPEE,160975000
KYBKES,01-Aug-24,INVOICE,SHOPEEPAY,625169203
KYBKES,01-Aug-24,WEB,CASH,589349000
KYBKES,01-Aug-24,WEB,EDC,151229500
KYBKES,01-Aug-24,WEB,GO RESTO,244865381
KYBKES,01-Aug-24,WEB,GRAB FOOD,210746199
KYBKES,01-Aug-24,WEB,QRIS SHOPEE,161084000
KYBKES,01-Aug-24,WEB,SHOPEEPAY,628968238
KYBKES,01-Feb-24,INVOICE,GO RESTO,434858101
KYBKES,01-Feb-24,INVOICE,GRAB FOOD,334929046.3
KYBKES,01-Feb-24,INVOICE,QRIS SHOPEE,206180824
KYBKES,01-Feb-24,INVOICE,SHOPEEPAY,853242334
KYBKES,01-Feb-24,WEB,GO RESTO,435778351
KYBKES,01-Feb-24,WEB,GRAB FOOD,334522886
KYBKES,01-Feb-24,WEB,QRIS SHOPEE,205492000
KYBKES,01-Feb-24,WEB,SHOPEEPAY,855699750
KYBKES,01-Jul-24,INVOICE,GO RESTO,466162717
KYBKES,01-Jul-24,INVOICE,GRAB FOOD,245910935.6
KYBKES,01-Jul-24,INVOICE,QRIS SHOPEE,208259501
KYBKES,01-Jul-24,INVOICE,SHOPEEPAY,688440063
KYBKES,01-Jul-24,WEB,CASH,749604000
KYBKES,01-Jul-24,WEB,EDC,174175500
KYBKES,01-Jul-24,WEB,GO RESTO,468989112
KYBKES,01-Jul-24,WEB,GRAB FOOD,246378779
KYBKES,01-Jul-24,WEB,QRIS SHOPEE,208255500
KYBKES,01-Jul-24,WEB,SHOPEEPAY,689760412
KYBKES,01-Jun-24,INVOICE,GO RESTO,550221168
KYBKES,01-Jun-24,INVOICE,GRAB FOOD,309377246.4
KYBKES,01-Jun-24,INVOICE,QRIS SHOPEE,245958701
KYBKES,01-Jun-24,INVOICE,SHOPEEPAY,898494369
KYBKES,01-Jun-24,WEB,CASH,981304000
KYBKES,01-Jun-24,WEB,EDC,232098000
KYBKES,01-Jun-24,WEB,GO RESTO,551568879
KYBKES,01-Jun-24,WEB,GRAB FOOD,310700619
KYBKES,01-Jun-24,WEB,QRIS SHOPEE,245997500
KYBKES,01-Jun-24,WEB,SHOPEEPAY,901277341
KYBKES,01-Mar-24,INVOICE,GO RESTO,343467526
KYBKES,01-Mar-24,INVOICE,GRAB FOOD,298990159
KYBKES,01-Mar-24,INVOICE,QRIS SHOPEE,211976009
KYBKES,01-Mar-24,INVOICE,SHOPEEPAY,710394507
KYBKES,01-Mar-24,WEB,GO RESTO,343850951
KYBKES,01-Mar-24,WEB,GRAB FOOD,299267886
KYBKES,01-Mar-24,WEB,QRIS SHOPEE,210725000
KYBKES,01-Mar-24,WEB,SHOPEEPAY,711434226
KYBKES,01-May-24,INVOICE,GO RESTO,472313812
KYBKES,01-May-24,INVOICE,GRAB FOOD,297422051
KYBKES,01-May-24,INVOICE,QRIS SHOPEE,219869120
KYBKES,01-May-24,INVOICE,SHOPEEPAY,847630687
KYBKES,01-May-24,WEB,CASH,976032500
KYBKES,01-May-24,WEB,EDC,251843500
KYBKES,01-May-24,WEB,GO RESTO,473675906
KYBKES,01-May-24,WEB,GRAB FOOD,298123459
KYBKES,01-May-24,WEB,QRIS SHOPEE,219907500
KYBKES,01-May-24,WEB,SHOPEEPAY,850374661
KYBTEB,01-Apr-24,INVOICE,GO RESTO,822817171
KYBTEB,01-Apr-24,INVOICE,GRAB FOOD,957231198.5
KYBTEB,01-Apr-24,INVOICE,QRIS SHOPEE,371387050
KYBTEB,01-Apr-24,INVOICE,SHOPEEPAY,1622752434
KYBTEB,01-Apr-24,WEB,GO RESTO,829246228
KYBTEB,01-Apr-24,WEB,GRAB FOOD,970719212
KYBTEB,01-Apr-24,WEB,QRIS SHOPEE,371626000
KYBTEB,01-Apr-24,WEB,SHOPEEPAY,1630951822
KYBTEB,01-Aug-24,INVOICE,GO RESTO,723203131
KYBTEB,01-Aug-24,INVOICE,GRAB FOOD,830798834.1
KYBTEB,01-Aug-24,INVOICE,QRIS SHOPEE,335234001
KYBTEB,01-Aug-24,INVOICE,SHOPEEPAY,1849158376
KYBTEB,01-Aug-24,WEB,CASH,702955500
KYBTEB,01-Aug-24,WEB,CLOUD VOUCHER,55000
KYBTEB,01-Aug-24,WEB,EDC,74468000
KYBTEB,01-Aug-24,WEB,GO RESTO,729137726
KYBTEB,01-Aug-24,WEB,GRAB FOOD,835668720
KYBTEB,01-Aug-24,WEB,QRIS SHOPEE,335955000
