CAB,MONTH,Kategori,GO RESTO,GRAB FOOD,QRIS SHOPEE,QRIS TELKOM/ESB,SHOPEEPAY
BDGGAT,01-Aug-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGGAT,01-Aug-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGGAT,01-Aug-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGGAT,01-Aug-24,CANCEL NOTA,-74004,0,0,0,0
BDGGAT,01-Aug-24,DOUBLE INPUT,-27501,-58003,-1000,0,-478508
BDGGAT,01-Aug-24,INVOICE BEDA HARI,-285015,-2439494,-765500,0,-6356081
BDGGAT,01-Aug-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGGAT,01-Aug-24,PROMO MARKETING/ADJUSTMENT,0,121319.09,0,0,0
BDGGAT,01-Aug-24,SALAH SLOT PEMBAYARAN,-19504,0,-126000,0,20499
BDGGAT,01-Aug-24,SELISIH IT,1385,-12000,0,0,-386058
BDGGAT,01-Aug-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-79505
BDGGAT,01-Aug-24,SELISIH KURANG BAYAR QRIS,0,0,-5000,0,0
BDGGAT,01-Aug-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,91997
BDGGAT,01-Aug-24,SELISIH LEBIH BAYAR QRIS,0,0,47500,0,0
BDGGAT,01-Aug-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-477510
BDGGAT,01-Aug-24,TIDAK ADA INVOICE QRIS,0,0,-626000,0,0
BDGGAT,01-Aug-24,TIDAK ADA TRANSAKSI DI WEB,0,0,372501,0,55001
BDGGAT,01-Aug-24,TRANSAKSI KEMARIN,285015,2237550,855502,0,6227579
BDGGAT,01-Jul-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGGAT,01-Jul-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGGAT,01-Jul-24,CANCEL NOTA,-112506,0,-80500,0,-214006
BDGGAT,01-Jul-24,DOUBLE INPUT,-105002,0,-206000,0,-754536
BDGGAT,01-Jul-24,INVOICE BEDA HARI,-295515,-3520317,-1559500,0,-10740595
BDGGAT,01-Jul-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGGAT,01-Jul-24,PROMO MARKETING/ADJUSTMENT,0,-1770,0,0,0
BDGGAT,01-Jul-24,SALAH SLOT PEMBAYARAN,-134495,0,225000,0,78996
BDGGAT,01-Jul-24,SELISIH IT,4043,-6005,0,0,-101122
BDGGAT,01-Jul-24,SELISIH KURANG BAYAR OJOL,-48997,0,0,0,-26003
BDGGAT,01-Jul-24,SELISIH KURANG BAYAR QRIS,0,0,-62000,0,0
BDGGAT,01-Jul-24,SELISIH LEBIH BAYAR OJOL,59002,0,0,0,128497
BDGGAT,01-Jul-24,SELISIH LEBIH BAYAR QRIS,0,0,40500,0,0
BDGGAT,01-Jul-24,TIDAK ADA INVOICE OJOL,0,-303021,0,0,-968515
BDGGAT,01-Jul-24,TIDAK ADA INVOICE QRIS,0,0,-772000,0,0
BDGGAT,01-Jul-24,TIDAK ADA TRANSAKSI DI WEB,0,67003,209500,0,386502
BDGGAT,01-Jul-24,TRANSAKSI KEMARIN,536050,3912701,1646000,0,12457201
BDGNAS,01-Apr-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,12500,0,0
BDGNAS,01-Apr-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Apr-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Apr-24,DOUBLE INPUT,-72512,-303012,0,0,-970547
BDGNAS,01-Apr-24,INVOICE BEDA HARI,-131018,-5192305,-431000,0,-15942359
BDGNAS,01-Apr-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGNAS,01-Apr-24,PROMO MARKETING/ADJUSTMENT,0,-19682,0,0,-123720
BDGNAS,01-Apr-24,SALAH SLOT PEMBAYARAN,-389009,-48002,435517,0,790024
BDGNAS,01-Apr-24,SELISIH IT,134846,-400538,0,0,1414817
BDGNAS,01-Apr-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-82003
BDGNAS,01-Apr-24,SELISIH KURANG BAYAR QRIS,0,0,-29000,0,0
BDGNAS,01-Apr-24,SELISIH LEBIH BAYAR OJOL,124012,0,0,0,89021
BDGNAS,01-Apr-24,SELISIH LEBIH BAYAR QRIS,0,0,17100,0,0
BDGNAS,01-Apr-24,TIDAK ADA INVOICE OJOL,-197514,-669943,0,0,-724050
BDGNAS,01-Apr-24,TIDAK ADA INVOICE QRIS,0,0,-1739000,0,0
BDGNAS,01-Apr-24,TIDAK ADA TRANSAKSI DI WEB,397540,0,112500,0,125548
BDGNAS,01-Apr-24,TRANSAKSI KEMARIN,131018,5413040,431000,0,16279437
BDGNAS,01-Aug-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Aug-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Aug-24,CANCEL NOTA,-73004,0,0,0,-241505
BDGNAS,01-Aug-24,DOUBLE INPUT,-44003,0,-2613500,0,-1157016
BDGNAS,01-Aug-24,INVOICE BEDA HARI,-122005,-3396882,-185000,0,-11753142
BDGNAS,01-Aug-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGNAS,01-Aug-24,PROMO MARKETING/ADJUSTMENT,0,166308.19,0,0,0
BDGNAS,01-Aug-24,SALAH SLOT PEMBAYARAN,448533,0,734500,0,-433507
BDGNAS,01-Aug-24,SELISIH IT,1430,-14000,0,0,-828117
BDGNAS,01-Aug-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-71506
BDGNAS,01-Aug-24,SELISIH KURANG BAYAR QRIS,0,0,-27500,0,0
BDGNAS,01-Aug-24,SELISIH LEBIH BAYAR OJOL,14002,0,0,0,43997
BDGNAS,01-Aug-24,SELISIH LEBIH BAYAR QRIS,0,0,36500,0,0
BDGNAS,01-Aug-24,TIDAK ADA INVOICE OJOL,0,-67005,-18500,0,-119501
BDGNAS,01-Aug-24,TIDAK ADA INVOICE QRIS,0,0,-1535500,0,0
BDGNAS,01-Aug-24,TIDAK ADA TRANSAKSI DI WEB,0,0,2165681,0,58000
BDGNAS,01-Aug-24,TRANSAKSI KEMARIN,94504,3455952,125500,0,10618628
BDGNAS,01-Feb-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Feb-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Feb-24,CANCEL NOTA,-86007,-25458,0,0,-71500
BDGNAS,01-Feb-24,DOUBLE INPUT,-30000,-40917,-23000,0,-1335825
BDGNAS,01-Feb-24,INVOICE BEDA HARI,-15003,-3668956,-11500,0,-15277986
BDGNAS,01-Feb-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGNAS,01-Feb-24,PROMO MARKETING/ADJUSTMENT,0,175245,0,0,-155080
BDGNAS,01-Feb-24,SALAH SLOT PEMBAYARAN,113522,0,683000,0,-143531
BDGNAS,01-Feb-24,SELISIH IT,4689,-6001,0,0,-179956
BDGNAS,01-Feb-24,SELISIH KURANG BAYAR OJOL,-27500,0,0,0,-138500
BDGNAS,01-Feb-24,SELISIH KURANG BAYAR QRIS,0,0,-7500,0,0
BDGNAS,01-Feb-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,49500
BDGNAS,01-Feb-24,SELISIH LEBIH BAYAR QRIS,0,0,96500,0,0
BDGNAS,01-Feb-24,TIDAK ADA INVOICE OJOL,-207000,-282959,0,0,-120068
BDGNAS,01-Feb-24,TIDAK ADA INVOICE QRIS,0,0,-1136500,0,0
BDGNAS,01-Feb-24,TIDAK ADA TRANSAKSI DI WEB,0,0,556568,0,44500
BDGNAS,01-Feb-24,TRANSAKSI KEMARIN,15003,3760859,11500,0,14967481
BDGNAS,01-Jan-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,48000,0,0
BDGNAS,01-Jan-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,11500,0,0
BDGNAS,01-Jan-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Jan-24,CANCEL NOTA,-847500,-80014,0,0,-3088500
BDGNAS,01-Jan-24,DOUBLE INPUT,-117000,-92743,0,0,-1139000
BDGNAS,01-Jan-24,INVOICE BEDA HARI,-298000,-4248799,0,0,-16175500
BDGNAS,01-Jan-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGNAS,01-Jan-24,PROMO MARKETING/ADJUSTMENT,0,-1371570,0,0,0
BDGNAS,01-Jan-24,SALAH SLOT PEMBAYARAN,-72500,-27278,137500,0,88500
BDGNAS,01-Jan-24,SELISIH KURANG BAYAR OJOL,-50500,0,0,0,-337987
BDGNAS,01-Jan-24,SELISIH KURANG BAYAR QRIS,0,0,-1000,0,0
BDGNAS,01-Jan-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,30000
BDGNAS,01-Jan-24,SELISIH LEBIH BAYAR QRIS,0,0,142400,0,0
BDGNAS,01-Jan-24,TIDAK ADA INVOICE OJOL,0,-69650,0,0,-305500
BDGNAS,01-Jan-24,TIDAK ADA INVOICE QRIS,0,0,-900000,0,0
BDGNAS,01-Jan-24,TIDAK ADA TRANSAKSI DI WEB,0,0,120500,0,450500
BDGNAS,01-Jan-24,TRANSAKSI KEMARIN,262500,3970836,0,0,15616000
BDGNAS,01-Jul-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Jul-24,DOUBLE INPUT,0,0,0,0,-1321016
BDGNAS,01-Jul-24,INVOICE BEDA HARI,-114504,-4049327,-95000,0,-12994645
BDGNAS,01-Jul-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGNAS,01-Jul-24,PROMO MARKETING/ADJUSTMENT,0,-72893.25,0,0,0
BDGNAS,01-Jul-24,SALAH SLOT PEMBAYARAN,814552,0,141500,0,-748513
BDGNAS,01-Jul-24,SELISIH IT,4409,-22000,0,0,-175279
BDGNAS,01-Jul-24,SELISIH KURANG BAYAR OJOL,-1000,0,0,0,-87505
BDGNAS,01-Jul-24,SELISIH KURANG BAYAR QRIS,0,0,-2000,0,0
BDGNAS,01-Jul-24,SELISIH LEBIH BAYAR OJOL,22504,0,0,0,69998
BDGNAS,01-Jul-24,SELISIH LEBIH BAYAR QRIS,0,0,23000,0,0
BDGNAS,01-Jul-24,TIDAK ADA INVOICE OJOL,-103006,-57964,0,0,-436006
BDGNAS,01-Jul-24,TIDAK ADA INVOICE QRIS,0,0,-236000,0,0
BDGNAS,01-Jul-24,TIDAK ADA TRANSAKSI DI WEB,0,0,15501,0,115001
BDGNAS,01-Jul-24,TRANSAKSI KEMARIN,114504,4010945,95000,0,12933645
BDGNAS,01-Jun-24,CANCEL NOTA,-67016,0,0,0,-42503
BDGNAS,01-Jun-24,DOUBLE INPUT,-38500,0,0,0,-876402
BDGNAS,01-Jun-24,INVOICE BEDA HARI,-299566,-5372613,0,0,-18303358
BDGNAS,01-Jun-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGNAS,01-Jun-24,PROMO MARKETING/ADJUSTMENT,0,13260,42500,0,-44071
BDGNAS,01-Jun-24,SALAH SLOT PEMBAYARAN,625636,-136532,77545,0,-507271
BDGNAS,01-Jun-24,SELISIH IT,1495,-18003,0,0,-72266
BDGNAS,01-Jun-24,SELISIH KURANG BAYAR OJOL,-77516,0,0,0,-117556
BDGNAS,01-Jun-24,SELISIH LEBIH BAYAR OJOL,56509,0,0,0,69023
BDGNAS,01-Jun-24,TIDAK ADA INVOICE OJOL,-428573,-222049,0,0,-812902
BDGNAS,01-Jun-24,TIDAK ADA INVOICE QRIS,0,0,-84000,0,0
BDGNAS,01-Jun-24,TIDAK ADA TRANSAKSI DI WEB,0,0,90543,0,178100
BDGNAS,01-Jun-24,TRANSAKSI KEMARIN,299566,5355060,0,0,18392398
BDGNAS,01-Mar-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Mar-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGNAS,01-Mar-24,CANCEL NOTA,-58010,0,0,0,-44019
BDGNAS,01-Mar-24,DOUBLE INPUT,-132023,-124037,0,0,-1293183
BDGNAS,01-Mar-24,INVOICE BEDA HARI,-139022,-6046390,0,0,-20923199
BDGNAS,01-Mar-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGNAS,01-Mar-24,PROMO MARKETING/ADJUSTMENT,0,-170886,0,0,0
BDGNAS,01-Mar-24,SALAH SLOT PEMBAYARAN,204563,-70516,88009,0,21013
BDGNAS,01-Mar-24,SELISIH IT,-3979,-296987,0,0,-540305
BDGNAS,01-Mar-24,SELISIH KURANG BAYAR OJOL,-14002,0,0,0,-60033
BDGNAS,01-Mar-24,SELISIH KURANG BAYAR QRIS,0,0,-109995,0,0
BDGNAS,01-Mar-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,68536
BDGNAS,01-Mar-24,SELISIH LEBIH BAYAR QRIS,0,0,17000,0,0
BDGNAS,01-Mar-24,TIDAK ADA INVOICE OJOL,-146025,-66251,0,0,-627837
BDGNAS,01-Mar-24,TIDAK ADA INVOICE QRIS,0,0,-658000,0,0
BDGNAS,01-Mar-24,TIDAK ADA TRANSAKSI DI WEB,146024,0,89088,0,100555
BDGNAS,01-Mar-24,TRANSAKSI KEMARIN,139022,5938789,0,0,20520575
BDGNAS,01-May-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGNAS,01-May-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGNAS,01-May-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGNAS,01-May-24,DOUBLE INPUT,-58010,0,-220500,0,-1038546
BDGNAS,01-May-24,INVOICE BEDA HARI,-132520,-3401521,-22000,0,-12175810
BDGNAS,01-May-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGNAS,01-May-24,PROMO MARKETING/ADJUSTMENT,0,23587,0,0,0
BDGNAS,01-May-24,SALAH SLOT PEMBAYARAN,261054,0,415045,0,-352689
BDGNAS,01-May-24,SELISIH IT,986,298,0,0,186583
BDGNAS,01-May-24,SELISIH KURANG BAYAR OJOL,-43008,0,0,0,-38023
BDGNAS,01-May-24,SELISIH KURANG BAYAR QRIS,0,0,-32000,0,-4499
BDGNAS,01-May-24,SELISIH LEBIH BAYAR OJOL,76038,0,0,0,72029
BDGNAS,01-May-24,SELISIH LEBIH BAYAR QRIS,0,0,31200,0,31018
BDGNAS,01-May-24,TIDAK ADA INVOICE OJOL,-491540,-173036,0,0,-642820
BDGNAS,01-May-24,TIDAK ADA INVOICE QRIS,0,0,-1206500,0,0
BDGNAS,01-May-24,TIDAK ADA TRANSAKSI DI WEB,253503,15003,270500,0,15509
BDGNAS,01-May-24,TRANSAKSI KEMARIN,132520,3386675,22000,0,13058821
BDGPAS,01-Aug-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,175
BDGPAS,01-Aug-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGPAS,01-Aug-24,CANCEL NOTA,-361500,0,0,0,-66500
BDGPAS,01-Aug-24,DOUBLE INPUT,-15000,0,-1155000,0,-242500
BDGPAS,01-Aug-24,INVOICE BEDA HARI,0,-1801097,-140500,0,-5127000
BDGPAS,01-Aug-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGPAS,01-Aug-24,PROMO MARKETING/ADJUSTMENT,0,141643.05,0,0,0
BDGPAS,01-Aug-24,SALAH SLOT PEMBAYARAN,-45000,0,65500,0,40000
BDGPAS,01-Aug-24,SELISIH IT,7675,0,0,0,-223209
BDGPAS,01-Aug-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-15500
BDGPAS,01-Aug-24,SELISIH KURANG BAYAR QRIS,0,0,-471000,0,0
BDGPAS,01-Aug-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,25501
BDGPAS,01-Aug-24,SELISIH LEBIH BAYAR QRIS,0,0,31500,0,0
BDGPAS,01-Aug-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-213000
BDGPAS,01-Aug-24,TIDAK ADA INVOICE QRIS,0,0,-220000,0,0
BDGPAS,01-Aug-24,TIDAK ADA TRANSAKSI DI WEB,361512,0,295000,0,442002
BDGPAS,01-Aug-24,TRANSAKSI KEMARIN,0,1778572,140500,0,5206000
BDGPAS,01-Jul-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGPAS,01-Jul-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGPAS,01-Jul-24,CANCEL NOTA,-351500,0,0,0,-410500
BDGPAS,01-Jul-24,DOUBLE INPUT,-56500,-44000,-221500,0,-275000
BDGPAS,01-Jul-24,INVOICE BEDA HARI,0,-2581747,-133000,0,-4804000
BDGPAS,01-Jul-24,KURANG INPUT (OJOL),0,0,0,0,0
BDGPAS,01-Jul-24,PROMO MARKETING/ADJUSTMENT,0,-1862,0,0,0
BDGPAS,01-Jul-24,SALAH SLOT PEMBAYARAN,89006,-59000,451500,0,-31000
BDGPAS,01-Jul-24,SELISIH IT,22153,-28307,0,0,349531
BDGPAS,01-Jul-24,SELISIH KURANG BAYAR OJOL,-13995,0,0,0,0
BDGPAS,01-Jul-24,SELISIH KURANG BAYAR QRIS,0,0,-348000,0,0
BDGPAS,01-Jul-24,SELISIH LEBIH BAYAR OJOL,33505,0,0,0,60003
BDGPAS,01-Jul-24,SELISIH LEBIH BAYAR QRIS,0,0,44500,0,0
BDGPAS,01-Jul-24,TIDAK ADA INVOICE OJOL,-130000,0,0,0,-140500
BDGPAS,01-Jul-24,TIDAK ADA INVOICE QRIS,0,0,-657000,0,0
BDGPAS,01-Jul-24,TIDAK ADA TRANSAKSI DI WEB,190530,0,141500,0,407002
BDGPAS,01-Jul-24,TRANSAKSI KEMARIN,0,2693737,133000,0,4504000
BDGPAS,01-Jun-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGPAS,01-Jun-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGPAS,01-Jun-24,CANCEL NOTA,-374000,-25308,0,0,-506000
BDGPAS,01-Jun-24,DOUBLE INPUT,0,0,-168500,0,-160000
BDGPAS,01-Jun-24,INVOICE BEDA HARI,0,-4489837,-182000,0,0
BDGPAS,01-Jun-24,PROMO MARKETING/ADJUSTMENT,0,-1439,0,0,-43882
BDGPAS,01-Jun-24,SALAH SLOT PEMBAYARAN,-44000,0,392500,0,63043
BDGPAS,01-Jun-24,SELISIH IT,45792,-36293,0,0,62134
BDGPAS,01-Jun-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-34411
BDGPAS,01-Jun-24,SELISIH KURANG BAYAR QRIS,0,0,-333500,0,0
BDGPAS,01-Jun-24,SELISIH LEBIH BAYAR OJOL,77006,0,0,0,44710
BDGPAS,01-Jun-24,SELISIH LEBIH BAYAR QRIS,0,0,41100,0,0
BDGPAS,01-Jun-24,TIDAK ADA INVOICE OJOL,-86000,0,0,0,-163500
BDGPAS,01-Jun-24,TIDAK ADA INVOICE QRIS,0,0,-416000,0,0
BDGPAS,01-Jun-24,TIDAK ADA TRANSAKSI DI WEB,343067,60012,250500,0,0
BDGPAS,01-Jun-24,TRANSAKSI KEMARIN,0,4437781,209000,0,0
BDGPAS,01-May-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGPAS,01-May-24,BAYAR LEBIH DARI 1 KALI - 1 STRUK (QRIS),0,0,0,0,0
BDGPAS,01-May-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGPAS,01-May-24,CANCEL NOTA,-663500,-94500,0,0,-793500
BDGPAS,01-May-24,DOUBLE INPUT,-23000,-149500,0,0,-546000
BDGPAS,01-May-24,INVOICE BEDA HARI,0,-5209071,-101500,0,0
BDGPAS,01-May-24,PROMO MARKETING/ADJUSTMENT,0,-1389,0,0,0
BDGPAS,01-May-24,SALAH SLOT PEMBAYARAN,0,0,127500,0,0
BDGPAS,01-May-24,SELISIH IT,55918,86296,0,0,1642847
BDGPAS,01-May-24,SELISIH KURANG BAYAR OJOL,-28960,0,0,0,-14460
BDGPAS,01-May-24,SELISIH KURANG BAYAR QRIS,0,0,-272000,0,0
BDGPAS,01-May-24,SELISIH LEBIH BAYAR OJOL,40557,0,0,0,30068
BDGPAS,01-May-24,SELISIH LEBIH BAYAR QRIS,0,0,17400,0,0
BDGPAS,01-May-24,TIDAK ADA INVOICE OJOL,-30000,0,-77500,0,-285000
BDGPAS,01-May-24,TIDAK ADA INVOICE QRIS,0,0,-76000,0,0
BDGPAS,01-May-24,TIDAK ADA TRANSAKSI DI WEB,30006,0,10000,0,193124
BDGPAS,01-May-24,TRANSAKSI KEMARIN,0,5129003,552500,0,0
BDGTER,01-Aug-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGTER,01-Aug-24,DOUBLE INPUT,-418500,0,0,0,-336000
BDGTER,01-Aug-24,INVOICE BEDA HARI,0,-880316,0,0,-2556500
BDGTER,01-Aug-24,PROMO MARKETING/ADJUSTMENT,0,-679,0,0,0
BDGTER,01-Aug-24,SALAH SLOT PEMBAYARAN,0,0,43000,0,40501
BDGTER,01-Aug-24,SELISIH IT,3729,-35942,0,0,1694
BDGTER,01-Aug-24,SELISIH KURANG BAYAR QRIS,0,0,-500,0,0
BDGTER,01-Aug-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,56000
BDGTER,01-Aug-24,SELISIH LEBIH BAYAR QRIS,0,0,1500,0,0
BDGTER,01-Aug-24,TIDAK ADA INVOICE OJOL,0,0,0,0,-91000
BDGTER,01-Aug-24,TIDAK ADA TRANSAKSI DI WEB,0,0,88501,0,60000
BDGTER,01-Aug-24,TRANSAKSI KEMARIN,0,880305,0,0,2557500
BDGTER,01-Jul-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGTER,01-Jul-24,CANCEL NOTA,0,-51000,0,0,-211000
BDGTER,01-Jul-24,DOUBLE INPUT,0,0,0,0,-141000
BDGTER,01-Jul-24,INVOICE BEDA HARI,0,-100027,0,0,-3625500
BDGTER,01-Jul-24,PROMO MARKETING/ADJUSTMENT,0,-593,0,0,0
BDGTER,01-Jul-24,SALAH SLOT PEMBAYARAN,56503,0,10000,0,-58000
BDGTER,01-Jul-24,SELISIH IT,37281,-83298,0,0,205177
BDGTER,01-Jul-24,SELISIH KURANG BAYAR QRIS,0,0,-1500,0,0
BDGTER,01-Jul-24,SELISIH LEBIH BAYAR OJOL,14003,0,0,0,0
BDGTER,01-Jul-24,SELISIH LEBIH BAYAR QRIS,0,0,1500,0,0
BDGTER,01-Jul-24,TIDAK ADA INVOICE OJOL,0,-156034,0,0,-117500
BDGTER,01-Jul-24,TIDAK ADA INVOICE QRIS,0,0,-5000,0,0
BDGTER,01-Jul-24,TIDAK ADA TRANSAKSI DI WEB,94507,0,45500,0,0
BDGTER,01-Jul-24,TRANSAKSI KEMARIN,0,100025,0,0,3521000
BDGTER,01-Jun-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGTER,01-Jun-24,CANCEL NOTA,-98500,-224402,0,0,-304500
BDGTER,01-Jun-24,DOUBLE INPUT,0,-30000,-21000,0,-30000
BDGTER,01-Jun-24,INVOICE BEDA HARI,-244500,0,0,0,-3448000
BDGTER,01-Jun-24,PROMO MARKETING/ADJUSTMENT,0,-13488.55,0,0,-43836
BDGTER,01-Jun-24,SALAH SLOT PEMBAYARAN,119023,0,10500,0,-123000
BDGTER,01-Jun-24,SELISIH IT,21155,0,0,0,194420
BDGTER,01-Jun-24,SELISIH KURANG BAYAR OJOL,0,-8308,0,0,0
BDGTER,01-Jun-24,SELISIH LEBIH BAYAR QRIS,0,0,5000,0,0
BDGTER,01-Jun-24,TIDAK ADA INVOICE OJOL,-115000,-45000,0,0,-194000
BDGTER,01-Jun-24,TIDAK ADA INVOICE QRIS,0,0,-77500,0,0
BDGTER,01-Jun-24,TIDAK ADA TRANSAKSI DI WEB,68506,39008,211000,0,0
BDGTER,01-Jun-24,TRANSAKSI KEMARIN,398069,0,0,0,3456806
BDGTER,01-May-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BDGTER,01-May-24,CANCEL NOTA,-135000,-526739,0,0,-451000
BDGTER,01-May-24,DOUBLE INPUT,0,-22515,0,0,0
BDGTER,01-May-24,INVOICE BEDA HARI,0,0,-99500,0,-803500
BDGTER,01-May-24,PROMO MARKETING/ADJUSTMENT,0,-12618,0,0,0
BDGTER,01-May-24,SALAH SLOT PEMBAYARAN,0,0,78500,0,-77500
BDGTER,01-May-24,SELISIH IT,14592,-88873,500,0,201092
BDGTER,01-May-24,SELISIH KURANG BAYAR QRIS,0,0,-5000,0,0
BDGTER,01-May-24,TIDAK ADA INVOICE OJOL,-83500,-97606,-117000,0,-690000
BDGTER,01-May-24,TIDAK ADA TRANSAKSI DI WEB,15003,29005,35500,0,506313
BDGTER,01-May-24,TRANSAKSI KEMARIN,0,0,89000,0,833915
BGRPAD,01-Apr-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BGRPAD,01-Apr-24,CANCEL NOTA,-120024,-101007,0,0,-505152
BGRPAD,01-Apr-24,DOUBLE INPUT,0,-31001,0,0,-224552
BGRPAD,01-Apr-24,INVOICE BEDA HARI,-23502,-20557244,-769000,0,-14430752
BGRPAD,01-Apr-24,KURANG INPUT (OJOL),0,0,0,0,0
BGRPAD,01-Apr-24,PROMO MARKETING/ADJUSTMENT,0,-7339,0,0,-123719
BGRPAD,01-Apr-24,SALAH SLOT PEMBAYARAN,-174542,0,48500,0,115059
BGRPAD,01-Apr-24,SELISIH IT,80067,-508868,0,0,194007
BGRPAD,01-Apr-24,SELISIH KURANG BAYAR OJOL,0,0,0,0,-14508
BGRPAD,01-Apr-24,SELISIH KURANG BAYAR QRIS,0,0,-500,0,0
BGRPAD,01-Apr-24,SELISIH LEBIH BAYAR OJOL,0,0,0,0,64000
BGRPAD,01-Apr-24,SELISIH LEBIH BAYAR QRIS,0,0,1500,0,0
BGRPAD,01-Apr-24,TIDAK ADA INVOICE OJOL,0,-146570,0,0,-265587
BGRPAD,01-Apr-24,TIDAK ADA TRANSAKSI DI WEB,152004,28521,33000,0,380041
BGRPAD,01-Apr-24,TRANSAKSI KEMARIN,23502,20886999,784000,0,14820459
BGRPAD,01-Jun-24,BAYAR 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BGRPAD,01-Jun-24,BAYAR LEBIH DARI 1 KALI - BANYAK STRUK (QRIS),0,0,0,0,0
BGRPAD,01-Jun-24,CANCEL NOTA,-245540,0,0,0,-397720
BGRPAD,01-Jun-24,DOUBLE INPUT,-260043,0,0,0,-76544
BGRPAD,01-Jun-24,INVOICE BEDA HARI,-823646,-15846703,-299500,0,-15671052
BGRPAD,01-Jun-24,KURANG INPUT (OJOL),0,0,0,0,0
BGRPAD,01-Jun-24,PROMO MARKETING/ADJUSTMENT,0,-2988,0,0,-44072
