Month,PIC,Pemasok,Kategori Pemasok,Kategori Barang,Nama Cabang,Kode #,#Prime.Qty,#Purch.Total,min,max
December,CP,PT. BLACKWING MARVEL COMICS 2,Umum,FOOD [RM] - COM,MVSMEL,100183,350000,18725000,53.5,53.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100063,5000,69000,13,16
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100065,72000,1239000,17.083333,17.333333
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100124,440000,21538750,21,75.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100011,750000,12090500,15.85,16.24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100042,92000,1104000,12,12
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100044,70000,1680000,24,24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100045,58000,4115000,70,75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100046,75000,412500,5.5,5.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100047,35000,1120000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100059,500,1500000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100049,84500,1950000,23.076923,23.076923
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100053,108000,1350000,12.5,12.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100059,500,1500000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100063,8000,109000,13,16
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100065,96000,1652000,17.083333,17.333333
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100124,625000,29617000,21,75.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100166,48000,1215000,25.3125,25.3125
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100011,600000,9667000,15.85,16.24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100042,47000,564000,12,12
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100044,37500,900000,24,24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,OMTJBI,100050,25000,800000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100053,90000,1125000,12.5,12.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100050,20000,640000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100049,52000,1200000,23.076923,23.076923
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,UDABOK,100071,7752000,326187500,42.07785,42.07785
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100011,950000,15292500,15.85,16.24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100042,116000,1392000,12,12
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100044,111000,2664000,24,24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100045,72000,5105000,70,75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100046,111000,610500,5.5,5.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100047,53000,1696000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100049,104000,2400000,23.076923,23.076923
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100050,45000,1440000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100053,150000,1875000,12.5,12.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100059,600,1800000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100063,9000,119000,13,14
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100065,108000,1857000,17.083333,17.333333
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100124,976000,46760250,21,75.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,BLEZQW,100166,192000,4860000,25.3125,25.3125
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100011,350000,5655000,15.95,16.24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100042,78000,936000,12,12
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100044,61000,1464000,24,24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100045,64000,4525000,70,75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100046,74000,407000,5.5,5.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,FJFOXN,100047,33000,1056000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100045,45000,3200000,70,75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,UDABOK,100070,780000,210437500,269.791666,269.791666
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100046,54000,297000,5.5,5.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100049,39000,900000,23.076923,23.076923
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100046,171000,940500,5.5,5.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100047,91000,2912000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100049,136500,3150000,23.076923,23.076923
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100050,80000,2560000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100053,198000,2475000,12.5,12.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100059,1100,3300000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100063,11000,151000,13,16
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100065,180000,3102000,17.083333,17.333333
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100124,1271000,62353750,21,75.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100045,114000,8080000,70,75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100166,80000,2025000,25.3125,25.3125
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100042,56000,672000,12,12
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100044,42000,1008000,24,24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100045,38000,2690000,70,75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100046,52000,286000,5.5,5.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100047,20000,640000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100049,45500,1050000,23.076923,23.076923
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100050,15000,480000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100053,54000,675000,12.5,12.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100059,300,900000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100011,450000,7274000,15.85,16.24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100044,166000,3984000,24,24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100042,171000,2052000,12,12
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,YACJBN,100011,1400000,22562000,15.85,16.24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100050,15000,480000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100053,72000,900000,12.5,12.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100059,400,1200000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100063,4000,54000,13,14
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100065,72000,1239000,17.083333,17.333333
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100124,482000,21792750,21,75.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100166,144000,3645000,25.3125,25.3125
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100011,750000,12076000,15.85,16.24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100042,92000,1104000,12,12
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100044,91000,2184000,24,24
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100045,56000,3980000,70,75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100046,101000,555500,5.5,5.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100047,48000,1536000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100049,71500,1650000,23.076923,23.076923
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100050,40000,1280000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100053,102000,1275000,12.5,12.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100059,500,1500000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100063,7000,95000,13,16
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100065,84000,1447000,17.083333,17.333333
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100124,531000,25520500,21,75.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,EWJTQZ,100166,32000,810000,25.3125,25.3125
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,JKEDGJ,100047,21000,672000,32,32
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,UDABOK,100069,888000,124412500,140.104166,140.104166
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,UDABOK,100068,2000000,76500000,38.25,38.25
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,UDABOK,100059,15000,44700000,2980,2980
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HLCMCQ,100047,33000,1056000,32,32
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HLCMCQ,100063,5000,75000,15,15
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,LDFANO,100042,126000,1638000,13,13
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,LDFANO,100044,145500,3637500,25,25
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,LDFANO,100045,109500,6351000,58,58
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,LDFANO,100046,125500,878500,7,7
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,LDFANO,100047,77500,2480000,32,32
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,LDFANO,100063,11500,172500,15,15
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HZERZV,100042,145000,1885000,13,13
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HLCMCQ,100046,54000,378000,7,7
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HZERZV,100044,173000,4325000,25,25
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HZERZV,100046,151000,1057000,7,7
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HZERZV,100047,101000,3232000,32,32
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HZERZV,100063,13000,195000,15,15
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,PIKBZU,100042,147000,1911000,13,13
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,PIKBZU,100044,138000,3450000,25,25
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,PIKBZU,100045,98000,5684000,58,58
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,PIKBZU,100046,120000,840000,7,7
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,PIKBZU,100047,82000,2624000,32,32
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,PIKBZU,100063,10000,150000,15,15
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HZERZV,100045,94000,5452000,58,58
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HLCMCQ,100045,45000,2610000,58,58
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HLCMCQ,100044,64000,1600000,25,25
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,HLCMCQ,100042,57500,747500,13,13
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EJBHRR,100046,43000,301000,7,7
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EJBHRR,100047,28000,896000,32,32
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EJBHRR,100063,4000,60000,15,15
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,UROTOU,100042,117000,1521000,13,13
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,UROTOU,100044,133500,3337500,25,25
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,UROTOU,100045,72500,4205000,58,58
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,UROTOU,100046,104000,728000,7,7
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,UROTOU,100047,74000,2368000,32,32
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,UROTOU,100063,7500,112500,15,15
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EFVNJZ,100042,52000,676000,13,13
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EFVNJZ,100044,50000,1250000,25,25
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EFVNJZ,100045,45000,2610000,58,58
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EFVNJZ,100046,66000,462000,7,7
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EFVNJZ,100047,27000,864000,32,32
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,EFVNJZ,100063,4500,67500,15,15
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,DEMUFC,100042,109500,1423500,13,13
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,DEMUFC,100044,122500,3062500,25,25
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,DEMUFC,100045,50000,2900000,58,58
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,DEMUFC,100046,90500,633500,7,7
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,DEMUFC,100047,75500,2416000,32,32
December,RESTO,PT. MONARCH DC COMICS,Umum,FOOD [RM] - COM,DEMUFC,100063,8000,120000,15,15
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,NYWDTC,100042,50000,700000,14,14
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,NYWDTC,100044,58000,1624000,28,28
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,NYWDTC,100045,30000,2400000,80,80
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,NYWDTC,100046,45000,225000,5,5
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GLKGVU,100063,7000,116000,16,20
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,ANVIKY,100042,33000,462000,14,14
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,ANVIKY,100044,38500,1078000,28,28
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,ANVIKY,100045,27000,2160000,80,80
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,ANVIKY,100046,39000,195000,5,5
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,ANVIKY,100047,23500,893000,38,38
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,ANVIKY,100063,4000,66000,16,20
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,PTDGOT,100049,2470000,54720000,22.153846,22.153846
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,PTDGOT,100050,1175000,35720000,30.4,30.4
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,PTDGOT,100059,9500,28500000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,PTDGOT,100068,2975000,115281250,38.75,38.75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,PTDGOT,100069,912000,127775000,140.104166,140.104166
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,PTDGOT,100070,1044000,281662500,269.791666,269.791666
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,PTDGOT,100071,9849600,413100000,41.940789,41.940789
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,XJQBVV,100049,6987500,154800000,22.153846,22.153846
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,XJQBVV,100050,3450000,104880000,30.4,30.4
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,XJQBVV,100059,40000,120000000,3000,3000
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,XJQBVV,100068,6650000,257687500,38.75,38.75
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,XJQBVV,100069,2784000,390050000,140.104166,140.104166
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,XJQBVV,100070,2035200,549080000,269.791666,269.791666
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,XJQBVV,100071,22982400,953820000,41.502192,41.502192
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GLKGVU,100047,51000,1938000,38,38
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100063,6000,79000,13,14
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GLKGVU,100046,78000,390000,5,5
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GLKGVU,100044,96000,2688000,28,28
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,NYWDTC,100047,26000,988000,38,38
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,NYWDTC,100063,3000,48000,16,16
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GYVXHV,100042,79000,1106000,14,14
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GYVXHV,100044,90000,2520000,28,28
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GYVXHV,100045,56000,4480000,80,80
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GYVXHV,100046,93000,465000,5,5
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GYVXHV,100047,45000,1710000,38,38
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GYVXHV,100063,7000,112000,16,16
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,JSJPVC,100042,51000,714000,14,14
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,JSJPVC,100044,51000,1428000,28,28
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,JSJPVC,100045,37000,2960000,80,80
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,JSJPVC,100046,63000,315000,5,5
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,JSJPVC,100047,29000,1102000,38,38
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,JSJPVC,100063,4000,64000,16,16
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,TGYDJZ,100042,45000,630000,14,14
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,TGYDJZ,100044,49000,1372000,28,28
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,TGYDJZ,100045,38000,3040000,80,80
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,TGYDJZ,100046,48000,240000,5,5
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,TGYDJZ,100047,21500,817000,38,38
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,TGYDJZ,100063,4000,64000,16,16
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GLKGVU,100042,84000,1176000,14,14
December,RESTO,PT. MONICA DAWSON NBC - HEROES,Umum,FOOD [RM] - COM,GLKGVU,100045,46000,3680000,80,80
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100065,60000,1034000,17.083333,17.333333
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,MWVSUV,100124,453000,21340750,21,75.5
December,RESTO,PT. ETRIGAN DC COMICS,Umum,FOOD [RM] - COM,TBKKZV,100011,550000,8862000,15.85,16.24
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,NIMEFS,100011,650000,10725000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,CXRBWO,100011,100000,1650000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,ELMOHJ,100011,200000,3300000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,ANNNBC,100011,750000,12375000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,WUNRJL,100011,1050000,17325000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,RKUYGP,100011,450000,7425000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,PLIJTM,100011,750000,12375000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,LSNHJV,100011,650000,10725000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,SUPPLIES,NYKHXD,100152,10000,83000,8.3,8.3
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,FOOD [RM] - COM,SAFMRF,100011,350000,5775000,16.5,16.5
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,SUPPLIES,SAFMRF,100152,10000,83000,8.3,8.3
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,SUPPLIES,FVEJAD,100152,10000,83000,8.3,8.3
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,SUPPLIES,RKUYGP,100152,20000,166000,8.3,8.3
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,SUPPLIES,LSNHJV,100152,10000,83000,8.3,8.3
December,RESTO,PT. CARNAGE MARVEL COMICS,CORPORATE,FOOD [RM] - COM,PJDGNU,100166,176000,4543000,25.8125,25.8125
December,RESTO,PT. CARNAGE MARVEL COMICS,CORPORATE,FOOD [RM] - COM,LGIXGP,100166,48000,1239000,25.8125,25.8125
December,RESTO,PT. CARNAGE MARVEL COMICS,CORPORATE,FOOD [RM] - COM,HIZAKD,100049,45500,1050000,23.076923,23.076923
December,RESTO,PT. CARNAGE MARVEL COMICS,CORPORATE,FOOD [RM] - COM,HIZAKD,100050,10000,300000,30,30
December,RESTO,PT. CARNAGE MARVEL COMICS,CORPORATE,FOOD [RM] - COM,HIZAKD,100053,36000,474000,13.166666,13.166666
December,RESTO,PT. CARNAGE MARVEL COMICS,CORPORATE,FOOD [RM] - COM,HIZAKD,100065,60000,1015000,16.916666,16.916666
December,RESTO,PT. CECILIA REYES MARVEL COMICS,CORPORATE,SUPPLIES,NIMEFS,100152,20000,166000,8.3,8.3
